"Código","Unidade Territorial","UF","Referência","Número de pessoas cadastradas no Cadastro Único em domicílios rurais","Número de pessoas cadastradas no Cadastro Único em domicílios urbanos"
"150390","JURUTI","PA","11/2017","18856","13949"
"150390","JURUTI","PA","08/2016","18947","15182"
"150390","JURUTI","PA","07/2016","18895","15123"
"150390","JURUTI","PA","01/2016","18406","14690"
"150390","JURUTI","PA","09/2016","19077","15175"
"150390","JURUTI","PA","11/2016","19215","15194"
"150390","JURUTI","PA","12/2016","18870","14316"
"150390","JURUTI","PA","02/2016","18462","14744"
"150390","JURUTI","PA","04/2016","18645","14854"
"150390","JURUTI","PA","06/2016","18803","15048"
"150390","JURUTI","PA","10/2016","19150","15200"
"150390","JURUTI","PA","05/2016","18690","15017"
"150390","JURUTI","PA","03/2016","18544","14788"
"150390","JURUTI","PA","01/2015","18202","15150"
"150390","JURUTI","PA","05/2015","18522","15230"
"150390","JURUTI","PA","10/2015","18506","14956"
"150390","JURUTI","PA","08/2015","18368","14895"
"150390","JURUTI","PA","12/2015","18674","15060"
"150390","JURUTI","PA","02/2015","18229","15181"
"150390","JURUTI","PA","04/2015","18313","15124"
"150390","JURUTI","PA","07/2015","18398","14843"
"150390","JURUTI","PA","06/2015","18570","15358"
"150390","JURUTI","PA","11/2015","18560","14977"
"150390","JURUTI","PA","09/2015","18430","14888"
"150390","JURUTI","PA","03/2015","18273","15167"
"150390","JURUTI","PA","11/2014","19001","16888"
"150390","JURUTI","PA","10/2014","18960","16839"
"150390","JURUTI","PA","12/2014","19132","16958"
"150390","JURUTI","PA","09/2014","18862","16818"
"150390","JURUTI","PA","08/2014","18841","16813"
"150390","JURUTI","PA","07/2014","18767","16786"
"150390","JURUTI","PA","03/2014","18409","16651"
"150390","JURUTI","PA","05/2014","18550","16699"
"150390","JURUTI","PA","06/2014","18654","16722"
"150390","JURUTI","PA","04/2014","18515","16667"
"150390","JURUTI","PA","02/2014","18384","16600"
"150390","JURUTI","PA","01/2014","18263","16541"
"150390","JURUTI","PA","11/2013","18108","16568"
"150390","JURUTI","PA","10/2013","17956","16598"
"150390","JURUTI","PA","12/2013","18226","16532"
"150390","JURUTI","PA","09/2013","17861","16572"
"150390","JURUTI","PA","08/2013","17640","16493"
"150390","JURUTI","PA","07/2013","17221","16231"
"150390","JURUTI","PA","04/2013","16842","16251"
"150390","JURUTI","PA","02/2013","16384","16375"
"150390","JURUTI","PA","01/2013","16265","16437"
"150390","JURUTI","PA","06/2013","17208","16256"
"150390","JURUTI","PA","05/2013","17108","16253"
"150390","JURUTI","PA","03/2013","16457","16330"
"150390","JURUTI","PA","12/2012","16258","16431"
"150390","JURUTI","PA","11/2012","15782","16613"
"150390","JURUTI","PA","10/2012","15422","16494"
"150390","JURUTI","PA","09/2012","14783","16456"
"150400","LIMOEIRO DO AJURU","PA","08/2026","20534","6586"
"150400","LIMOEIRO DO AJURU","PA","08/2012","12759","8496"
"150400","LIMOEIRO DO AJURU","PA","09/2012","14085","7154"
"150400","LIMOEIRO DO AJURU","PA","10/2012","15693","5601"
"150400","LIMOEIRO DO AJURU","PA","11/2012","15763","5587"
"150400","LIMOEIRO DO AJURU","PA","12/2012","15950","5452"
"150400","LIMOEIRO DO AJURU","PA","03/2013","16150","5534"
"150400","LIMOEIRO DO AJURU","PA","05/2013","16181","5576"
"150400","LIMOEIRO DO AJURU","PA","01/2013","16006","5465"
"150400","LIMOEIRO DO AJURU","PA","02/2013","16092","5514"
"150400","LIMOEIRO DO AJURU","PA","04/2013","16165","5538"
"150400","LIMOEIRO DO AJURU","PA","06/2013","16232","5599"
"150400","LIMOEIRO DO AJURU","PA","07/2013","16216","5595"
"150400","LIMOEIRO DO AJURU","PA","08/2013","16285","5683"
"150400","LIMOEIRO DO AJURU","PA","09/2013","16380","5710"
"150400","LIMOEIRO DO AJURU","PA","12/2013","16518","5723"
"150400","LIMOEIRO DO AJURU","PA","10/2013","16449","5720"
"150400","LIMOEIRO DO AJURU","PA","11/2013","16511","5720"
"150400","LIMOEIRO DO AJURU","PA","01/2014","16518","5722"
"150400","LIMOEIRO DO AJURU","PA","05/2014","16917","5642"
"150400","LIMOEIRO DO AJURU","PA","06/2014","17198","5622"
"150400","LIMOEIRO DO AJURU","PA","02/2014","16737","5703"
"150400","LIMOEIRO DO AJURU","PA","04/2014","16958","5636"
"150400","LIMOEIRO DO AJURU","PA","03/2014","16946","5664"
"150400","LIMOEIRO DO AJURU","PA","07/2014","17225","5605"
"150400","LIMOEIRO DO AJURU","PA","08/2014","17258","5614"
"150400","LIMOEIRO DO AJURU","PA","09/2014","17289","5588"
"150400","LIMOEIRO DO AJURU","PA","12/2014","17291","5612"
"150400","LIMOEIRO DO AJURU","PA","10/2014","17323","5582"
"150400","LIMOEIRO DO AJURU","PA","11/2014","17307","5601"
"150400","LIMOEIRO DO AJURU","PA","06/2015","17311","5676"
"150400","LIMOEIRO DO AJURU","PA","03/2015","17226","5582"
"150400","LIMOEIRO DO AJURU","PA","01/2015","17015","5457"
"150400","LIMOEIRO DO AJURU","PA","11/2015","17346","5575"
"150400","LIMOEIRO DO AJURU","PA","04/2015","17272","5603"
"150400","LIMOEIRO DO AJURU","PA","12/2015","17377","5578"
"150400","LIMOEIRO DO AJURU","PA","10/2015","17316","5575"
"150400","LIMOEIRO DO AJURU","PA","08/2015","17199","5544"
"150400","LIMOEIRO DO AJURU","PA","09/2015","17263","5553"
"150400","LIMOEIRO DO AJURU","PA","07/2015","17201","5552"
"150400","LIMOEIRO DO AJURU","PA","05/2015","17289","5663"
"150400","LIMOEIRO DO AJURU","PA","02/2015","17138","5539"
"150400","LIMOEIRO DO AJURU","PA","06/2016","17386","5592"
"150400","LIMOEIRO DO AJURU","PA","03/2016","17259","5528"
"150400","LIMOEIRO DO AJURU","PA","10/2016","17503","5622"
"150400","LIMOEIRO DO AJURU","PA","04/2016","17321","5550"
"150400","LIMOEIRO DO AJURU","PA","07/2016","17457","5602"
"150400","LIMOEIRO DO AJURU","PA","05/2016","17335","5571"
"150400","LIMOEIRO DO AJURU","PA","02/2016","17219","5487"
"150400","LIMOEIRO DO AJURU","PA","09/2016","17478","5626"
"150400","LIMOEIRO DO AJURU","PA","11/2016","17534","5625"
"150400","LIMOEIRO DO AJURU","PA","12/2016","17158","5473"
"150400","LIMOEIRO DO AJURU","PA","08/2016","17466","5591"
"150400","LIMOEIRO DO AJURU","PA","01/2016","17158","5459"
"150400","LIMOEIRO DO AJURU","PA","11/2017","17385","5487"
"150400","LIMOEIRO DO AJURU","PA","01/2017","17151","5483"
"150400","LIMOEIRO DO AJURU","PA","02/2017","17229","5516"
"150400","LIMOEIRO DO AJURU","PA","07/2017","17565","5606"
"150400","LIMOEIRO DO AJURU","PA","06/2017","17498","5591"
"150400","LIMOEIRO DO AJURU","PA","10/2017","17354","5469"
"150400","LIMOEIRO DO AJURU","PA","04/2017","17366","5548"
"150400","LIMOEIRO DO AJURU","PA","08/2017","17577","5621"
"150400","LIMOEIRO DO AJURU","PA","12/2017","17397","5490"
"150400","LIMOEIRO DO AJURU","PA","03/2017","17292","5534"
"150400","LIMOEIRO DO AJURU","PA","09/2017","17279","5440"
"150400","LIMOEIRO DO AJURU","PA","05/2017","17483","5554"
"150400","LIMOEIRO DO AJURU","PA","01/2018","17437","5501"
"150400","LIMOEIRO DO AJURU","PA","08/2018","17355","5431"
"150400","LIMOEIRO DO AJURU","PA","02/2018","17456","5522"
"150400","LIMOEIRO DO AJURU","PA","03/2018","17355","5506"
"150400","LIMOEIRO DO AJURU","PA","09/2018","17416","5464"
"150400","LIMOEIRO DO AJURU","PA","10/2018","17491","5501"
"150400","LIMOEIRO DO AJURU","PA","11/2018","17507","5522"
"150400","LIMOEIRO DO AJURU","PA","04/2018","17445","5520"
"150400","LIMOEIRO DO AJURU","PA","05/2018","17583","5552"
"150400","LIMOEIRO DO AJURU","PA","07/2018","17665","5575"
"150400","LIMOEIRO DO AJURU","PA","12/2018","17257","5456"
"150400","LIMOEIRO DO AJURU","PA","06/2018","17631","5559"
"150400","LIMOEIRO DO AJURU","PA","09/2019","17740","5464"
"150400","LIMOEIRO DO AJURU","PA","08/2019","17800","5537"
"150400","LIMOEIRO DO AJURU","PA","03/2019","17473","5522"
"150400","LIMOEIRO DO AJURU","PA","04/2019","17547","5506"
"150400","LIMOEIRO DO AJURU","PA","01/2019","17334","5487"
"150400","LIMOEIRO DO AJURU","PA","12/2019","17896","5500"
"150400","LIMOEIRO DO AJURU","PA","06/2019","17685","5527"
"150400","LIMOEIRO DO AJURU","PA","07/2019","17717","5537"
"150400","LIMOEIRO DO AJURU","PA","02/2019","17399","5507"
"150400","LIMOEIRO DO AJURU","PA","10/2019","17839","5478"
"150400","LIMOEIRO DO AJURU","PA","05/2019","17590","5520"
"150400","LIMOEIRO DO AJURU","PA","11/2019","17873","5481"
"150400","LIMOEIRO DO AJURU","PA","09/2020","17943","5652"
"150400","LIMOEIRO DO AJURU","PA","08/2020","17921","5635"
"150400","LIMOEIRO DO AJURU","PA","12/2020","17831","5646"
"150400","LIMOEIRO DO AJURU","PA","02/2020","17774","5509"
"150400","LIMOEIRO DO AJURU","PA","03/2020","17803","5542"
"150400","LIMOEIRO DO AJURU","PA","04/2020","17832","5545"
"150400","LIMOEIRO DO AJURU","PA","07/2020","17889","5608"
"150400","LIMOEIRO DO AJURU","PA","10/2020","17989","5664"
"150400","LIMOEIRO DO AJURU","PA","01/2020","17938","5515"
"150400","LIMOEIRO DO AJURU","PA","06/2020","17878","5590"
"150400","LIMOEIRO DO AJURU","PA","11/2020","17764","5616"
"150400","LIMOEIRO DO AJURU","PA","05/2020","17865","5561"
"150400","LIMOEIRO DO AJURU","PA","03/2021","17985","5685"
"150400","LIMOEIRO DO AJURU","PA","01/2021","17894","5643"
"150400","LIMOEIRO DO AJURU","PA","04/2021","18007","5682"
"150400","LIMOEIRO DO AJURU","PA","02/2021","17951","5664"
"150400","LIMOEIRO DO AJURU","PA","09/2021","18158","5712"
"150400","LIMOEIRO DO AJURU","PA","08/2021","18137","5711"
"150400","LIMOEIRO DO AJURU","PA","07/2021","18119","5716"
"150400","LIMOEIRO DO AJURU","PA","10/2021","18163","5705"
"150400","LIMOEIRO DO AJURU","PA","11/2021","18219","5726"
"150400","LIMOEIRO DO AJURU","PA","12/2021","18338","5750"
"150400","LIMOEIRO DO AJURU","PA","05/2021","18054","5709"
"150400","LIMOEIRO DO AJURU","PA","06/2021","18104","5718"
"150400","LIMOEIRO DO AJURU","PA","05/2022","18850","5858"
"150400","LIMOEIRO DO AJURU","PA","03/2022","18580","5794"
"150400","LIMOEIRO DO AJURU","PA","06/2022","18909","5899"
"150400","LIMOEIRO DO AJURU","PA","01/2022","18427","5769"
"150400","LIMOEIRO DO AJURU","PA","02/2022","18577","5804"
"150400","LIMOEIRO DO AJURU","PA","11/2022","19033","6035"
"150400","LIMOEIRO DO AJURU","PA","04/2022","18762","5844"
"150400","LIMOEIRO DO AJURU","PA","12/2022","19109","6092"
"150400","LIMOEIRO DO AJURU","PA","10/2022","19030","6046"
"150400","LIMOEIRO DO AJURU","PA","09/2022","19006","6016"
"150400","LIMOEIRO DO AJURU","PA","08/2022","18969","6004"
"150400","LIMOEIRO DO AJURU","PA","07/2022","18936","5944"
"150400","LIMOEIRO DO AJURU","PA","01/2023","19175","6121"
"150400","LIMOEIRO DO AJURU","PA","07/2023","19259","6132"
"150400","LIMOEIRO DO AJURU","PA","05/2023","19250","6119"
"150400","LIMOEIRO DO AJURU","PA","08/2023","19238","6159"
"150400","LIMOEIRO DO AJURU","PA","12/2023","19250","6196"
"150400","LIMOEIRO DO AJURU","PA","02/2023","19243","6143"
"150400","LIMOEIRO DO AJURU","PA","11/2023","19273","6201"
"150400","LIMOEIRO DO AJURU","PA","03/2023","19260","6154"
"150400","LIMOEIRO DO AJURU","PA","06/2023","19235","6125"
"150400","LIMOEIRO DO AJURU","PA","09/2023","19240","6168"
"150400","LIMOEIRO DO AJURU","PA","04/2023","19208","6136"
"150400","LIMOEIRO DO AJURU","PA","10/2023","19247","6193"
"150400","LIMOEIRO DO AJURU","PA","07/2024","19141","6238"
"150400","LIMOEIRO DO AJURU","PA","01/2024","19064","6140"
"150400","LIMOEIRO DO AJURU","PA","11/2024","19221","6273"
"150400","LIMOEIRO DO AJURU","PA","12/2024","19232","6294"
"150400","LIMOEIRO DO AJURU","PA","03/2024","19241","6167"
"150400","LIMOEIRO DO AJURU","PA","10/2024","19171","6250"
"150400","LIMOEIRO DO AJURU","PA","04/2024","19285","6216"
"150400","LIMOEIRO DO AJURU","PA","05/2024","19348","6243"
"150400","LIMOEIRO DO AJURU","PA","06/2024","19335","6239"
"150400","LIMOEIRO DO AJURU","PA","08/2024","19184","6257"
"150400","LIMOEIRO DO AJURU","PA","09/2024","19137","6221"
"150400","LIMOEIRO DO AJURU","PA","02/2024","19150","6157"
"150400","LIMOEIRO DO AJURU","PA","12/2025","19771","6326"
"150400","LIMOEIRO DO AJURU","PA","08/2025","19573","6316"
"150400","LIMOEIRO DO AJURU","PA","06/2025","19482","6360"
"150400","LIMOEIRO DO AJURU","PA","02/2025","19215","6310"
"150400","LIMOEIRO DO AJURU","PA","01/2025","19216","6300"
"150400","LIMOEIRO DO AJURU","PA","03/2025","19197","6301"
"150400","LIMOEIRO DO AJURU","PA","05/2025","19280","6347"
"150400","LIMOEIRO DO AJURU","PA","09/2025","19674","6322"
"150400","LIMOEIRO DO AJURU","PA","11/2025","19800","6306"
"150400","LIMOEIRO DO AJURU","PA","07/2025","19502","6343"
"150400","LIMOEIRO DO AJURU","PA","10/2025","19827","6287"
"150400","LIMOEIRO DO AJURU","PA","01/2026","19772","6335"
"150400","LIMOEIRO DO AJURU","PA","02/2026","19807","6388"
"150400","LIMOEIRO DO AJURU","PA","03/2026","19797","6468"
"150400","LIMOEIRO DO AJURU","PA","04/2026","20129","6564"
"150400","LIMOEIRO DO AJURU","PA","05/2026","20331","6584"
"150400","LIMOEIRO DO AJURU","PA","06/2026","20491","6572"
"150400","LIMOEIRO DO AJURU","PA","07/2026","20545","6560"
"150405","MÃE DO RIO","PA","09/2012","7310","17824"
"150405","MÃE DO RIO","PA","08/2026","6903","17786"
"150405","MÃE DO RIO","PA","07/2026","6879","17746"
"150405","MÃE DO RIO","PA","06/2026","6849","17690"
"150405","MÃE DO RIO","PA","05/2026","6822","17681"
"150405","MÃE DO RIO","PA","04/2026","6818","17658"
"150405","MÃE DO RIO","PA","03/2026","6775","17678"
"150405","MÃE DO RIO","PA","02/2026","6773","17703"
"150405","MÃE DO RIO","PA","01/2026","6701","17629"
"150405","MÃE DO RIO","PA","12/2025","6700","17640"
"150405","MÃE DO RIO","PA","03/2025","6830","17528"
"150405","MÃE DO RIO","PA","05/2025","6868","17595"
"150405","MÃE DO RIO","PA","09/2025","6765","17590"
"150405","MÃE DO RIO","PA","07/2025","6845","17658"
"150405","MÃE DO RIO","PA","06/2025","6859","17653"
"150405","MÃE DO RIO","PA","08/2025","6810","17566"
"150405","MÃE DO RIO","PA","11/2025","6716","17644"
"150405","MÃE DO RIO","PA","01/2025","6802","17609"
"150405","MÃE DO RIO","PA","02/2025","6829","17579"
"150405","MÃE DO RIO","PA","10/2025","6743","17661"
"150405","MÃE DO RIO","PA","07/2024","6755","17887"
"150405","MÃE DO RIO","PA","09/2024","6785","17599"
"150405","MÃE DO RIO","PA","08/2024","6788","17847"
"150405","MÃE DO RIO","PA","03/2024","6863","18300"
"150405","MÃE DO RIO","PA","10/2024","6805","17667"
"150405","MÃE DO RIO","PA","06/2024","6877","18300"
"150405","MÃE DO RIO","PA","02/2024","6852","18265"
"150405","MÃE DO RIO","PA","04/2024","6863","18367"
"150405","MÃE DO RIO","PA","05/2024","6875","18320"
"150405","MÃE DO RIO","PA","11/2024","6808","17698"
"150405","MÃE DO RIO","PA","01/2024","6854","18256"
"150405","MÃE DO RIO","PA","12/2024","6842","17789"
"150405","MÃE DO RIO","PA","05/2023","6807","18481"
"150405","MÃE DO RIO","PA","12/2023","7002","18709"
"150405","MÃE DO RIO","PA","04/2023","6798","18533"
"150405","MÃE DO RIO","PA","08/2023","6874","18513"
"150405","MÃE DO RIO","PA","03/2023","6831","18625"
"150405","MÃE DO RIO","PA","01/2023","6789","18465"
"150405","MÃE DO RIO","PA","02/2023","6828","18504"
"150405","MÃE DO RIO","PA","06/2023","6804","18547"
"150405","MÃE DO RIO","PA","09/2023","6941","18559"
"150405","MÃE DO RIO","PA","07/2023","6820","18568"
"150405","MÃE DO RIO","PA","10/2023","6952","18578"
"150405","MÃE DO RIO","PA","11/2023","6960","18674"
"150405","MÃE DO RIO","PA","10/2022","6761","18382"
"150405","MÃE DO RIO","PA","12/2022","6773","18420"
"150405","MÃE DO RIO","PA","04/2022","6746","18106"
"150405","MÃE DO RIO","PA","05/2022","6814","18050"
"150405","MÃE DO RIO","PA","08/2022","6754","18198"
"150405","MÃE DO RIO","PA","07/2022","6725","18119"
"150405","MÃE DO RIO","PA","03/2022","6720","18134"
"150405","MÃE DO RIO","PA","09/2022","6739","18311"
"150405","MÃE DO RIO","PA","01/2022","6651","17997"
"150405","MÃE DO RIO","PA","11/2022","6766","18392"
"150405","MÃE DO RIO","PA","06/2022","6759","18111"
"150405","MÃE DO RIO","PA","02/2022","6699","18112"
"150405","MÃE DO RIO","PA","07/2021","6584","17668"
"150405","MÃE DO RIO","PA","01/2021","6594","17585"
"150405","MÃE DO RIO","PA","04/2021","6579","17614"
"150405","MÃE DO RIO","PA","12/2021","6662","17986"
"150405","MÃE DO RIO","PA","02/2021","6596","17594"
"150405","MÃE DO RIO","PA","09/2021","6597","17710"
"150405","MÃE DO RIO","PA","08/2021","6591","17694"
"150405","MÃE DO RIO","PA","03/2021","6581","17590"
"150405","MÃE DO RIO","PA","10/2021","6598","17818"
"150405","MÃE DO RIO","PA","11/2021","6654","17957"
"150405","MÃE DO RIO","PA","05/2021","6566","17629"
"150405","MÃE DO RIO","PA","06/2021","6567","17652"
"150405","MÃE DO RIO","PA","11/2020","6566","17474"
"150405","MÃE DO RIO","PA","09/2020","6619","17742"
"150405","MÃE DO RIO","PA","08/2020","6620","17752"
"150405","MÃE DO RIO","PA","01/2020","6637","17949"
"150405","MÃE DO RIO","PA","07/2020","6624","17763"
"150405","MÃE DO RIO","PA","06/2020","6624","17762"
"150405","MÃE DO RIO","PA","03/2020","6627","17780"
"150405","MÃE DO RIO","PA","02/2020","6602","17757"
"150405","MÃE DO RIO","PA","04/2020","6624","17769"
"150405","MÃE DO RIO","PA","10/2020","6645","17812"
"150405","MÃE DO RIO","PA","12/2020","6611","17533"
"150405","MÃE DO RIO","PA","05/2020","6624","17758"
"150405","MÃE DO RIO","PA","12/2019","6634","17939"
"150405","MÃE DO RIO","PA","11/2019","6628","17930"
"150405","MÃE DO RIO","PA","08/2019","6649","18125"
"150405","MÃE DO RIO","PA","01/2019","6721","17781"
"150405","MÃE DO RIO","PA","04/2019","6643","17847"
"150405","MÃE DO RIO","PA","10/2019","6599","17904"
"150405","MÃE DO RIO","PA","02/2019","6717","17904"
"150405","MÃE DO RIO","PA","07/2019","6664","18030"
"150405","MÃE DO RIO","PA","03/2019","6719","17970"
"150405","MÃE DO RIO","PA","05/2019","6652","17908"
"150405","MÃE DO RIO","PA","09/2019","6577","17879"
"150405","MÃE DO RIO","PA","06/2019","6658","17938"
"150405","MÃE DO RIO","PA","11/2018","6764","17956"
"150405","MÃE DO RIO","PA","08/2018","6707","17857"
"150405","MÃE DO RIO","PA","09/2018","6745","17886"
"150405","MÃE DO RIO","PA","05/2018","6757","18064"
"150405","MÃE DO RIO","PA","04/2018","6714","17922"
"150405","MÃE DO RIO","PA","12/2018","6695","17717"
"150405","MÃE DO RIO","PA","02/2018","6678","17856"
"150405","MÃE DO RIO","PA","10/2018","6771","17916"
"150405","MÃE DO RIO","PA","07/2018","6784","18229"
"150405","MÃE DO RIO","PA","03/2018","6648","17775"
"150405","MÃE DO RIO","PA","06/2018","6793","18179"
"150405","MÃE DO RIO","PA","01/2018","6640","17695"
"150405","MÃE DO RIO","PA","02/2017","6659","17646"
"150405","MÃE DO RIO","PA","12/2017","6609","17584"
"150405","MÃE DO RIO","PA","08/2017","6764","18041"
"150405","MÃE DO RIO","PA","06/2017","6741","17940"
"150405","MÃE DO RIO","PA","04/2017","6726","17826"
"150405","MÃE DO RIO","PA","07/2017","6755","18032"
"150405","MÃE DO RIO","PA","09/2017","6535","17364"
"150405","MÃE DO RIO","PA","05/2017","6750","17913"
"150405","MÃE DO RIO","PA","01/2017","6646","17561"
"150405","MÃE DO RIO","PA","03/2017","6711","17724"
"150405","MÃE DO RIO","PA","11/2017","6587","17513"
"150405","MÃE DO RIO","PA","10/2017","6581","17420"
"150405","MÃE DO RIO","PA","06/2016","6876","17896"
"150405","MÃE DO RIO","PA","03/2016","6803","17652"
"150405","MÃE DO RIO","PA","12/2016","6654","17495"
"150405","MÃE DO RIO","PA","07/2016","6868","17981"
"150405","MÃE DO RIO","PA","02/2016","6803","17619"
"150405","MÃE DO RIO","PA","11/2016","6878","18164"
"150405","MÃE DO RIO","PA","05/2016","6831","17820"
"150405","MÃE DO RIO","PA","04/2016","6811","17742"
"150405","MÃE DO RIO","PA","10/2016","6868","18110"
"150405","MÃE DO RIO","PA","01/2016","6790","17552"
"150405","MÃE DO RIO","PA","09/2016","6873","18078"
"150405","MÃE DO RIO","PA","08/2016","6872","18017"
"150405","MÃE DO RIO","PA","05/2015","7024","17867"
"150405","MÃE DO RIO","PA","09/2015","6876","17717"
"150405","MÃE DO RIO","PA","12/2015","6906","17842"
"150405","MÃE DO RIO","PA","11/2015","6909","17829"
"150405","MÃE DO RIO","PA","07/2015","6876","17553"
"150405","MÃE DO RIO","PA","04/2015","7010","17820"
"150405","MÃE DO RIO","PA","10/2015","6898","17789"
"150405","MÃE DO RIO","PA","03/2015","6963","17704"
"150405","MÃE DO RIO","PA","02/2015","6939","17641"
"150405","MÃE DO RIO","PA","08/2015","6865","17652"
"150405","MÃE DO RIO","PA","06/2015","7020","17910"
"150405","MÃE DO RIO","PA","01/2015","6902","17521"
"150405","MÃE DO RIO","PA","11/2014","7340","19019"
"150405","MÃE DO RIO","PA","12/2014","7343","19083"
"150405","MÃE DO RIO","PA","09/2014","7321","18862"
"150405","MÃE DO RIO","PA","08/2014","7318","18828"
"150405","MÃE DO RIO","PA","07/2014","7309","18753"
"150405","MÃE DO RIO","PA","03/2014","7246","18513"
"150405","MÃE DO RIO","PA","06/2014","7274","18730"
"150405","MÃE DO RIO","PA","05/2014","7277","18673"
"150405","MÃE DO RIO","PA","04/2014","7256","18635"
"150405","MÃE DO RIO","PA","02/2014","7248","18410"
"150405","MÃE DO RIO","PA","10/2014","7355","18926"
"150405","MÃE DO RIO","PA","01/2014","7275","18349"
"150405","MÃE DO RIO","PA","11/2013","7276","18304"
"150405","MÃE DO RIO","PA","10/2013","7254","18176"
"150405","MÃE DO RIO","PA","09/2013","7249","18139"
"150405","MÃE DO RIO","PA","07/2013","7235","17922"
"150405","MÃE DO RIO","PA","05/2013","7239","17983"
"150405","MÃE DO RIO","PA","04/2013","7239","17976"
"150405","MÃE DO RIO","PA","02/2013","7257","17974"
"150405","MÃE DO RIO","PA","01/2013","7270","17944"
"150405","MÃE DO RIO","PA","12/2013","7268","18315"
"150405","MÃE DO RIO","PA","08/2013","7272","18080"
"150405","MÃE DO RIO","PA","06/2013","7258","17995"
"150405","MÃE DO RIO","PA","03/2013","7213","17844"
"150405","MÃE DO RIO","PA","12/2012","7259","17901"
"150405","MÃE DO RIO","PA","11/2012","7286","17893"
"150405","MÃE DO RIO","PA","10/2012","7272","17845"
"150405","MÃE DO RIO","PA","08/2012","7300","17759"
"150410","MAGALHÃES BARATA","PA","08/2026","2753","3700"
"150410","MAGALHÃES BARATA","PA","08/2012","3423","2920"
"150410","MAGALHÃES BARATA","PA","09/2012","3446","2881"
"150410","MAGALHÃES BARATA","PA","10/2012","3446","2876"
"150410","MAGALHÃES BARATA","PA","11/2012","3443","2874"
"150410","MAGALHÃES BARATA","PA","12/2012","3465","2864"
"150410","MAGALHÃES BARATA","PA","03/2013","3350","2908"
"150410","MAGALHÃES BARATA","PA","12/2013","3247","3285"
"150410","MAGALHÃES BARATA","PA","01/2013","3499","2812"
"150410","MAGALHÃES BARATA","PA","02/2013","3362","2920"
"150410","MAGALHÃES BARATA","PA","04/2013","3336","2888"
"150410","MAGALHÃES BARATA","PA","05/2013","3327","2891"
"150410","MAGALHÃES BARATA","PA","06/2013","3296","3006"
"150410","MAGALHÃES BARATA","PA","07/2013","3294","2994"
"150410","MAGALHÃES BARATA","PA","08/2013","3250","3094"
"150410","MAGALHÃES BARATA","PA","09/2013","3179","3176"
"150410","MAGALHÃES BARATA","PA","10/2013","3193","3189"
"150410","MAGALHÃES BARATA","PA","11/2013","3209","3312"
"150410","MAGALHÃES BARATA","PA","01/2014","3230","3310"
"150410","MAGALHÃES BARATA","PA","02/2014","3225","3372"
"150410","MAGALHÃES BARATA","PA","04/2014","3229","3376"
"150410","MAGALHÃES BARATA","PA","05/2014","3222","3410"
"150410","MAGALHÃES BARATA","PA","06/2014","3245","3411"
"150410","MAGALHÃES BARATA","PA","03/2014","3207","3388"
"150410","MAGALHÃES BARATA","PA","07/2014","3248","3414"
"150410","MAGALHÃES BARATA","PA","08/2014","3231","3445"
"150410","MAGALHÃES BARATA","PA","09/2014","3246","3448"
"150410","MAGALHÃES BARATA","PA","12/2014","3255","3468"
"150410","MAGALHÃES BARATA","PA","10/2014","3248","3468"
"150410","MAGALHÃES BARATA","PA","11/2014","3248","3466"
"150410","MAGALHÃES BARATA","PA","03/2015","3013","3354"
"150410","MAGALHÃES BARATA","PA","01/2015","3011","3282"
"150410","MAGALHÃES BARATA","PA","10/2015","2836","3172"
"150410","MAGALHÃES BARATA","PA","07/2015","2859","3248"
"150410","MAGALHÃES BARATA","PA","04/2015","3016","3349"
"150410","MAGALHÃES BARATA","PA","11/2015","2816","3165"
"150410","MAGALHÃES BARATA","PA","08/2015","2835","3256"
"150410","MAGALHÃES BARATA","PA","02/2015","3010","3333"
"150410","MAGALHÃES BARATA","PA","12/2015","2778","3164"
"150410","MAGALHÃES BARATA","PA","09/2015","2831","3226"
"150410","MAGALHÃES BARATA","PA","05/2015","3004","3361"
"150410","MAGALHÃES BARATA","PA","06/2015","3005","3337"
"150410","MAGALHÃES BARATA","PA","06/2016","2816","3179"
"150410","MAGALHÃES BARATA","PA","10/2016","2860","3226"
"150410","MAGALHÃES BARATA","PA","07/2016","2810","3191"
"150410","MAGALHÃES BARATA","PA","01/2016","2719","3123"
"150410","MAGALHÃES BARATA","PA","05/2016","2820","3197"
"150410","MAGALHÃES BARATA","PA","11/2016","2875","3231"
"150410","MAGALHÃES BARATA","PA","12/2016","2857","3118"
"150410","MAGALHÃES BARATA","PA","02/2016","2759","3157"
"150410","MAGALHÃES BARATA","PA","03/2016","2835","3192"
"150410","MAGALHÃES BARATA","PA","04/2016","2823","3198"
"150410","MAGALHÃES BARATA","PA","09/2016","2852","3231"
"150410","MAGALHÃES BARATA","PA","08/2016","2843","3226"
"150410","MAGALHÃES BARATA","PA","02/2017","2855","3122"
"150410","MAGALHÃES BARATA","PA","09/2017","2856","3114"
"150410","MAGALHÃES BARATA","PA","12/2017","2882","3228"
"150410","MAGALHÃES BARATA","PA","01/2017","2860","3126"
"150410","MAGALHÃES BARATA","PA","03/2017","2846","3119"
"150410","MAGALHÃES BARATA","PA","11/2017","2878","3175"
"150410","MAGALHÃES BARATA","PA","08/2017","2874","3206"
"150410","MAGALHÃES BARATA","PA","06/2017","2874","3158"
