"Código","Unidade Territorial","UF","Referência","Número de pessoas cadastradas no Cadastro Único em domicílios rurais","Número de pessoas cadastradas no Cadastro Único em domicílios urbanos"
"150280","CURRALINHO","PA","03/2018","18144","8446"
"150280","CURRALINHO","PA","11/2018","18248","8462"
"150280","CURRALINHO","PA","07/2018","18323","8577"
"150280","CURRALINHO","PA","12/2018","18210","8286"
"150280","CURRALINHO","PA","09/2018","18104","8397"
"150280","CURRALINHO","PA","06/2018","18310","8570"
"150280","CURRALINHO","PA","08/2018","18053","8348"
"150280","CURRALINHO","PA","09/2019","18643","8540"
"150280","CURRALINHO","PA","03/2019","18557","8480"
"150280","CURRALINHO","PA","10/2019","18683","8612"
"150280","CURRALINHO","PA","04/2019","18537","8483"
"150280","CURRALINHO","PA","01/2019","18262","8349"
"150280","CURRALINHO","PA","06/2019","18526","8514"
"150280","CURRALINHO","PA","07/2019","18588","8551"
"150280","CURRALINHO","PA","11/2019","18810","8646"
"150280","CURRALINHO","PA","12/2019","18831","8700"
"150280","CURRALINHO","PA","02/2019","18494","8444"
"150280","CURRALINHO","PA","08/2019","18795","8642"
"150280","CURRALINHO","PA","05/2019","18526","8483"
"150280","CURRALINHO","PA","09/2020","18939","8805"
"150280","CURRALINHO","PA","02/2020","18813","8726"
"150280","CURRALINHO","PA","05/2020","18897","8760"
"150280","CURRALINHO","PA","12/2020","18830","8724"
"150280","CURRALINHO","PA","08/2020","18936","8783"
"150280","CURRALINHO","PA","10/2020","18957","8829"
"150280","CURRALINHO","PA","03/2020","18879","8735"
"150280","CURRALINHO","PA","06/2020","18898","8761"
"150280","CURRALINHO","PA","01/2020","18859","8746"
"150280","CURRALINHO","PA","11/2020","18805","8690"
"150280","CURRALINHO","PA","04/2020","18877","8749"
"150280","CURRALINHO","PA","07/2020","18903","8758"
"150280","CURRALINHO","PA","09/2021","19128","8946"
"150280","CURRALINHO","PA","01/2021","18882","8765"
"150280","CURRALINHO","PA","04/2021","18987","8851"
"150280","CURRALINHO","PA","08/2021","19115","8946"
"150280","CURRALINHO","PA","12/2021","19419","9074"
"150280","CURRALINHO","PA","06/2021","19007","8881"
"150280","CURRALINHO","PA","10/2021","19153","8966"
"150280","CURRALINHO","PA","03/2021","18942","8822"
"150280","CURRALINHO","PA","05/2021","18973","8847"
"150280","CURRALINHO","PA","11/2021","19282","9016"
"150280","CURRALINHO","PA","02/2021","18905","8798"
"150280","CURRALINHO","PA","07/2021","19098","8933"
"150280","CURRALINHO","PA","09/2022","19641","9550"
"150280","CURRALINHO","PA","03/2022","19510","9280"
"150280","CURRALINHO","PA","04/2022","19421","9342"
"150280","CURRALINHO","PA","06/2022","19453","9389"
"150280","CURRALINHO","PA","01/2022","19453","9138"
"150280","CURRALINHO","PA","11/2022","19639","9693"
"150280","CURRALINHO","PA","05/2022","19407","9356"
"150280","CURRALINHO","PA","10/2022","19585","9645"
"150280","CURRALINHO","PA","08/2022","19633","9547"
"150280","CURRALINHO","PA","02/2022","19516","9260"
"150280","CURRALINHO","PA","07/2022","19540","9479"
"150280","CURRALINHO","PA","12/2022","19668","9742"
"150280","CURRALINHO","PA","07/2023","20049","10034"
"150280","CURRALINHO","PA","03/2023","19848","9853"
"150280","CURRALINHO","PA","04/2023","19888","9843"
"150280","CURRALINHO","PA","02/2023","19798","9800"
"150280","CURRALINHO","PA","08/2023","20093","10061"
"150280","CURRALINHO","PA","05/2023","19922","9945"
"150280","CURRALINHO","PA","10/2023","20131","10125"
"150280","CURRALINHO","PA","09/2023","20105","10098"
"150280","CURRALINHO","PA","06/2023","19982","10031"
"150280","CURRALINHO","PA","01/2023","19696","9770"
"150280","CURRALINHO","PA","11/2023","20168","10197"
"150280","CURRALINHO","PA","12/2023","20237","10218"
"150280","CURRALINHO","PA","05/2024","20153","10089"
"150280","CURRALINHO","PA","04/2024","20189","10147"
"150280","CURRALINHO","PA","08/2024","20355","10235"
"150280","CURRALINHO","PA","11/2024","20515","10390"
"150280","CURRALINHO","PA","07/2024","20267","10123"
"150280","CURRALINHO","PA","12/2024","20651","10489"
"150280","CURRALINHO","PA","02/2024","19971","10062"
"150280","CURRALINHO","PA","03/2024","20130","10110"
"150280","CURRALINHO","PA","10/2024","20449","10302"
"150280","CURRALINHO","PA","06/2024","20341","10173"
"150280","CURRALINHO","PA","09/2024","20393","10240"
"150280","CURRALINHO","PA","01/2024","20009","10011"
"150280","CURRALINHO","PA","03/2025","20671","10509"
"150280","CURRALINHO","PA","10/2025","20920","10791"
"150280","CURRALINHO","PA","08/2025","20845","10643"
"150280","CURRALINHO","PA","06/2025","20842","10630"
"150280","CURRALINHO","PA","01/2025","20618","10459"
"150280","CURRALINHO","PA","02/2025","20627","10481"
"150280","CURRALINHO","PA","07/2025","20821","10633"
"150280","CURRALINHO","PA","11/2025","20913","10826"
"150280","CURRALINHO","PA","05/2025","20774","10592"
"150280","CURRALINHO","PA","12/2025","21028","10867"
"150280","CURRALINHO","PA","09/2025","20889","10736"
"150280","CURRALINHO","PA","01/2026","21097","10894"
"150280","CURRALINHO","PA","02/2026","21154","10970"
"150280","CURRALINHO","PA","03/2026","21355","11145"
"150280","CURRALINHO","PA","04/2026","21827","11366"
"150280","CURRALINHO","PA","05/2026","22036","11484"
"150280","CURRALINHO","PA","06/2026","22174","11550"
"150280","CURRALINHO","PA","07/2026","22245","11598"
"150280","CURRALINHO","PA","08/2026","22363","11611"
"150285","CURUÁ","PA","08/2012","5197","4641"
"150285","CURUÁ","PA","09/2012","5304","4749"
"150285","CURUÁ","PA","10/2012","5296","4816"
"150285","CURUÁ","PA","11/2012","5324","4871"
"150285","CURUÁ","PA","12/2012","5328","4889"
"150285","CURUÁ","PA","03/2013","5343","4976"
"150285","CURUÁ","PA","01/2013","5335","4909"
"150285","CURUÁ","PA","02/2013","5343","4969"
"150285","CURUÁ","PA","04/2013","5323","4989"
"150285","CURUÁ","PA","05/2013","5320","5003"
"150285","CURUÁ","PA","06/2013","5329","5000"
"150285","CURUÁ","PA","07/2013","5317","4958"
"150285","CURUÁ","PA","08/2013","5344","5005"
"150285","CURUÁ","PA","09/2013","5339","5018"
"150285","CURUÁ","PA","12/2013","5483","5152"
"150285","CURUÁ","PA","10/2013","5331","5038"
"150285","CURUÁ","PA","11/2013","5496","5167"
"150285","CURUÁ","PA","02/2014","5486","5184"
"150285","CURUÁ","PA","01/2014","5485","5157"
"150285","CURUÁ","PA","04/2014","5433","5187"
"150285","CURUÁ","PA","06/2014","5385","5192"
"150285","CURUÁ","PA","05/2014","5393","5202"
"150285","CURUÁ","PA","03/2014","5449","5177"
"150285","CURUÁ","PA","07/2014","5348","5221"
"150285","CURUÁ","PA","08/2014","5368","5246"
"150285","CURUÁ","PA","09/2014","5391","5272"
"150285","CURUÁ","PA","12/2014","5408","5419"
"150285","CURUÁ","PA","11/2014","5400","5355"
"150285","CURUÁ","PA","10/2014","5402","5341"
"150285","CURUÁ","PA","03/2015","5382","5354"
"150285","CURUÁ","PA","11/2015","5500","5368"
"150285","CURUÁ","PA","01/2015","5366","5313"
"150285","CURUÁ","PA","10/2015","5501","5370"
"150285","CURUÁ","PA","07/2015","5362","5314"
"150285","CURUÁ","PA","02/2015","5381","5336"
"150285","CURUÁ","PA","04/2015","5399","5374"
"150285","CURUÁ","PA","08/2015","5448","5332"
"150285","CURUÁ","PA","12/2015","5506","5441"
"150285","CURUÁ","PA","09/2015","5477","5358"
"150285","CURUÁ","PA","05/2015","5402","5377"
"150285","CURUÁ","PA","06/2015","5430","5372"
"150285","CURUÁ","PA","02/2016","5494","5455"
"150285","CURUÁ","PA","03/2016","5512","5480"
"150285","CURUÁ","PA","10/2016","5689","5758"
"150285","CURUÁ","PA","11/2016","5687","5784"
"150285","CURUÁ","PA","05/2016","5544","5539"
"150285","CURUÁ","PA","04/2016","5524","5533"
"150285","CURUÁ","PA","12/2016","5663","5768"
"150285","CURUÁ","PA","08/2016","5649","5689"
"150285","CURUÁ","PA","06/2016","5558","5572"
"150285","CURUÁ","PA","09/2016","5666","5710"
"150285","CURUÁ","PA","01/2016","5484","5459"
"150285","CURUÁ","PA","07/2016","5591","5635"
"150285","CURUÁ","PA","11/2017","5765","5765"
"150285","CURUÁ","PA","03/2017","5717","5882"
"150285","CURUÁ","PA","12/2017","5780","5800"
"150285","CURUÁ","PA","06/2017","5814","5928"
"150285","CURUÁ","PA","09/2017","5739","5696"
"150285","CURUÁ","PA","07/2017","5837","5920"
"150285","CURUÁ","PA","10/2017","5743","5739"
"150285","CURUÁ","PA","04/2017","5720","5899"
"150285","CURUÁ","PA","01/2017","5695","5819"
"150285","CURUÁ","PA","08/2017","5877","5939"
"150285","CURUÁ","PA","05/2017","5754","5930"
"150285","CURUÁ","PA","02/2017","5702","5848"
"150285","CURUÁ","PA","01/2018","5771","5831"
"150285","CURUÁ","PA","08/2018","5564","5776"
"150285","CURUÁ","PA","03/2018","5653","5878"
"150285","CURUÁ","PA","02/2018","5764","5872"
"150285","CURUÁ","PA","07/2018","5694","5999"
"150285","CURUÁ","PA","10/2018","5608","5838"
"150285","CURUÁ","PA","04/2018","5652","5927"
"150285","CURUÁ","PA","09/2018","5575","5824"
"150285","CURUÁ","PA","12/2018","5578","5818"
"150285","CURUÁ","PA","11/2018","5643","5888"
"150285","CURUÁ","PA","06/2018","5702","5964"
"150285","CURUÁ","PA","05/2018","5671","5978"
"150285","CURUÁ","PA","03/2019","5589","5920"
"150285","CURUÁ","PA","09/2019","5621","5833"
"150285","CURUÁ","PA","04/2019","5552","5880"
"150285","CURUÁ","PA","07/2019","5642","5942"
"150285","CURUÁ","PA","05/2019","5588","5926"
"150285","CURUÁ","PA","06/2019","5604","5927"
"150285","CURUÁ","PA","11/2019","5676","5950"
"150285","CURUÁ","PA","01/2019","5580","5869"
"150285","CURUÁ","PA","08/2019","5647","5940"
"150285","CURUÁ","PA","02/2019","5592","5931"
"150285","CURUÁ","PA","10/2019","5669","5898"
"150285","CURUÁ","PA","12/2019","5686","5951"
"150285","CURUÁ","PA","08/2020","5605","5916"
"150285","CURUÁ","PA","03/2020","5620","5898"
"150285","CURUÁ","PA","05/2020","5613","5904"
"150285","CURUÁ","PA","01/2020","5706","5965"
"150285","CURUÁ","PA","02/2020","5609","5872"
"150285","CURUÁ","PA","07/2020","5604","5914"
"150285","CURUÁ","PA","12/2020","5568","5847"
"150285","CURUÁ","PA","06/2020","5613","5902"
"150285","CURUÁ","PA","04/2020","5612","5906"
"150285","CURUÁ","PA","09/2020","5604","5922"
"150285","CURUÁ","PA","11/2020","5558","5842"
"150285","CURUÁ","PA","10/2020","5613","5943"
"150285","CURUÁ","PA","02/2021","5559","5853"
"150285","CURUÁ","PA","04/2021","5535","5884"
"150285","CURUÁ","PA","01/2021","5562","5866"
"150285","CURUÁ","PA","03/2021","5553","5860"
"150285","CURUÁ","PA","05/2021","5538","5880"
"150285","CURUÁ","PA","07/2021","5594","5951"
"150285","CURUÁ","PA","11/2021","5706","6046"
"150285","CURUÁ","PA","06/2021","5559","5899"
"150285","CURUÁ","PA","10/2021","5677","6045"
"150285","CURUÁ","PA","12/2021","5759","6074"
"150285","CURUÁ","PA","08/2021","5610","5982"
"150285","CURUÁ","PA","09/2021","5626","6004"
"150285","CURUÁ","PA","11/2022","6002","6546"
"150285","CURUÁ","PA","04/2022","5823","6202"
"150285","CURUÁ","PA","12/2022","6088","6597"
"150285","CURUÁ","PA","07/2022","5910","6303"
"150285","CURUÁ","PA","02/2022","5837","6176"
"150285","CURUÁ","PA","06/2022","5867","6258"
"150285","CURUÁ","PA","08/2022","5920","6319"
"150285","CURUÁ","PA","09/2022","5972","6420"
"150285","CURUÁ","PA","01/2022","5847","6152"
"150285","CURUÁ","PA","05/2022","5797","6267"
"150285","CURUÁ","PA","10/2022","5992","6528"
"150285","CURUÁ","PA","03/2022","5833","6183"
"150285","CURUÁ","PA","05/2023","6110","6649"
"150285","CURUÁ","PA","03/2023","6108","6661"
"150285","CURUÁ","PA","10/2023","6249","6685"
"150285","CURUÁ","PA","07/2023","6168","6666"
"150285","CURUÁ","PA","08/2023","6233","6656"
"150285","CURUÁ","PA","11/2023","6302","6705"
"150285","CURUÁ","PA","01/2023","6094","6602"
"150285","CURUÁ","PA","12/2023","6288","6767"
"150285","CURUÁ","PA","02/2023","6117","6609"
"150285","CURUÁ","PA","09/2023","6254","6674"
"150285","CURUÁ","PA","06/2023","6129","6659"
"150285","CURUÁ","PA","04/2023","6096","6641"
"150285","CURUÁ","PA","02/2024","6220","6745"
"150285","CURUÁ","PA","08/2024","6218","6722"
"150285","CURUÁ","PA","11/2024","6151","6728"
"150285","CURUÁ","PA","12/2024","6137","6733"
"150285","CURUÁ","PA","06/2024","6253","6778"
"150285","CURUÁ","PA","04/2024","6241","6775"
"150285","CURUÁ","PA","10/2024","6188","6735"
"150285","CURUÁ","PA","09/2024","6175","6705"
"150285","CURUÁ","PA","01/2024","6239","6710"
"150285","CURUÁ","PA","07/2024","6200","6685"
"150285","CURUÁ","PA","03/2024","6205","6783"
"150285","CURUÁ","PA","05/2024","6234","6763"
"150285","CURUÁ","PA","09/2025","6179","6842"
"150285","CURUÁ","PA","05/2025","6140","6837"
"150285","CURUÁ","PA","08/2025","6131","6808"
"150285","CURUÁ","PA","11/2025","6220","6959"
"150285","CURUÁ","PA","06/2025","6160","6871"
"150285","CURUÁ","PA","07/2025","6165","6840"
"150285","CURUÁ","PA","03/2025","6129","6707"
"150285","CURUÁ","PA","12/2025","6278","6998"
"150285","CURUÁ","PA","10/2025","6193","6945"
"150285","CURUÁ","PA","02/2025","6155","6722"
"150285","CURUÁ","PA","01/2025","6131","6703"
"150285","CURUÁ","PA","01/2026","6311","7044"
"150285","CURUÁ","PA","02/2026","6344","7119"
"150285","CURUÁ","PA","03/2026","6365","7151"
"150285","CURUÁ","PA","04/2026","6442","7191"
"150285","CURUÁ","PA","05/2026","6509","7286"
"150285","CURUÁ","PA","06/2026","6568","7307"
"150285","CURUÁ","PA","07/2026","6597","7297"
"150285","CURUÁ","PA","08/2026","6603","7336"
"150290","CURUÇÁ","PA","08/2012","15064","9443"
"150290","CURUÇÁ","PA","09/2012","15368","9300"
"150290","CURUÇÁ","PA","10/2012","15507","9197"
"150290","CURUÇÁ","PA","11/2012","15683","9011"
"150290","CURUÇÁ","PA","12/2012","16070","8746"
"150290","CURUÇÁ","PA","04/2013","16283","8816"
"150290","CURUÇÁ","PA","03/2013","16050","8788"
"150290","CURUÇÁ","PA","05/2013","16296","8800"
"150290","CURUÇÁ","PA","12/2013","17806","9175"
"150290","CURUÇÁ","PA","01/2013","16065","8743"
"150290","CURUÇÁ","PA","02/2013","16057","8721"
"150290","CURUÇÁ","PA","06/2013","16509","8805"
"150290","CURUÇÁ","PA","07/2013","16444","8789"
"150290","CURUÇÁ","PA","08/2013","17048","8928"
"150290","CURUÇÁ","PA","09/2013","17217","8986"
"150290","CURUÇÁ","PA","10/2013","17374","8990"
"150290","CURUÇÁ","PA","11/2013","17668","9094"
"150290","CURUÇÁ","PA","01/2014","17877","9181"
"150290","CURUÇÁ","PA","06/2014","18796","9399"
"150290","CURUÇÁ","PA","02/2014","18040","9228"
"150290","CURUÇÁ","PA","04/2014","18456","9307"
"150290","CURUÇÁ","PA","05/2014","18643","9354"
"150290","CURUÇÁ","PA","03/2014","18226","9260"
"150290","CURUÇÁ","PA","07/2014","18898","9436"
"150290","CURUÇÁ","PA","08/2014","18988","9560"
"150290","CURUÇÁ","PA","09/2014","19126","9667"
"150290","CURUÇÁ","PA","12/2014","19444","9886"
"150290","CURUÇÁ","PA","10/2014","19288","9734"
"150290","CURUÇÁ","PA","11/2014","19377","9800"
"150290","CURUÇÁ","PA","05/2015","19030","9805"
"150290","CURUÇÁ","PA","02/2015","18890","9620"
"150290","CURUÇÁ","PA","09/2015","18726","9590"
"150290","CURUÇÁ","PA","03/2015","18950","9684"
"150290","CURUÇÁ","PA","01/2015","18831","9542"
"150290","CURUÇÁ","PA","04/2015","18982","9741"
"150290","CURUÇÁ","PA","10/2015","18767","9575"
"150290","CURUÇÁ","PA","11/2015","18771","9547"
"150290","CURUÇÁ","PA","07/2015","18650","9551"
"150290","CURUÇÁ","PA","12/2015","18734","9552"
"150290","CURUÇÁ","PA","06/2015","19005","9754"
"150290","CURUÇÁ","PA","08/2015","18685","9537"
"150290","CURUÇÁ","PA","11/2016","19052","9749"
"150290","CURUÇÁ","PA","06/2016","18833","9628"
"150290","CURUÇÁ","PA","07/2016","18884","9638"
"150290","CURUÇÁ","PA","02/2016","18634","9442"
"150290","CURUÇÁ","PA","03/2016","18679","9505"
"150290","CURUÇÁ","PA","12/2016","18764","9601"
"150290","CURUÇÁ","PA","09/2016","18960","9720"
"150290","CURUÇÁ","PA","05/2016","18821","9619"
"150290","CURUÇÁ","PA","10/2016","18991","9729"
"150290","CURUÇÁ","PA","01/2016","18594","9405"
"150290","CURUÇÁ","PA","08/2016","18920","9675"
"150290","CURUÇÁ","PA","04/2016","18759","9576"
"150290","CURUÇÁ","PA","10/2017","18770","9774"
"150290","CURUÇÁ","PA","01/2017","18733","9603"
"150290","CURUÇÁ","PA","04/2017","18741","9669"
"150290","CURUÇÁ","PA","03/2017","18688","9604"
"150290","CURUÇÁ","PA","11/2017","18935","9840"
"150290","CURUÇÁ","PA","07/2017","19217","9903"
"150290","CURUÇÁ","PA","12/2017","19023","9903"
"150290","CURUÇÁ","PA","08/2017","19316","9935"
"150290","CURUÇÁ","PA","06/2017","19170","9856"
"150290","CURUÇÁ","PA","09/2017","18603","9674"
"150290","CURUÇÁ","PA","05/2017","19003","9825"
"150290","CURUÇÁ","PA","02/2017","18715","9589"
"150290","CURUÇÁ","PA","10/2018","19252","10029"
"150290","CURUÇÁ","PA","04/2018","19175","10011"
"150290","CURUÇÁ","PA","07/2018","19497","10141"
"150290","CURUÇÁ","PA","01/2018","19208","9957"
"150290","CURUÇÁ","PA","02/2018","19326","10027"
"150290","CURUÇÁ","PA","06/2018","19480","10143"
"150290","CURUÇÁ","PA","03/2018","19005","9908"
"150290","CURUÇÁ","PA","12/2018","19144","9884"
"150290","CURUÇÁ","PA","09/2018","19249","9968"
"150290","CURUÇÁ","PA","05/2018","19410","10085"
"150290","CURUÇÁ","PA","11/2018","19329","10028"
"150290","CURUÇÁ","PA","08/2018","19138","9898"
"150290","CURUÇÁ","PA","03/2019","19309","10012"
"150290","CURUÇÁ","PA","06/2019","19164","10005"
"150290","CURUÇÁ","PA","07/2019","19157","10056"
"150290","CURUÇÁ","PA","08/2019","19174","10027"
"150290","CURUÇÁ","PA","02/2019","19294","9991"
"150290","CURUÇÁ","PA","05/2019","19136","9929"
"150290","CURUÇÁ","PA","10/2019","18941","9909"
"150290","CURUÇÁ","PA","11/2019","18966","9933"
"150290","CURUÇÁ","PA","04/2019","19122","9889"
"150290","CURUÇÁ","PA","12/2019","19008","9970"
"150290","CURUÇÁ","PA","01/2019","19228","9946"
"150290","CURUÇÁ","PA","09/2019","18946","9872"
"150290","CURUÇÁ","PA","01/2020","19002","9984"
"150290","CURUÇÁ","PA","11/2020","18214","9683"
"150290","CURUÇÁ","PA","10/2020","18487","9829"
"150290","CURUÇÁ","PA","02/2020","18807","9857"
"150290","CURUÇÁ","PA","04/2020","18802","9911"
"150290","CURUÇÁ","PA","05/2020","18802","9906"
"150290","CURUÇÁ","PA","07/2020","18782","9894"
"150290","CURUÇÁ","PA","08/2020","18766","9893"
"150290","CURUÇÁ","PA","09/2020","18532","9845"
"150290","CURUÇÁ","PA","06/2020","18789","9900"
"150290","CURUÇÁ","PA","12/2020","18237","9672"
"150290","CURUÇÁ","PA","03/2020","18823","9899"
"150290","CURUÇÁ","PA","11/2021","19260","10119"
"150290","CURUÇÁ","PA","03/2021","18259","9709"
"150290","CURUÇÁ","PA","02/2021","18241","9724"
"150290","CURUÇÁ","PA","09/2021","18422","9849"
"150290","CURUÇÁ","PA","05/2021","18294","9738"
"150290","CURUÇÁ","PA","07/2021","18363","9802"
"150290","CURUÇÁ","PA","04/2021","18283","9732"
"150290","CURUÇÁ","PA","10/2021","18484","9883"
"150290","CURUÇÁ","PA","01/2021","18226","9685"
"150290","CURUÇÁ","PA","08/2021","18373","9815"
"150290","CURUÇÁ","PA","12/2021","19488","10191"
"150290","CURUÇÁ","PA","06/2021","18322","9774"
"150290","CURUÇÁ","PA","02/2022","20080","10349"
"150290","CURUÇÁ","PA","11/2022","21126","10585"
"150290","CURUÇÁ","PA","09/2022","20937","10604"
"150290","CURUÇÁ","PA","03/2022","20238","10419"
"150290","CURUÇÁ","PA","05/2022","20553","10465"
"150290","CURUÇÁ","PA","01/2022","19640","10240"
"150290","CURUÇÁ","PA","06/2022","20620","10511"
"150290","CURUÇÁ","PA","07/2022","20688","10525"
"150290","CURUÇÁ","PA","08/2022","20816","10539"
"150290","CURUÇÁ","PA","10/2022","21069","10634"
"150290","CURUÇÁ","PA","04/2022","20354","10435"
"150290","CURUÇÁ","PA","12/2022","21317","10643"
"150290","CURUÇÁ","PA","09/2023","21874","10575"
"150290","CURUÇÁ","PA","12/2023","22140","10589"
"150290","CURUÇÁ","PA","03/2023","21527","10662"
"150290","CURUÇÁ","PA","04/2023","21440","10596"
"150290","CURUÇÁ","PA","02/2023","21495","10668"
"150290","CURUÇÁ","PA","11/2023","22020","10605"
"150290","CURUÇÁ","PA","06/2023","21717","10588"
"150290","CURUÇÁ","PA","07/2023","21749","10594"
"150290","CURUÇÁ","PA","10/2023","21927","10579"
"150290","CURUÇÁ","PA","08/2023","21810","10549"
"150290","CURUÇÁ","PA","01/2023","21383","10666"
"150290","CURUÇÁ","PA","05/2023","21635","10582"
"150290","CURUÇÁ","PA","11/2024","21903","10230"
"150290","CURUÇÁ","PA","12/2024","22077","10318"
"150290","CURUÇÁ","PA","10/2024","21853","10168"
"150290","CURUÇÁ","PA","08/2024","21846","10266"
"150290","CURUÇÁ","PA","01/2024","21841","10399"
"150290","CURUÇÁ","PA","04/2024","21989","10383"
"150290","CURUÇÁ","PA","05/2024","21980","10383"
"150290","CURUÇÁ","PA","03/2024","21912","10370"
"150290","CURUÇÁ","PA","09/2024","21797","10157"
"150290","CURUÇÁ","PA","06/2024","22071","10426"
"150290","CURUÇÁ","PA","02/2024","21798","10371"
"150290","CURUÇÁ","PA","07/2024","21843","10271"
"150290","CURUÇÁ","PA","01/2025","21990","10265"
"150290","CURUÇÁ","PA","08/2025","22036","10501"
"150290","CURUÇÁ","PA","05/2025","22220","10376"
"150290","CURUÇÁ","PA","11/2025","22068","10590"
"150290","CURUÇÁ","PA","12/2025","21950","10655"
"150290","CURUÇÁ","PA","07/2025","22209","10497"
"150290","CURUÇÁ","PA","09/2025","22028","10576"
"150290","CURUÇÁ","PA","03/2025","22139","10301"
"150290","CURUÇÁ","PA","10/2025","22079","10563"
"150290","CURUÇÁ","PA","02/2025","22024","10288"
"150290","CURUÇÁ","PA","06/2025","22272","10442"
"150290","CURUÇÁ","PA","01/2026","21941","10698"
"150290","CURUÇÁ","PA","02/2026","21928","10786"
"150290","CURUÇÁ","PA","03/2026","21929","10803"
"150290","CURUÇÁ","PA","04/2026","22012","10945"
"150290","CURUÇÁ","PA","05/2026","22083","11015"
"150290","CURUÇÁ","PA","06/2026","22153","10990"
"150290","CURUÇÁ","PA","07/2026","22176","10980"
"150290","CURUÇÁ","PA","08/2026","22189","10976"
"150293","DOM ELISEU","PA","08/2026","6173","20383"
"150293","DOM ELISEU","PA","07/2026","6171","20370"
"150293","DOM ELISEU","PA","06/2026","6195","20330"
"150293","DOM ELISEU","PA","05/2026","6216","20327"
"150293","DOM ELISEU","PA","04/2026","6209","20251"
"150293","DOM ELISEU","PA","03/2026","6277","20117"
"150293","DOM ELISEU","PA","02/2026","6324","20107"
"150293","DOM ELISEU","PA","01/2026","6270","19998"
"150293","DOM ELISEU","PA","02/2025","6108","19549"
"150293","DOM ELISEU","PA","03/2025","6134","19601"
"150293","DOM ELISEU","PA","07/2025","6148","20101"
"150293","DOM ELISEU","PA","10/2025","6101","19926"
"150293","DOM ELISEU","PA","06/2025","6172","20054"
"150293","DOM ELISEU","PA","05/2025","6179","19922"
"150293","DOM ELISEU","PA","12/2025","6254","19967"
"150293","DOM ELISEU","PA","09/2025","6106","19991"
"150293","DOM ELISEU","PA","08/2025","6052","19942"
"150293","DOM ELISEU","PA","11/2025","6122","19965"
"150293","DOM ELISEU","PA","01/2025","6105","19698"
"150293","DOM ELISEU","PA","04/2024","6266","20295"
"150293","DOM ELISEU","PA","02/2024","6230","20098"
"150293","DOM ELISEU","PA","08/2024","6094","19740"
"150293","DOM ELISEU","PA","09/2024","6044","19449"
"150293","DOM ELISEU","PA","10/2024","6092","19560"
"150293","DOM ELISEU","PA","06/2024","6223","20350"
"150293","DOM ELISEU","PA","05/2024","6244","20266"
"150293","DOM ELISEU","PA","07/2024","6080","19671"
"150293","DOM ELISEU","PA","11/2024","6138","19667"
"150293","DOM ELISEU","PA","01/2024","6269","19931"
"150293","DOM ELISEU","PA","03/2024","6252","20211"
"150293","DOM ELISEU","PA","12/2024","6194","19958"
"150293","DOM ELISEU","PA","10/2023","6394","20117"
"150293","DOM ELISEU","PA","12/2023","6431","20324"
"150293","DOM ELISEU","PA","11/2023","6420","20180"
"150293","DOM ELISEU","PA","09/2023","6368","20033"
"150293","DOM ELISEU","PA","08/2023","6373","19974"
"150293","DOM ELISEU","PA","06/2023","6358","19832"
"150293","DOM ELISEU","PA","07/2023","6365","19920"
"150293","DOM ELISEU","PA","04/2023","6257","19757"
"150293","DOM ELISEU","PA","03/2023","6308","20568"
"150293","DOM ELISEU","PA","05/2023","6289","19740"
"150293","DOM ELISEU","PA","02/2023","6272","20460"
"150293","DOM ELISEU","PA","01/2023","6224","20336"
"150293","DOM ELISEU","PA","10/2022","6171","20099"
"150293","DOM ELISEU","PA","07/2022","5974","19550"
"150293","DOM ELISEU","PA","09/2022","6118","19888"
"150293","DOM ELISEU","PA","05/2022","5854","19049"
"150293","DOM ELISEU","PA","08/2022","6051","19712"
"150293","DOM ELISEU","PA","03/2022","5710","18843"
"150293","DOM ELISEU","PA","06/2022","5927","19425"
"150293","DOM ELISEU","PA","11/2022","6184","20219"
"150293","DOM ELISEU","PA","12/2022","6213","20296"
"150293","DOM ELISEU","PA","04/2022","5794","18977"
"150293","DOM ELISEU","PA","02/2022","5678","18748"
"150293","DOM ELISEU","PA","01/2022","5502","18452"
"150293","DOM ELISEU","PA","09/2021","5322","18075"
"150293","DOM ELISEU","PA","08/2021","5290","18053"
"150293","DOM ELISEU","PA","02/2021","5226","17336"
"150293","DOM ELISEU","PA","04/2021","5232","17799"
"150293","DOM ELISEU","PA","10/2021","5370","18175"
"150293","DOM ELISEU","PA","03/2021","5234","17492"
"150293","DOM ELISEU","PA","12/2021","5478","18397"
"150293","DOM ELISEU","PA","11/2021","5416","18332"
"150293","DOM ELISEU","PA","01/2021","5249","17386"
"150293","DOM ELISEU","PA","07/2021","5237","17980"
"150293","DOM ELISEU","PA","06/2021","5206","17955"
"150293","DOM ELISEU","PA","05/2021","5212","17892"
"150293","DOM ELISEU","PA","09/2020","5365","17943"
"150293","DOM ELISEU","PA","07/2020","5331","17852"
"150293","DOM ELISEU","PA","10/2020","5393","17989"
"150293","DOM ELISEU","PA","01/2020","5454","18304"
"150293","DOM ELISEU","PA","06/2020","5317","17825"
"150293","DOM ELISEU","PA","05/2020","5297","17754"
"150293","DOM ELISEU","PA","04/2020","5273","17696"
"150293","DOM ELISEU","PA","03/2020","5260","17697"
"150293","DOM ELISEU","PA","02/2020","5204","17540"
"150293","DOM ELISEU","PA","08/2020","5348","17900"
"150293","DOM ELISEU","PA","12/2020","5243","17390"
