Codigo,Municipio,Homens,Mulheres,Ano,RI
150320,IGARAPÉ-AÇU,9057,14137,2014,Guamá
150320,IGARAPÉ-AÇU,8861,13768,2015,Guamá
150320,IGARAPÉ-AÇU,10092,14165,2016,Guamá
150320,IGARAPÉ-AÇU,10909,14203,2017,Guamá
150320,IGARAPÉ-AÇU,11243,14074,2018,Guamá
150320,IGARAPÉ-AÇU,11724,14300,2019,Guamá
150320,IGARAPÉ-AÇU,11345,13820,2020,Guamá
150320,IGARAPÉ-AÇU,11535,14119,2021,Guamá
150320,IGARAPÉ-AÇU,12377,14908,2022,Guamá
150320,IGARAPÉ-AÇU,12793,15368,2023,Guamá
150320,IGARAPÉ-AÇU,11895,14753,2024,Guamá
150320,IGARAPÉ-AÇU,11944,14934,2025,Guamá
150330,IGARAPÉ-MIRI,21749,24147,2012,Tocantins
150330,IGARAPÉ-MIRI,22448,25395,2013,Tocantins
150330,IGARAPÉ-MIRI,23093,26246,2014,Tocantins
150330,IGARAPÉ-MIRI,21762,25075,2015,Tocantins
150330,IGARAPÉ-MIRI,21641,25349,2016,Tocantins
150330,IGARAPÉ-MIRI,21728,25354,2017,Tocantins
150330,IGARAPÉ-MIRI,20802,24245,2018,Tocantins
150330,IGARAPÉ-MIRI,21174,24438,2019,Tocantins
150330,IGARAPÉ-MIRI,20343,23588,2020,Tocantins
150330,IGARAPÉ-MIRI,20615,24277,2021,Tocantins
150330,IGARAPÉ-MIRI,23236,26834,2022,Tocantins
150330,IGARAPÉ-MIRI,24160,27608,2023,Tocantins
150330,IGARAPÉ-MIRI,24822,28378,2024,Tocantins
150330,IGARAPÉ-MIRI,25326,28640,2025,Tocantins
150340,INHANGAPI,3466,3650,2012,Guamá
150340,INHANGAPI,3471,3861,2013,Guamá
150340,INHANGAPI,3778,4281,2014,Guamá
150340,INHANGAPI,3618,4182,2015,Guamá
150340,INHANGAPI,3632,4324,2016,Guamá
150340,INHANGAPI,3661,4360,2017,Guamá
150340,INHANGAPI,3434,4159,2018,Guamá
150340,INHANGAPI,3414,4099,2019,Guamá
150340,INHANGAPI,3361,3980,2020,Guamá
150340,INHANGAPI,3438,4098,2021,Guamá
150340,INHANGAPI,3664,4259,2022,Guamá
150340,INHANGAPI,3718,4337,2023,Guamá
150340,INHANGAPI,3675,4367,2024,Guamá
150340,INHANGAPI,3685,4360,2025,Guamá
150345,IPIXUNA DO PARÁ,10459,11539,2012,Rio Capim
150345,IPIXUNA DO PARÁ,10787,11942,2013,Rio Capim
150345,IPIXUNA DO PARÁ,10890,12148,2014,Rio Capim
150345,IPIXUNA DO PARÁ,10231,11620,2015,Rio Capim
150345,IPIXUNA DO PARÁ,10045,11602,2016,Rio Capim
150345,IPIXUNA DO PARÁ,10486,12311,2017,Rio Capim
150345,IPIXUNA DO PARÁ,10459,12390,2018,Rio Capim
150345,IPIXUNA DO PARÁ,10920,12963,2019,Rio Capim
150345,IPIXUNA DO PARÁ,10816,12827,2020,Rio Capim
150345,IPIXUNA DO PARÁ,11368,13675,2021,Rio Capim
150345,IPIXUNA DO PARÁ,12316,14489,2022,Rio Capim
150345,IPIXUNA DO PARÁ,12767,15058,2023,Rio Capim
150345,IPIXUNA DO PARÁ,12248,14902,2024,Rio Capim
150345,IPIXUNA DO PARÁ,12213,14941,2025,Rio Capim
150350,IRITUIA,11670,13310,2025,Rio Capim
150350,IRITUIA,11948,13565,2024,Rio Capim
150350,IRITUIA,12731,13745,2023,Rio Capim
150350,IRITUIA,12518,13514,2022,Rio Capim
150350,IRITUIA,10906,12806,2021,Rio Capim
150350,IRITUIA,10184,12156,2020,Rio Capim
150350,IRITUIA,10544,12537,2019,Rio Capim
150350,IRITUIA,10861,12736,2018,Rio Capim
150350,IRITUIA,10958,12936,2017,Rio Capim
150350,IRITUIA,11140,13120,2016,Rio Capim
150350,IRITUIA,11111,13022,2015,Rio Capim
150350,IRITUIA,11607,13425,2014,Rio Capim
150350,IRITUIA,11240,13099,2013,Rio Capim
150350,IRITUIA,10966,12693,2012,Rio Capim
150360,ITAITUBA,27573,35274,2012,Tapajós
150360,ITAITUBA,28968,37080,2013,Tapajós
150360,ITAITUBA,30959,39353,2014,Tapajós
150360,ITAITUBA,28693,37124,2015,Tapajós
150360,ITAITUBA,27337,35754,2016,Tapajós
150360,ITAITUBA,28786,37131,2017,Tapajós
150360,ITAITUBA,29033,36884,2018,Tapajós
150360,ITAITUBA,29892,37851,2019,Tapajós
150360,ITAITUBA,28854,36492,2020,Tapajós
150360,ITAITUBA,29743,37636,2021,Tapajós
150360,ITAITUBA,33466,42897,2022,Tapajós
150360,ITAITUBA,35639,45234,2023,Tapajós
150360,ITAITUBA,34725,44706,2024,Tapajós
150360,ITAITUBA,34855,44998,2025,Tapajós
150370,ITUPIRANGA,17415,18296,2012,Lago Tucuruí
150370,ITUPIRANGA,18339,19193,2013,Lago Tucuruí
150370,ITUPIRANGA,18885,19988,2014,Lago Tucuruí
150370,ITUPIRANGA,17324,18599,2015,Lago Tucuruí
150370,ITUPIRANGA,16674,18361,2016,Lago Tucuruí
150370,ITUPIRANGA,15754,17501,2017,Lago Tucuruí
150370,ITUPIRANGA,15129,17009,2018,Lago Tucuruí
150370,ITUPIRANGA,15536,17472,2019,Lago Tucuruí
150370,ITUPIRANGA,15220,17284,2020,Lago Tucuruí
150370,ITUPIRANGA,16026,18365,2021,Lago Tucuruí
150370,ITUPIRANGA,17048,19643,2022,Lago Tucuruí
150370,ITUPIRANGA,17362,19825,2023,Lago Tucuruí
150370,ITUPIRANGA,16787,19343,2024,Lago Tucuruí
150370,ITUPIRANGA,17197,19673,2025,Lago Tucuruí
150375,JACAREACANGA,5258,5492,2012,Tapajós
150375,JACAREACANGA,5667,5906,2013,Tapajós
150375,JACAREACANGA,6008,6222,2014,Tapajós
150375,JACAREACANGA,6181,6311,2015,Tapajós
150375,JACAREACANGA,6293,6336,2016,Tapajós
150375,JACAREACANGA,6592,6655,2017,Tapajós
150375,JACAREACANGA,6700,6823,2018,Tapajós
150375,JACAREACANGA,7008,7245,2019,Tapajós
150375,JACAREACANGA,7090,7385,2020,Tapajós
150375,JACAREACANGA,7645,7993,2021,Tapajós
150375,JACAREACANGA,8444,8871,2022,Tapajós
150375,JACAREACANGA,9028,9429,2023,Tapajós
150375,JACAREACANGA,9202,9574,2024,Tapajós
150375,JACAREACANGA,9459,9738,2025,Tapajós
150380,JACUNDÁ,11674,15189,2025,Lago Tucuruí
150380,JACUNDÁ,11779,15439,2024,Lago Tucuruí
150380,JACUNDÁ,12410,16215,2023,Lago Tucuruí
150380,JACUNDÁ,12300,16509,2022,Lago Tucuruí
150380,JACUNDÁ,12209,16539,2021,Lago Tucuruí
150380,JACUNDÁ,12055,16318,2020,Lago Tucuruí
150380,JACUNDÁ,12261,16434,2019,Lago Tucuruí
150380,JACUNDÁ,11794,15935,2018,Lago Tucuruí
150380,JACUNDÁ,11574,15616,2017,Lago Tucuruí
150380,JACUNDÁ,11664,15932,2016,Lago Tucuruí
150380,JACUNDÁ,12320,16411,2015,Lago Tucuruí
150380,JACUNDÁ,12904,16800,2014,Lago Tucuruí
150380,JACUNDÁ,12697,16453,2013,Lago Tucuruí
150380,JACUNDÁ,12491,16438,2012,Lago Tucuruí
150390,JURUTI,18222,19187,2025,Baixo Amazonas
150390,JURUTI,17795,18436,2024,Baixo Amazonas
150390,JURUTI,17901,18322,2023,Baixo Amazonas
150390,JURUTI,16496,16909,2022,Baixo Amazonas
150390,JURUTI,15403,15571,2021,Baixo Amazonas
150390,JURUTI,15487,15629,2020,Baixo Amazonas
150390,JURUTI,16125,16263,2019,Baixo Amazonas
150390,JURUTI,15734,15832,2018,Baixo Amazonas
150390,JURUTI,16419,16548,2017,Baixo Amazonas
150390,JURUTI,16485,16701,2016,Baixo Amazonas
150390,JURUTI,16796,16938,2015,Baixo Amazonas
150390,JURUTI,17994,18096,2014,Baixo Amazonas
150390,JURUTI,17310,17448,2013,Baixo Amazonas
150390,JURUTI,16276,16413,2012,Baixo Amazonas
150400,LIMOEIRO DO AJURU,10932,10470,2012,Tocantins
150400,LIMOEIRO DO AJURU,11364,10877,2013,Tocantins
150400,LIMOEIRO DO AJURU,11729,11174,2014,Tocantins
150400,LIMOEIRO DO AJURU,11727,11228,2015,Tocantins
150400,LIMOEIRO DO AJURU,11505,11126,2016,Tocantins
150400,LIMOEIRO DO AJURU,11593,11294,2017,Tocantins
150400,LIMOEIRO DO AJURU,11466,11247,2018,Tocantins
150400,LIMOEIRO DO AJURU,11818,11578,2019,Tocantins
150400,LIMOEIRO DO AJURU,11805,11672,2020,Tocantins
150400,LIMOEIRO DO AJURU,12120,11968,2021,Tocantins
150400,LIMOEIRO DO AJURU,12744,12457,2022,Tocantins
150400,LIMOEIRO DO AJURU,12857,12589,2023,Tocantins
150400,LIMOEIRO DO AJURU,12879,12647,2024,Tocantins
150400,LIMOEIRO DO AJURU,13173,12939,2025,Tocantins
150405,MÃE DO RIO,10338,14011,2025,Rio Capim
150405,MÃE DO RIO,10531,14103,2024,Rio Capim
150405,MÃE DO RIO,11161,14552,2023,Rio Capim
150405,MÃE DO RIO,10793,14402,2022,Rio Capim
150405,MÃE DO RIO,10527,14122,2021,Rio Capim
150405,MÃE DO RIO,10421,13724,2020,Rio Capim
150405,MÃE DO RIO,10600,13976,2019,Rio Capim
150405,MÃE DO RIO,10449,13964,2018,Rio Capim
150405,MÃE DO RIO,10301,13893,2017,Rio Capim
150405,MÃE DO RIO,10228,13922,2016,Rio Capim
150405,MÃE DO RIO,10564,14185,2015,Rio Capim
150405,MÃE DO RIO,11486,14940,2014,Rio Capim
150405,MÃE DO RIO,11204,14379,2013,Rio Capim
150405,MÃE DO RIO,11166,13994,2012,Rio Capim
150410,MAGALHÃES BARATA,3198,3131,2012,Guamá
150410,MAGALHÃES BARATA,3273,3259,2013,Guamá
150410,MAGALHÃES BARATA,3358,3365,2014,Guamá
150410,MAGALHÃES BARATA,2954,2988,2015,Guamá
150410,MAGALHÃES BARATA,2946,3029,2016,Guamá
150410,MAGALHÃES BARATA,3003,3107,2017,Guamá
150410,MAGALHÃES BARATA,2995,3061,2018,Guamá
150410,MAGALHÃES BARATA,3032,3151,2019,Guamá
150410,MAGALHÃES BARATA,2921,3093,2020,Guamá
150410,MAGALHÃES BARATA,3016,3214,2021,Guamá
150410,MAGALHÃES BARATA,3154,3288,2022,Guamá
150410,MAGALHÃES BARATA,3181,3279,2023,Guamá
150410,MAGALHÃES BARATA,3138,3271,2024,Guamá
150410,MAGALHÃES BARATA,3079,3298,2025,Guamá
150420,MARABÁ,62945,84671,2025,Carajás
150420,MARABÁ,62303,83346,2024,Carajás
150420,MARABÁ,64614,84142,2023,Carajás
150420,MARABÁ,60993,78931,2022,Carajás
150420,MARABÁ,50742,64367,2021,Carajás
150420,MARABÁ,47178,59830,2020,Carajás
150420,MARABÁ,51503,64347,2019,Carajás
150420,MARABÁ,47555,59901,2018,Carajás
150420,MARABÁ,48375,60171,2017,Carajás
150420,MARABÁ,52082,64393,2016,Carajás
150420,MARABÁ,55346,68030,2015,Carajás
150420,MARABÁ,58223,71141,2014,Carajás
150420,MARABÁ,53314,65121,2013,Carajás
150420,MARABÁ,45709,55962,2012,Carajás
150430,MARACANÃ,12314,13338,2025,Guamá
150430,MARACANÃ,12178,13322,2024,Guamá
150430,MARACANÃ,12398,13429,2023,Guamá
150430,MARACANÃ,12218,13411,2022,Guamá
150430,MARACANÃ,11700,12957,2021,Guamá
150430,MARACANÃ,11752,12791,2020,Guamá
150430,MARACANÃ,11947,12941,2019,Guamá
150430,MARACANÃ,11701,12740,2018,Guamá
150430,MARACANÃ,11862,12777,2017,Guamá
150430,MARACANÃ,11810,12732,2016,Guamá
150430,MARACANÃ,11717,12497,2015,Guamá
150430,MARACANÃ,11945,12349,2014,Guamá
150430,MARACANÃ,12007,12194,2013,Guamá
150430,MARACANÃ,11246,11462,2012,Guamá
150440,MARAPANIM,8661,9366,2012,Guamá
150440,MARAPANIM,8926,9695,2013,Guamá
150440,MARAPANIM,9288,10143,2014,Guamá
150440,MARAPANIM,8911,9800,2015,Guamá
150440,MARAPANIM,8674,9728,2016,Guamá
150440,MARAPANIM,8657,9831,2017,Guamá
150440,MARAPANIM,8594,9675,2018,Guamá
150440,MARAPANIM,8726,9551,2019,Guamá
150440,MARAPANIM,8587,9451,2020,Guamá
150440,MARAPANIM,8627,9650,2021,Guamá
150440,MARAPANIM,9368,10306,2022,Guamá
150440,MARAPANIM,9699,10579,2023,Guamá
150440,MARAPANIM,9578,10695,2024,Guamá
150440,MARAPANIM,9614,10798,2025,Guamá
150442,MARITUBA,30923,45994,2025,Guajará
150442,MARITUBA,31609,46500,2024,Guajará
150442,MARITUBA,32678,47296,2023,Guajará
150442,MARITUBA,31595,46225,2022,Guajará
150442,MARITUBA,26979,40724,2021,Guajará
150442,MARITUBA,24596,36756,2020,Guajará
150442,MARITUBA,25232,37650,2019,Guajará
150442,MARITUBA,24425,36484,2018,Guajará
150442,MARITUBA,24769,36321,2017,Guajará
150442,MARITUBA,24839,36378,2016,Guajará
150442,MARITUBA,24938,36259,2015,Guajará
150442,MARITUBA,26738,37726,2014,Guajará
150442,MARITUBA,25696,36372,2013,Guajará
150442,MARITUBA,24404,35101,2012,Guajará
150445,MEDICILÂNDIA,8627,8590,2012,Xingu
150445,MEDICILÂNDIA,9015,9081,2013,Xingu
150445,MEDICILÂNDIA,9375,9389,2014,Xingu
150445,MEDICILÂNDIA,8801,9000,2015,Xingu
150445,MEDICILÂNDIA,8933,9312,2016,Xingu
150445,MEDICILÂNDIA,9123,9570,2017,Xingu
150445,MEDICILÂNDIA,9241,9691,2018,Xingu
150445,MEDICILÂNDIA,9667,10022,2019,Xingu
150445,MEDICILÂNDIA,9432,9778,2020,Xingu
150445,MEDICILÂNDIA,9892,10520,2021,Xingu
150445,MEDICILÂNDIA,11705,11583,2022,Xingu
150445,MEDICILÂNDIA,12176,11951,2023,Xingu
150445,MEDICILÂNDIA,11377,11705,2024,Xingu
150445,MEDICILÂNDIA,11149,11585,2025,Xingu
150450,MELGAÇO,11854,12140,2025,Marajó
150450,MELGAÇO,12449,12180,2024,Marajó
150450,MELGAÇO,12552,12013,2023,Marajó
150450,MELGAÇO,12166,11547,2022,Marajó
150450,MELGAÇO,11161,11187,2021,Marajó
150450,MELGAÇO,10889,10855,2020,Marajó
150450,MELGAÇO,10956,10945,2019,Marajó
150450,MELGAÇO,10642,10789,2018,Marajó
150450,MELGAÇO,10525,10704,2017,Marajó
150450,MELGAÇO,10038,10145,2016,Marajó
150450,MELGAÇO,10407,10470,2015,Marajó
150450,MELGAÇO,10487,10621,2014,Marajó
150450,MELGAÇO,9991,10086,2013,Marajó
150450,MELGAÇO,9614,9718,2012,Marajó
150460,MOCAJUBA,14504,15600,2025,Tocantins
150460,MOCAJUBA,14992,16018,2024,Tocantins
150460,MOCAJUBA,14321,15615,2023,Tocantins
150460,MOCAJUBA,14045,15224,2022,Tocantins
150460,MOCAJUBA,13428,14859,2021,Tocantins
150460,MOCAJUBA,12973,14328,2020,Tocantins
150460,MOCAJUBA,13280,14544,2019,Tocantins
150460,MOCAJUBA,13009,14312,2018,Tocantins
150460,MOCAJUBA,12683,14032,2017,Tocantins
150460,MOCAJUBA,12364,13574,2016,Tocantins
150460,MOCAJUBA,11973,13147,2015,Tocantins
150460,MOCAJUBA,12283,13347,2014,Tocantins
150460,MOCAJUBA,11994,12930,2013,Tocantins
150460,MOCAJUBA,11460,12171,2012,Tocantins
150470,MOJU,21028,26634,2012,Tocantins
150470,MOJU,23152,29292,2013,Tocantins
150470,MOJU,24527,31015,2014,Tocantins
150470,MOJU,23089,29795,2015,Tocantins
150470,MOJU,23301,30410,2016,Tocantins
150470,MOJU,23086,30177,2017,Tocantins
150470,MOJU,22806,29883,2018,Tocantins
150470,MOJU,24885,31499,2019,Tocantins
150470,MOJU,24628,30928,2020,Tocantins
150470,MOJU,25383,31574,2021,Tocantins
150470,MOJU,27913,32902,2022,Tocantins
150470,MOJU,29079,33071,2023,Tocantins
150470,MOJU,27333,31722,2024,Tocantins
150470,MOJU,27575,32455,2025,Tocantins
150475,MOJUÍ DOS CAMPOS,404,425,2013,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,2746,3042,2014,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,4777,5357,2015,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,5899,6606,2016,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,6645,7326,2017,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,6972,7628,2018,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,7411,8108,2019,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,7320,7946,2020,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,7865,8687,2021,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,8926,9660,2022,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,9292,10014,2023,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,9142,9890,2024,Baixo Amazonas
150475,MOJUÍ DOS CAMPOS,9184,10053,2025,Baixo Amazonas
150480,MONTE ALEGRE,23155,25912,2025,Baixo Amazonas
150480,MONTE ALEGRE,22973,25847,2024,Baixo Amazonas
150480,MONTE ALEGRE,23040,25753,2023,Baixo Amazonas
150480,MONTE ALEGRE,22282,24878,2022,Baixo Amazonas
150480,MONTE ALEGRE,21144,23349,2021,Baixo Amazonas
150480,MONTE ALEGRE,21054,22664,2020,Baixo Amazonas
150480,MONTE ALEGRE,21637,23111,2019,Baixo Amazonas
150480,MONTE ALEGRE,21939,23303,2018,Baixo Amazonas
150480,MONTE ALEGRE,22909,24488,2017,Baixo Amazonas
150480,MONTE ALEGRE,22392,24769,2016,Baixo Amazonas
150480,MONTE ALEGRE,21817,24877,2015,Baixo Amazonas
150480,MONTE ALEGRE,23013,26126,2014,Baixo Amazonas
150480,MONTE ALEGRE,22347,25614,2013,Baixo Amazonas
150480,MONTE ALEGRE,21796,24993,2012,Baixo Amazonas
150490,MUANÁ,10625,11233,2012,Marajó
150490,MUANÁ,15500,16060,2025,Marajó
150490,MUANÁ,15584,15883,2024,Marajó
150490,MUANÁ,15598,15855,2023,Marajó
150490,MUANÁ,15409,15710,2022,Marajó
150490,MUANÁ,14850,15161,2021,Marajó
150490,MUANÁ,14402,14577,2020,Marajó
150490,MUANÁ,14491,14599,2019,Marajó
150490,MUANÁ,14087,14268,2018,Marajó
150490,MUANÁ,13900,14178,2017,Marajó
150490,MUANÁ,13515,13841,2016,Marajó
150490,MUANÁ,12999,13374,2015,Marajó
150490,MUANÁ,12959,13302,2014,Marajó
150490,MUANÁ,12201,12644,2013,Marajó
150495,NOVA ESPERANÇA DO PIRIÁ,7799,7959,2012,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8334,8634,2013,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,9091,9310,2014,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8962,9217,2015,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8808,9267,2016,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8834,9272,2017,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8843,9238,2018,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8974,9181,2019,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8767,9002,2020,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,9166,9385,2021,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,9401,9420,2022,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,9125,9184,2023,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8964,9100,2024,Rio Capim
150495,NOVA ESPERANÇA DO PIRIÁ,8822,9017,2025,Rio Capim
150497,NOVA IPIXUNA,4199,4839,2025,Lago Tucuruí
150497,NOVA IPIXUNA,5541,5779,2012,Lago Tucuruí
150497,NOVA IPIXUNA,5657,5798,2013,Lago Tucuruí
150497,NOVA IPIXUNA,5784,5859,2014,Lago Tucuruí
150497,NOVA IPIXUNA,5008,5157,2015,Lago Tucuruí
150497,NOVA IPIXUNA,4567,4798,2016,Lago Tucuruí
150497,NOVA IPIXUNA,4228,4615,2017,Lago Tucuruí
150497,NOVA IPIXUNA,4260,4670,2018,Lago Tucuruí
150497,NOVA IPIXUNA,4444,4916,2019,Lago Tucuruí
150497,NOVA IPIXUNA,4173,4633,2020,Lago Tucuruí
150497,NOVA IPIXUNA,4243,4779,2021,Lago Tucuruí
150497,NOVA IPIXUNA,4522,4945,2022,Lago Tucuruí
150497,NOVA IPIXUNA,4568,4927,2023,Lago Tucuruí
150497,NOVA IPIXUNA,4179,4650,2024,Lago Tucuruí
150500,NOVA TIMBOTEUA,4305,4932,2025,Rio Caeté
150500,NOVA TIMBOTEUA,4298,4820,2024,Rio Caeté
150500,NOVA TIMBOTEUA,4304,4883,2023,Rio Caeté
150500,NOVA TIMBOTEUA,4179,4854,2022,Rio Caeté
150500,NOVA TIMBOTEUA,3989,4667,2021,Rio Caeté
150500,NOVA TIMBOTEUA,3868,4520,2020,Rio Caeté
150500,NOVA TIMBOTEUA,3956,4579,2019,Rio Caeté
150500,NOVA TIMBOTEUA,3948,4588,2018,Rio Caeté
150500,NOVA TIMBOTEUA,3983,4683,2017,Rio Caeté
150500,NOVA TIMBOTEUA,3945,4596,2016,Rio Caeté
150500,NOVA TIMBOTEUA,4056,4637,2015,Rio Caeté
150500,NOVA TIMBOTEUA,4203,4662,2014,Rio Caeté
150500,NOVA TIMBOTEUA,4093,4478,2013,Rio Caeté
150500,NOVA TIMBOTEUA,4316,4581,2012,Rio Caeté
150503,NOVO PROGRESSO,9022,11172,2025,Tapajós
150503,NOVO PROGRESSO,8411,10469,2024,Tapajós
150503,NOVO PROGRESSO,8402,10191,2023,Tapajós
150503,NOVO PROGRESSO,7586,9057,2022,Tapajós
150503,NOVO PROGRESSO,6128,7100,2021,Tapajós
150503,NOVO PROGRESSO,5588,6454,2020,Tapajós
150503,NOVO PROGRESSO,5875,6808,2019,Tapajós
150503,NOVO PROGRESSO,5499,6384,2018,Tapajós
150503,NOVO PROGRESSO,5396,6348,2017,Tapajós
150503,NOVO PROGRESSO,4505,5518,2016,Tapajós
150503,NOVO PROGRESSO,5255,6503,2015,Tapajós
150503,NOVO PROGRESSO,5972,7289,2014,Tapajós
150503,NOVO PROGRESSO,5453,6494,2013,Tapajós
150503,NOVO PROGRESSO,5527,6600,2012,Tapajós
150506,NOVO REPARTIMENTO,22036,24875,2025,Lago Tucuruí
150506,NOVO REPARTIMENTO,20930,24138,2024,Lago Tucuruí
150506,NOVO REPARTIMENTO,20508,23370,2023,Lago Tucuruí
150506,NOVO REPARTIMENTO,18892,21907,2022,Lago Tucuruí
150506,NOVO REPARTIMENTO,14969,18158,2021,Lago Tucuruí
150506,NOVO REPARTIMENTO,13642,16313,2020,Lago Tucuruí
150506,NOVO REPARTIMENTO,14313,16860,2019,Lago Tucuruí
150506,NOVO REPARTIMENTO,13981,16533,2018,Lago Tucuruí
150506,NOVO REPARTIMENTO,16045,18345,2017,Lago Tucuruí
150506,NOVO REPARTIMENTO,17244,19388,2016,Lago Tucuruí
150506,NOVO REPARTIMENTO,19036,20852,2015,Lago Tucuruí
150506,NOVO REPARTIMENTO,21290,23117,2014,Lago Tucuruí
150506,NOVO REPARTIMENTO,21036,22906,2013,Lago Tucuruí
150506,NOVO REPARTIMENTO,19993,22106,2012,Lago Tucuruí
150510,ÓBIDOS,21093,22607,2025,Baixo Amazonas
150510,ÓBIDOS,20988,22481,2024,Baixo Amazonas
150510,ÓBIDOS,20922,22208,2023,Baixo Amazonas
150510,ÓBIDOS,19924,21121,2022,Baixo Amazonas
150510,ÓBIDOS,17733,19182,2021,Baixo Amazonas
150510,ÓBIDOS,17349,18138,2020,Baixo Amazonas
150510,ÓBIDOS,17768,18445,2019,Baixo Amazonas
150510,ÓBIDOS,17600,18367,2018,Baixo Amazonas
150510,ÓBIDOS,18288,19146,2017,Baixo Amazonas
150510,ÓBIDOS,18360,19195,2016,Baixo Amazonas
150510,ÓBIDOS,18470,19148,2015,Baixo Amazonas
150510,ÓBIDOS,19401,19894,2014,Baixo Amazonas
150510,ÓBIDOS,18751,19209,2013,Baixo Amazonas
150510,ÓBIDOS,17986,18365,2012,Baixo Amazonas
150520,OEIRAS DO PARÁ,16019,15585,2025,Tocantins
150520,OEIRAS DO PARÁ,16113,15507,2024,Tocantins
150520,OEIRAS DO PARÁ,15986,15632,2023,Tocantins
150520,OEIRAS DO PARÁ,15560,15251,2022,Tocantins
150520,OEIRAS DO PARÁ,14941,14619,2021,Tocantins
150520,OEIRAS DO PARÁ,13765,13317,2020,Tocantins
150520,OEIRAS DO PARÁ,13993,13604,2019,Tocantins
150520,OEIRAS DO PARÁ,13899,13650,2018,Tocantins
150520,OEIRAS DO PARÁ,13548,13418,2017,Tocantins
150520,OEIRAS DO PARÁ,13192,13089,2016,Tocantins
150520,OEIRAS DO PARÁ,13118,13007,2015,Tocantins
150520,OEIRAS DO PARÁ,13157,13091,2014,Tocantins
150520,OEIRAS DO PARÁ,12441,12574,2013,Tocantins
150520,OEIRAS DO PARÁ,11491,11768,2012,Tocantins
150530,ORIXIMINÁ,17851,21169,2012,Baixo Amazonas
150530,ORIXIMINÁ,18672,22424,2013,Baixo Amazonas
150530,ORIXIMINÁ,19502,23672,2014,Baixo Amazonas
150530,ORIXIMINÁ,18760,22908,2015,Baixo Amazonas
150530,ORIXIMINÁ,19013,23054,2016,Baixo Amazonas
150530,ORIXIMINÁ,19535,23231,2017,Baixo Amazonas
150530,ORIXIMINÁ,19202,22610,2018,Baixo Amazonas
150530,ORIXIMINÁ,19770,22999,2019,Baixo Amazonas
150530,ORIXIMINÁ,19143,22297,2020,Baixo Amazonas
150530,ORIXIMINÁ,19619,23537,2021,Baixo Amazonas
150530,ORIXIMINÁ,20694,25121,2022,Baixo Amazonas
150530,ORIXIMINÁ,22561,26836,2023,Baixo Amazonas
150530,ORIXIMINÁ,23466,27666,2024,Baixo Amazonas
150530,ORIXIMINÁ,24129,28516,2025,Baixo Amazonas
150540,OURÉM,6642,7908,2025,Rio Capim
150540,OURÉM,6686,7921,2024,Rio Capim
150540,OURÉM,6891,7974,2023,Rio Capim
150540,OURÉM,6831,7912,2022,Rio Capim
150540,OURÉM,6420,7460,2021,Rio Capim
150540,OURÉM,6250,7117,2020,Rio Capim
150540,OURÉM,6478,7317,2019,Rio Capim
150540,OURÉM,6430,7252,2018,Rio Capim
150540,OURÉM,6438,7276,2017,Rio Capim
150540,OURÉM,6480,7333,2016,Rio Capim
150540,OURÉM,6671,7467,2015,Rio Capim
150540,OURÉM,7010,7700,2014,Rio Capim
150540,OURÉM,6839,7494,2013,Rio Capim
150540,OURÉM,6866,7305,2012,Rio Capim
150543,OURILÂNDIA DO NORTE,6810,8721,2013,Araguaia
150543,OURILÂNDIA DO NORTE,6044,7487,2012,Araguaia
150543,OURILÂNDIA DO NORTE,10415,12385,2025,Araguaia
150543,OURILÂNDIA DO NORTE,10331,12389,2024,Araguaia
150543,OURILÂNDIA DO NORTE,10605,12814,2023,Araguaia
150543,OURILÂNDIA DO NORTE,10286,12495,2022,Araguaia
150543,OURILÂNDIA DO NORTE,8935,10827,2021,Araguaia
150543,OURILÂNDIA DO NORTE,8677,10558,2020,Araguaia
150543,OURILÂNDIA DO NORTE,8926,10890,2019,Araguaia
150543,OURILÂNDIA DO NORTE,8552,10409,2018,Araguaia
150543,OURILÂNDIA DO NORTE,8078,10113,2017,Araguaia
