"Código","Unidade Territorial","UF","Referência","Número de pessoas do sexo masculino cadastradas no Cadastro Único","Número de pessoas do sexo feminino cadastradas no Cadastro Único"
"150550","PARAGOMINAS","PA","06/2013","29011","36605"
"150553","PARAUAPEBAS","PA","08/2012","32740","38830"
"150553","PARAUAPEBAS","PA","06/2025","56335","76309"
"150553","PARAUAPEBAS","PA","01/2025","55336","74947"
"150553","PARAUAPEBAS","PA","02/2025","54847","74346"
"150553","PARAUAPEBAS","PA","10/2025","56064","76210"
"150553","PARAUAPEBAS","PA","07/2025","56647","76656"
"150553","PARAUAPEBAS","PA","11/2025","55993","76255"
"150553","PARAUAPEBAS","PA","09/2024","55544","75138"
"150553","PARAUAPEBAS","PA","04/2024","56028","75116"
"150553","PARAUAPEBAS","PA","10/2024","56197","75865"
"150553","PARAUAPEBAS","PA","08/2024","55763","75122"
"150553","PARAUAPEBAS","PA","07/2024","55794","75108"
"150553","PARAUAPEBAS","PA","06/2024","56745","76036"
"150553","PARAUAPEBAS","PA","05/2024","56197","75349"
"150553","PARAUAPEBAS","PA","12/2024","57339","77032"
"150553","PARAUAPEBAS","PA","11/2024","56700","76443"
"150553","PARAUAPEBAS","PA","02/2024","55316","74246"
"150553","PARAUAPEBAS","PA","01/2024","55387","74347"
"150553","PARAUAPEBAS","PA","03/2024","55640","74614"
"150553","PARAUAPEBAS","PA","11/2023","55969","75056"
"150553","PARAUAPEBAS","PA","12/2023","57028","76058"
"150553","PARAUAPEBAS","PA","02/2023","51860","68708"
"150553","PARAUAPEBAS","PA","08/2023","54848","73608"
"150553","PARAUAPEBAS","PA","06/2023","54024","72501"
"150553","PARAUAPEBAS","PA","03/2023","52255","69243"
"150553","PARAUAPEBAS","PA","05/2023","53099","71120"
"150553","PARAUAPEBAS","PA","01/2023","51630","68325"
"150553","PARAUAPEBAS","PA","04/2023","52022","69359"
"150553","PARAUAPEBAS","PA","10/2023","55578","74577"
"150553","PARAUAPEBAS","PA","07/2023","54564","73223"
"150553","PARAUAPEBAS","PA","09/2023","55198","74053"
"150553","PARAUAPEBAS","PA","01/2022","44024","56805"
"150553","PARAUAPEBAS","PA","12/2022","51664","68340"
"150553","PARAUAPEBAS","PA","09/2022","49749","65380"
"150553","PARAUAPEBAS","PA","06/2022","47650","62201"
"150553","PARAUAPEBAS","PA","05/2022","46708","60781"
"150553","PARAUAPEBAS","PA","08/2022","49179","64388"
"150553","PARAUAPEBAS","PA","04/2022","45976","59734"
"150553","PARAUAPEBAS","PA","11/2022","51116","67497"
"150553","PARAUAPEBAS","PA","03/2022","45389","58769"
"150553","PARAUAPEBAS","PA","02/2022","44842","57972"
"150553","PARAUAPEBAS","PA","07/2022","48818","63918"
"150553","PARAUAPEBAS","PA","10/2022","50583","66676"
"150553","PARAUAPEBAS","PA","01/2021","38270","47866"
"150553","PARAUAPEBAS","PA","07/2021","40456","51653"
"150553","PARAUAPEBAS","PA","09/2021","41096","52611"
"150553","PARAUAPEBAS","PA","08/2021","40621","51893"
"150553","PARAUAPEBAS","PA","11/2021","43404","55799"
"150553","PARAUAPEBAS","PA","04/2021","38972","49155"
"150553","PARAUAPEBAS","PA","03/2021","38752","48615"
"150553","PARAUAPEBAS","PA","12/2021","43797","56458"
"150553","PARAUAPEBAS","PA","02/2021","38532","48256"
"150553","PARAUAPEBAS","PA","10/2021","41693","53493"
"150553","PARAUAPEBAS","PA","06/2021","39810","50649"
"150553","PARAUAPEBAS","PA","05/2021","39412","49916"
"150553","PARAUAPEBAS","PA","11/2020","37782","47085"
"150553","PARAUAPEBAS","PA","10/2020","38875","48232"
"150553","PARAUAPEBAS","PA","01/2020","35607","43980"
"150553","PARAUAPEBAS","PA","07/2020","37590","46574"
"150553","PARAUAPEBAS","PA","06/2020","37176","45999"
"150553","PARAUAPEBAS","PA","03/2020","35400","43867"
"150553","PARAUAPEBAS","PA","02/2020","34683","42977"
"150553","PARAUAPEBAS","PA","05/2020","36971","45700"
"150553","PARAUAPEBAS","PA","04/2020","36759","45467"
"150553","PARAUAPEBAS","PA","12/2020","38125","47626"
"150553","PARAUAPEBAS","PA","09/2020","38360","47532"
"150553","PARAUAPEBAS","PA","08/2020","37966","46993"
"150553","PARAUAPEBAS","PA","12/2019","35276","43527"
"150553","PARAUAPEBAS","PA","05/2019","33277","40293"
"150553","PARAUAPEBAS","PA","09/2019","32843","40312"
"150553","PARAUAPEBAS","PA","07/2019","34192","41627"
"150553","PARAUAPEBAS","PA","06/2019","33790","41047"
"150553","PARAUAPEBAS","PA","04/2019","32903","39734"
"150553","PARAUAPEBAS","PA","03/2019","33466","40352"
"150553","PARAUAPEBAS","PA","08/2019","34518","42022"
"150553","PARAUAPEBAS","PA","02/2019","32880","39685"
"150553","PARAUAPEBAS","PA","11/2019","34641","42728"
"150553","PARAUAPEBAS","PA","01/2019","32300","38909"
"150553","PARAUAPEBAS","PA","10/2019","33810","41633"
"150553","PARAUAPEBAS","PA","11/2018","32982","39745"
"150553","PARAUAPEBAS","PA","03/2018","32192","38740"
"150553","PARAUAPEBAS","PA","09/2018","31934","38462"
"150553","PARAUAPEBAS","PA","05/2018","33144","39840"
"150553","PARAUAPEBAS","PA","12/2018","31802","38338"
"150553","PARAUAPEBAS","PA","07/2018","33693","40473"
"150553","PARAUAPEBAS","PA","10/2018","32573","39243"
"150553","PARAUAPEBAS","PA","08/2018","31460","37870"
"150553","PARAUAPEBAS","PA","01/2018","33645","40270"
"150553","PARAUAPEBAS","PA","04/2018","32590","39242"
"150553","PARAUAPEBAS","PA","06/2018","33389","40165"
"150553","PARAUAPEBAS","PA","02/2018","33988","40740"
"150553","PARAUAPEBAS","PA","06/2017","35914","42975"
"150553","PARAUAPEBAS","PA","02/2017","34570","41764"
"150553","PARAUAPEBAS","PA","12/2017","33126","39704"
"150553","PARAUAPEBAS","PA","11/2017","32438","38949"
"150553","PARAUAPEBAS","PA","05/2017","35677","42760"
"150553","PARAUAPEBAS","PA","09/2017","31375","37739"
"150553","PARAUAPEBAS","PA","04/2017","35208","42245"
"150553","PARAUAPEBAS","PA","08/2017","36376","43523"
"150553","PARAUAPEBAS","PA","07/2017","36206","43329"
"150553","PARAUAPEBAS","PA","03/2017","34905","42013"
"150553","PARAUAPEBAS","PA","01/2017","34102","41210"
"150553","PARAUAPEBAS","PA","10/2017","31921","38386"
"150553","PARAUAPEBAS","PA","07/2016","35733","43029"
"150553","PARAUAPEBAS","PA","03/2016","35064","42501"
"150553","PARAUAPEBAS","PA","02/2016","34933","42363"
"150553","PARAUAPEBAS","PA","01/2016","34848","42281"
"150553","PARAUAPEBAS","PA","12/2016","34000","41063"
"150553","PARAUAPEBAS","PA","11/2016","36268","43555"
"150553","PARAUAPEBAS","PA","06/2016","35519","42856"
"150553","PARAUAPEBAS","PA","09/2016","36131","43433"
"150553","PARAUAPEBAS","PA","05/2016","35413","42796"
"150553","PARAUAPEBAS","PA","10/2016","36251","43558"
"150553","PARAUAPEBAS","PA","04/2016","35250","42676"
"150553","PARAUAPEBAS","PA","08/2016","35885","43158"
"150553","PARAUAPEBAS","PA","06/2015","35038","42713"
"150553","PARAUAPEBAS","PA","02/2015","33459","41059"
"150553","PARAUAPEBAS","PA","12/2015","36011","43591"
"150553","PARAUAPEBAS","PA","09/2015","35570","43221"
"150553","PARAUAPEBAS","PA","11/2015","35807","43379"
"150553","PARAUAPEBAS","PA","03/2015","33909","41632"
"150553","PARAUAPEBAS","PA","04/2015","34239","41944"
"150553","PARAUAPEBAS","PA","01/2015","32956","40460"
"150553","PARAUAPEBAS","PA","07/2015","35158","42861"
"150553","PARAUAPEBAS","PA","05/2015","34708","42388"
"150553","PARAUAPEBAS","PA","10/2015","35659","43282"
"150553","PARAUAPEBAS","PA","08/2015","35278","42946"
"150553","PARAUAPEBAS","PA","11/2014","31656","38732"
"150553","PARAUAPEBAS","PA","12/2014","32478","39798"
"150553","PARAUAPEBAS","PA","09/2014","33703","40873"
"150553","PARAUAPEBAS","PA","08/2014","36425","43617"
"150553","PARAUAPEBAS","PA","07/2014","36790","43907"
"150553","PARAUAPEBAS","PA","03/2014","35314","41809"
"150553","PARAUAPEBAS","PA","04/2014","35287","41782"
"150553","PARAUAPEBAS","PA","01/2014","36842","43535"
"150553","PARAUAPEBAS","PA","10/2014","32615","39681"
"150553","PARAUAPEBAS","PA","06/2014","36314","43255"
"150553","PARAUAPEBAS","PA","05/2014","35633","42386"
"150553","PARAUAPEBAS","PA","02/2014","35233","41607"
"150553","PARAUAPEBAS","PA","11/2013","36169","42704"
"150553","PARAUAPEBAS","PA","10/2013","35677","42192"
"150553","PARAUAPEBAS","PA","12/2013","36414","43019"
"150553","PARAUAPEBAS","PA","09/2013","35392","41891"
"150553","PARAUAPEBAS","PA","07/2013","34984","41465"
"150553","PARAUAPEBAS","PA","06/2013","34973","41389"
"150553","PARAUAPEBAS","PA","05/2013","34686","40992"
"150553","PARAUAPEBAS","PA","03/2013","34285","40576"
"150553","PARAUAPEBAS","PA","02/2013","34368","40862"
"150553","PARAUAPEBAS","PA","01/2013","34280","40750"
"150553","PARAUAPEBAS","PA","08/2013","35153","41647"
"150553","PARAUAPEBAS","PA","04/2013","34581","40880"
"150553","PARAUAPEBAS","PA","12/2012","33968","40362"
"150553","PARAUAPEBAS","PA","11/2012","33511","39836"
"150553","PARAUAPEBAS","PA","10/2012","33129","39349"
"150553","PARAUAPEBAS","PA","09/2012","32738","38798"
"150553","PARAUAPEBAS","PA","08/2026","56827","77879"
"150553","PARAUAPEBAS","PA","07/2026","56817","77846"
"150553","PARAUAPEBAS","PA","06/2026","56660","77503"
"150553","PARAUAPEBAS","PA","05/2026","56634","77417"
"150553","PARAUAPEBAS","PA","04/2026","56393","77108"
"150553","PARAUAPEBAS","PA","03/2026","56008","76579"
"150553","PARAUAPEBAS","PA","02/2026","56285","76894"
"150553","PARAUAPEBAS","PA","01/2026","55823","76260"
"150553","PARAUAPEBAS","PA","05/2025","55772","75684"
"150553","PARAUAPEBAS","PA","03/2025","54995","74466"
"150553","PARAUAPEBAS","PA","12/2025","55818","76249"
"150553","PARAUAPEBAS","PA","09/2025","56039","76027"
"150553","PARAUAPEBAS","PA","08/2025","55753","75566"
"150555","PAU DARCO","PA","03/2017","2468","2716"
"150555","PAU DARCO","PA","10/2025","3241","3612"
"150555","PAU DARCO","PA","09/2025","3197","3579"
"150555","PAU DARCO","PA","03/2025","3116","3519"
"150555","PAU DARCO","PA","08/2025","3172","3554"
"150555","PAU DARCO","PA","06/2025","3190","3579"
"150555","PAU DARCO","PA","01/2026","3291","3618"
"150555","PAU DARCO","PA","02/2026","3320","3631"
"150555","PAU DARCO","PA","03/2026","3325","3634"
"150555","PAU DARCO","PA","04/2026","3329","3637"
"150555","PAU DARCO","PA","05/2026","3356","3650"
"150555","PAU DARCO","PA","06/2026","3379","3663"
"150555","PAU DARCO","PA","07/2026","3380","3657"
"150555","PAU DARCO","PA","08/2026","3370","3661"
"150555","PAU DARCO","PA","08/2012","2447","2519"
"150555","PAU DARCO","PA","12/2025","3292","3623"
"150555","PAU DARCO","PA","09/2012","2443","2519"
"150555","PAU DARCO","PA","10/2012","2445","2521"
"150555","PAU DARCO","PA","11/2012","2443","2525"
"150555","PAU DARCO","PA","12/2012","2444","2534"
"150555","PAU DARCO","PA","04/2013","2551","2636"
"150555","PAU DARCO","PA","03/2013","2440","2524"
"150555","PAU DARCO","PA","06/2013","2552","2647"
"150555","PAU DARCO","PA","05/2013","2553","2643"
"150555","PAU DARCO","PA","08/2013","2558","2654"
"150555","PAU DARCO","PA","01/2013","2442","2532"
"150555","PAU DARCO","PA","02/2013","2434","2527"
"150555","PAU DARCO","PA","07/2013","2545","2642"
"150555","PAU DARCO","PA","09/2013","2567","2669"
"150555","PAU DARCO","PA","12/2013","2587","2696"
"150555","PAU DARCO","PA","10/2013","2566","2669"
"150555","PAU DARCO","PA","11/2013","2574","2671"
"150555","PAU DARCO","PA","05/2014","2647","2781"
"150555","PAU DARCO","PA","06/2014","2642","2791"
"150555","PAU DARCO","PA","01/2014","2606","2708"
"150555","PAU DARCO","PA","02/2014","2604","2711"
"150555","PAU DARCO","PA","04/2014","2659","2777"
"150555","PAU DARCO","PA","03/2014","2647","2772"
"150555","PAU DARCO","PA","07/2014","2634","2798"
"150555","PAU DARCO","PA","08/2014","2645","2827"
"150555","PAU DARCO","PA","09/2014","2661","2859"
"150555","PAU DARCO","PA","12/2014","2700","2902"
"150555","PAU DARCO","PA","10/2014","2674","2860"
"150555","PAU DARCO","PA","11/2014","2678","2880"
"150555","PAU DARCO","PA","09/2015","2382","2624"
"150555","PAU DARCO","PA","02/2015","2414","2641"
"150555","PAU DARCO","PA","06/2015","2461","2675"
"150555","PAU DARCO","PA","05/2015","2452","2676"
"150555","PAU DARCO","PA","10/2015","2394","2638"
"150555","PAU DARCO","PA","11/2015","2420","2662"
"150555","PAU DARCO","PA","04/2015","2437","2672"
"150555","PAU DARCO","PA","08/2015","2365","2604"
"150555","PAU DARCO","PA","12/2015","2442","2678"
"150555","PAU DARCO","PA","03/2015","2436","2674"
"150555","PAU DARCO","PA","01/2015","2409","2628"
"150555","PAU DARCO","PA","07/2015","2357","2590"
"150555","PAU DARCO","PA","03/2016","2393","2650"
"150555","PAU DARCO","PA","11/2016","2485","2724"
"150555","PAU DARCO","PA","10/2016","2491","2721"
"150555","PAU DARCO","PA","06/2016","2443","2700"
"150555","PAU DARCO","PA","04/2016","2428","2667"
"150555","PAU DARCO","PA","05/2016","2443","2679"
"150555","PAU DARCO","PA","02/2016","2381","2637"
"150555","PAU DARCO","PA","12/2016","2416","2658"
"150555","PAU DARCO","PA","01/2016","2377","2624"
"150555","PAU DARCO","PA","08/2016","2481","2711"
"150555","PAU DARCO","PA","07/2016","2467","2695"
"150555","PAU DARCO","PA","09/2016","2500","2739"
"150555","PAU DARCO","PA","08/2017","2465","2726"
"150555","PAU DARCO","PA","01/2017","2456","2688"
"150555","PAU DARCO","PA","02/2017","2460","2701"
"150555","PAU DARCO","PA","07/2017","2462","2735"
"150555","PAU DARCO","PA","11/2017","2344","2637"
"150555","PAU DARCO","PA","12/2017","2375","2654"
"150555","PAU DARCO","PA","04/2017","2463","2701"
"150555","PAU DARCO","PA","06/2017","2460","2726"
"150555","PAU DARCO","PA","09/2017","2313","2601"
"150555","PAU DARCO","PA","10/2017","2345","2632"
"150555","PAU DARCO","PA","05/2017","2472","2723"
"150555","PAU DARCO","PA","01/2018","2379","2656"
"150555","PAU DARCO","PA","11/2018","2365","2658"
"150555","PAU DARCO","PA","03/2018","2338","2636"
"150555","PAU DARCO","PA","07/2018","2416","2706"
"150555","PAU DARCO","PA","10/2018","2368","2645"
"150555","PAU DARCO","PA","09/2018","2348","2636"
"150555","PAU DARCO","PA","06/2018","2409","2695"
"150555","PAU DARCO","PA","02/2018","2379","2660"
"150555","PAU DARCO","PA","05/2018","2395","2688"
"150555","PAU DARCO","PA","12/2018","2296","2591"
"150555","PAU DARCO","PA","04/2018","2365","2656"
"150555","PAU DARCO","PA","08/2018","2315","2617"
"150555","PAU DARCO","PA","06/2019","2418","2732"
"150555","PAU DARCO","PA","01/2019","2303","2603"
"150555","PAU DARCO","PA","08/2019","2422","2717"
"150555","PAU DARCO","PA","05/2019","2399","2709"
"150555","PAU DARCO","PA","03/2019","2365","2657"
"150555","PAU DARCO","PA","12/2019","2382","2715"
"150555","PAU DARCO","PA","11/2019","2358","2692"
"150555","PAU DARCO","PA","07/2019","2405","2709"
"150555","PAU DARCO","PA","04/2019","2359","2655"
"150555","PAU DARCO","PA","02/2019","2329","2621"
"150555","PAU DARCO","PA","10/2019","2342","2661"
"150555","PAU DARCO","PA","09/2019","2316","2625"
"150555","PAU DARCO","PA","12/2020","2389","2773"
"150555","PAU DARCO","PA","04/2020","2389","2727"
"150555","PAU DARCO","PA","02/2020","2319","2642"
"150555","PAU DARCO","PA","06/2020","2408","2745"
"150555","PAU DARCO","PA","03/2020","2364","2697"
"150555","PAU DARCO","PA","10/2020","2438","2804"
"150555","PAU DARCO","PA","01/2020","2389","2715"
"150555","PAU DARCO","PA","05/2020","2400","2735"
"150555","PAU DARCO","PA","07/2020","2412","2752"
"150555","PAU DARCO","PA","11/2020","2347","2731"
"150555","PAU DARCO","PA","08/2020","2417","2773"
"150555","PAU DARCO","PA","09/2020","2434","2792"
"150555","PAU DARCO","PA","10/2021","2470","2862"
"150555","PAU DARCO","PA","03/2021","2424","2807"
"150555","PAU DARCO","PA","06/2021","2468","2868"
"150555","PAU DARCO","PA","01/2021","2389","2770"
"150555","PAU DARCO","PA","05/2021","2468","2868"
"150555","PAU DARCO","PA","08/2021","2457","2855"
"150555","PAU DARCO","PA","09/2021","2463","2858"
"150555","PAU DARCO","PA","07/2021","2460","2860"
"150555","PAU DARCO","PA","11/2021","2487","2890"
"150555","PAU DARCO","PA","04/2021","2454","2851"
"150555","PAU DARCO","PA","02/2021","2397","2768"
"150555","PAU DARCO","PA","12/2021","2490","2890"
"150555","PAU DARCO","PA","02/2022","2540","2923"
"150555","PAU DARCO","PA","03/2022","2551","2922"
"150555","PAU DARCO","PA","07/2022","2650","3008"
"150555","PAU DARCO","PA","11/2022","2789","3141"
"150555","PAU DARCO","PA","09/2022","2754","3095"
"150555","PAU DARCO","PA","04/2022","2600","2969"
"150555","PAU DARCO","PA","01/2022","2493","2890"
"150555","PAU DARCO","PA","05/2022","2620","2992"
"150555","PAU DARCO","PA","06/2022","2632","3005"
"150555","PAU DARCO","PA","10/2022","2761","3106"
"150555","PAU DARCO","PA","08/2022","2690","3052"
"150555","PAU DARCO","PA","12/2022","2810","3151"
"150555","PAU DARCO","PA","04/2023","2780","3157"
"150555","PAU DARCO","PA","07/2023","2832","3237"
"150555","PAU DARCO","PA","08/2023","2846","3244"
"150555","PAU DARCO","PA","02/2023","2812","3154"
"150555","PAU DARCO","PA","09/2023","2879","3273"
"150555","PAU DARCO","PA","01/2023","2818","3161"
"150555","PAU DARCO","PA","05/2023","2801","3197"
"150555","PAU DARCO","PA","11/2023","2923","3309"
"150555","PAU DARCO","PA","07/2025","3189","3564"
"150555","PAU DARCO","PA","03/2023","2800","3153"
"150555","PAU DARCO","PA","06/2023","2808","3210"
"150555","PAU DARCO","PA","12/2023","2962","3347"
"150555","PAU DARCO","PA","10/2023","2908","3295"
"150555","PAU DARCO","PA","03/2024","2983","3416"
"150555","PAU DARCO","PA","11/2024","3085","3498"
"150555","PAU DARCO","PA","04/2024","3000","3432"
"150555","PAU DARCO","PA","01/2024","2873","3303"
"150555","PAU DARCO","PA","06/2024","3131","3526"
"150555","PAU DARCO","PA","02/2024","2913","3347"
"150555","PAU DARCO","PA","08/2024","3067","3448"
"150555","PAU DARCO","PA","12/2024","3149","3546"
"150555","PAU DARCO","PA","10/2024","3057","3473"
"150555","PAU DARCO","PA","05/2024","3014","3450"
"150555","PAU DARCO","PA","09/2024","3040","3452"
"150555","PAU DARCO","PA","07/2024","3057","3437"
"150555","PAU DARCO","PA","02/2025","3103","3515"
"150555","PAU DARCO","PA","05/2025","3178","3575"
"150555","PAU DARCO","PA","11/2025","3241","3603"
"150555","PAU DARCO","PA","01/2025","3086","3498"
"150560","PEIXE-BOI","PA","10/2014","3168","3365"
"150560","PEIXE-BOI","PA","12/2014","3180","3374"
"150560","PEIXE-BOI","PA","09/2014","3147","3363"
"150560","PEIXE-BOI","PA","08/2014","3142","3354"
"150560","PEIXE-BOI","PA","07/2014","3125","3337"
"150560","PEIXE-BOI","PA","03/2014","3126","3321"
"150560","PEIXE-BOI","PA","05/2014","3114","3322"
"150560","PEIXE-BOI","PA","04/2014","3117","3318"
"150560","PEIXE-BOI","PA","01/2014","3141","3342"
"150560","PEIXE-BOI","PA","06/2014","3123","3326"
"150560","PEIXE-BOI","PA","02/2014","3136","3325"
"150560","PEIXE-BOI","PA","11/2013","3121","3330"
"150560","PEIXE-BOI","PA","10/2013","3097","3321"
"150560","PEIXE-BOI","PA","09/2013","3079","3315"
"150560","PEIXE-BOI","PA","08/2012","2991","3281"
"150560","PEIXE-BOI","PA","09/2012","3012","3293"
"150560","PEIXE-BOI","PA","10/2012","3021","3305"
"150560","PEIXE-BOI","PA","11/2012","3023","3312"
"150560","PEIXE-BOI","PA","12/2012","3039","3329"
"150560","PEIXE-BOI","PA","03/2013","3052","3343"
"150560","PEIXE-BOI","PA","05/2013","3056","3308"
"150560","PEIXE-BOI","PA","06/2013","3055","3311"
"150560","PEIXE-BOI","PA","12/2013","3142","3343"
"150560","PEIXE-BOI","PA","01/2013","3047","3327"
"150560","PEIXE-BOI","PA","02/2013","3057","3347"
"150560","PEIXE-BOI","PA","04/2013","3050","3306"
"150560","PEIXE-BOI","PA","07/2013","3079","3324"
"150560","PEIXE-BOI","PA","08/2026","3003","3361"
"150560","PEIXE-BOI","PA","07/2026","3001","3352"
"150560","PEIXE-BOI","PA","06/2026","2990","3332"
"150560","PEIXE-BOI","PA","05/2026","2977","3320"
"150560","PEIXE-BOI","PA","04/2026","2974","3318"
"150560","PEIXE-BOI","PA","03/2026","2962","3307"
"150560","PEIXE-BOI","PA","02/2026","2967","3313"
"150560","PEIXE-BOI","PA","01/2026","2967","3310"
"150560","PEIXE-BOI","PA","01/2025","2988","3182"
"150560","PEIXE-BOI","PA","05/2025","2979","3242"
"150560","PEIXE-BOI","PA","02/2025","2990","3177"
"150560","PEIXE-BOI","PA","03/2025","2996","3197"
"150560","PEIXE-BOI","PA","07/2025","2995","3273"
"150560","PEIXE-BOI","PA","09/2025","2960","3272"
"150560","PEIXE-BOI","PA","10/2025","2967","3284"
"150560","PEIXE-BOI","PA","08/2025","2978","3265"
"150560","PEIXE-BOI","PA","12/2025","2969","3316"
"150560","PEIXE-BOI","PA","11/2025","2971","3304"
"150560","PEIXE-BOI","PA","06/2025","3014","3284"
"150560","PEIXE-BOI","PA","03/2024","2966","3157"
"150560","PEIXE-BOI","PA","07/2024","2966","3163"
"150560","PEIXE-BOI","PA","08/2024","2969","3164"
"150560","PEIXE-BOI","PA","05/2024","2947","3138"
"150560","PEIXE-BOI","PA","04/2024","2952","3142"
"150560","PEIXE-BOI","PA","10/2024","2961","3150"
"150560","PEIXE-BOI","PA","11/2024","2976","3183"
"150560","PEIXE-BOI","PA","06/2024","2974","3177"
"150560","PEIXE-BOI","PA","02/2024","2958","3149"
"150560","PEIXE-BOI","PA","12/2024","3002","3204"
"150560","PEIXE-BOI","PA","09/2024","2947","3147"
"150560","PEIXE-BOI","PA","01/2024","2964","3134"
"150560","PEIXE-BOI","PA","12/2023","3056","3185"
"150560","PEIXE-BOI","PA","02/2023","2967","3067"
"150560","PEIXE-BOI","PA","07/2023","2980","3090"
"150560","PEIXE-BOI","PA","06/2023","2938","3055"
"150560","PEIXE-BOI","PA","01/2023","2963","3061"
"150560","PEIXE-BOI","PA","10/2023","3018","3139"
"150560","PEIXE-BOI","PA","08/2023","2977","3096"
"150560","PEIXE-BOI","PA","04/2023","2922","3039"
"150560","PEIXE-BOI","PA","05/2023","2927","3044"
"150560","PEIXE-BOI","PA","11/2023","3040","3179"
"150560","PEIXE-BOI","PA","03/2023","2962","3077"
"150560","PEIXE-BOI","PA","09/2023","2989","3100"
"150560","PEIXE-BOI","PA","10/2022","2937","3043"
"150560","PEIXE-BOI","PA","07/2022","2907","2992"
"150560","PEIXE-BOI","PA","05/2022","2895","3000"
"150560","PEIXE-BOI","PA","01/2022","2859","2977"
"150560","PEIXE-BOI","PA","08/2022","2899","2993"
"150560","PEIXE-BOI","PA","11/2022","2938","3050"
"150560","PEIXE-BOI","PA","09/2022","2911","3021"
"150560","PEIXE-BOI","PA","06/2022","2905","2990"
"150560","PEIXE-BOI","PA","02/2022","2858","2970"
"150560","PEIXE-BOI","PA","04/2022","2874","2988"
"150560","PEIXE-BOI","PA","03/2022","2865","2982"
"150560","PEIXE-BOI","PA","12/2022","2958","3056"
"150560","PEIXE-BOI","PA","02/2021","2780","2852"
"150560","PEIXE-BOI","PA","04/2021","2815","2893"
"150560","PEIXE-BOI","PA","08/2013","3070","3313"
"150560","PEIXE-BOI","PA","06/2021","2829","2912"
"150560","PEIXE-BOI","PA","10/2021","2833","2940"
"150560","PEIXE-BOI","PA","12/2021","2842","2964"
"150560","PEIXE-BOI","PA","03/2021","2803","2875"
"150560","PEIXE-BOI","PA","09/2021","2831","2933"
"150560","PEIXE-BOI","PA","01/2021","2758","2841"
"150560","PEIXE-BOI","PA","11/2021","2840","2956"
"150560","PEIXE-BOI","PA","05/2021","2825","2909"
"150560","PEIXE-BOI","PA","08/2021","2824","2922"
"150560","PEIXE-BOI","PA","07/2021","2834","2922"
"150560","PEIXE-BOI","PA","07/2020","2772","2846"
"150560","PEIXE-BOI","PA","09/2020","2785","2866"
"150560","PEIXE-BOI","PA","11/2020","2745","2825"
"150560","PEIXE-BOI","PA","02/2020","2757","2833"
"150560","PEIXE-BOI","PA","12/2020","2749","2827"
"150560","PEIXE-BOI","PA","03/2020","2772","2847"
"150560","PEIXE-BOI","PA","06/2020","2774","2845"
"150560","PEIXE-BOI","PA","05/2020","2772","2844"
"150560","PEIXE-BOI","PA","01/2020","2801","2872"
"150560","PEIXE-BOI","PA","04/2020","2778","2844"
"150560","PEIXE-BOI","PA","10/2020","2795","2886"
"150560","PEIXE-BOI","PA","08/2020","2783","2864"
"150560","PEIXE-BOI","PA","12/2019","2794","2869"
"150560","PEIXE-BOI","PA","08/2019","2791","2874"
"150560","PEIXE-BOI","PA","02/2019","2774","2866"
"150560","PEIXE-BOI","PA","06/2019","2797","2871"
"150560","PEIXE-BOI","PA","07/2019","2784","2865"
"150560","PEIXE-BOI","PA","03/2019","2788","2882"
"150560","PEIXE-BOI","PA","05/2019","2797","2878"
"150560","PEIXE-BOI","PA","11/2019","2758","2841"
"150560","PEIXE-BOI","PA","09/2019","2726","2810"
"150560","PEIXE-BOI","PA","04/2019","2772","2862"
"150560","PEIXE-BOI","PA","01/2019","2773","2865"
"150560","PEIXE-BOI","PA","10/2019","2736","2822"
"150560","PEIXE-BOI","PA","07/2018","2852","2990"
"150560","PEIXE-BOI","PA","08/2018","2788","2889"
"150560","PEIXE-BOI","PA","09/2018","2797","2891"
"150560","PEIXE-BOI","PA","10/2018","2811","2896"
"150560","PEIXE-BOI","PA","01/2018","2892","3000"
"150560","PEIXE-BOI","PA","12/2018","2752","2837"
"150560","PEIXE-BOI","PA","04/2018","2844","2974"
"150560","PEIXE-BOI","PA","11/2018","2818","2899"
"150560","PEIXE-BOI","PA","03/2018","2835","2961"
"150560","PEIXE-BOI","PA","02/2018","2891","3006"
"150560","PEIXE-BOI","PA","06/2018","2843","2975"
"150560","PEIXE-BOI","PA","05/2018","2839","2971"
"150560","PEIXE-BOI","PA","10/2017","2842","2962"
"150560","PEIXE-BOI","PA","09/2017","2802","2935"
"150560","PEIXE-BOI","PA","02/2017","2962","3115"
"150560","PEIXE-BOI","PA","12/2017","2870","2988"
"150560","PEIXE-BOI","PA","01/2017","2966","3118"
"150560","PEIXE-BOI","PA","05/2017","2953","3099"
"150560","PEIXE-BOI","PA","08/2017","2943","3086"
"150560","PEIXE-BOI","PA","03/2017","2966","3114"
"150560","PEIXE-BOI","PA","07/2017","2946","3082"
"150560","PEIXE-BOI","PA","06/2017","2948","3088"
"150560","PEIXE-BOI","PA","11/2017","2863","2985"
"150560","PEIXE-BOI","PA","04/2017","2951","3093"
"150560","PEIXE-BOI","PA","08/2016","3122","3266"
"150560","PEIXE-BOI","PA","04/2016","3079","3245"
"150560","PEIXE-BOI","PA","03/2016","3078","3255"
"150560","PEIXE-BOI","PA","12/2016","2957","3102"
"150560","PEIXE-BOI","PA","09/2016","3126","3276"
