"Código","Unidade Territorial","UF","Referência","Número de pessoas do sexo masculino cadastradas no Cadastro Único","Número de pessoas do sexo feminino cadastradas no Cadastro Único"
"150010","ABAETETUBA","PA","08/2012","47618","51516"
"150010","ABAETETUBA","PA","08/2026","60230","72133"
"150010","ABAETETUBA","PA","07/2026","60222","72092"
"150010","ABAETETUBA","PA","06/2026","60143","72021"
"150010","ABAETETUBA","PA","05/2026","59964","71873"
"150010","ABAETETUBA","PA","04/2026","59744","71680"
"150010","ABAETETUBA","PA","03/2026","59457","71550"
"150010","ABAETETUBA","PA","02/2026","59202","71509"
"150010","ABAETETUBA","PA","01/2026","58782","71121"
"150010","ABAETETUBA","PA","11/2025","58262","70908"
"150010","ABAETETUBA","PA","12/2025","58440","70994"
"150010","ABAETETUBA","PA","01/2025","58700","69989"
"150010","ABAETETUBA","PA","10/2025","58214","70851"
"150010","ABAETETUBA","PA","07/2025","58545","70908"
"150010","ABAETETUBA","PA","06/2025","59050","71092"
"150010","ABAETETUBA","PA","09/2025","58155","70768"
"150010","ABAETETUBA","PA","08/2025","58028","70578"
"150010","ABAETETUBA","PA","05/2025","58913","70953"
"150010","ABAETETUBA","PA","03/2025","58761","70163"
"150010","ABAETETUBA","PA","02/2025","58606","69893"
"150010","ABAETETUBA","PA","02/2024","60296","70812"
"150010","ABAETETUBA","PA","01/2024","60958","70894"
"150010","ABAETETUBA","PA","09/2024","58549","69795"
"150010","ABAETETUBA","PA","08/2024","59137","70326"
"150010","ABAETETUBA","PA","07/2024","58991","70179"
"150010","ABAETETUBA","PA","06/2024","60141","71232"
"150010","ABAETETUBA","PA","05/2024","60208","71128"
"150010","ABAETETUBA","PA","04/2024","60363","71145"
"150010","ABAETETUBA","PA","12/2024","59279","70507"
"150010","ABAETETUBA","PA","11/2024","58839","70104"
"150010","ABAETETUBA","PA","03/2024","60543","71070"
"150010","ABAETETUBA","PA","10/2024","58723","69985"
"150010","ABAETETUBA","PA","04/2023","63196","71020"
"150010","ABAETETUBA","PA","06/2023","63364","71312"
"150010","ABAETETUBA","PA","08/2023","63629","71631"
"150010","ABAETETUBA","PA","02/2023","63166","70900"
"150010","ABAETETUBA","PA","05/2023","63218","71133"
"150010","ABAETETUBA","PA","01/2023","62847","70613"
"150010","ABAETETUBA","PA","03/2023","63420","71159"
"150010","ABAETETUBA","PA","11/2023","64010","71963"
"150010","ABAETETUBA","PA","12/2023","64150","72134"
"150010","ABAETETUBA","PA","10/2023","63897","71857"
"150010","ABAETETUBA","PA","09/2023","63796","71787"
"150010","ABAETETUBA","PA","07/2023","63540","71522"
"150010","ABAETETUBA","PA","07/2022","58223","67914"
"150010","ABAETETUBA","PA","08/2022","59182","68477"
"150010","ABAETETUBA","PA","09/2022","60228","69021"
"150010","ABAETETUBA","PA","06/2022","57445","67518"
"150010","ABAETETUBA","PA","05/2022","56922","67164"
"150010","ABAETETUBA","PA","04/2022","56514","66879"
"150010","ABAETETUBA","PA","12/2022","62504","70334"
"150010","ABAETETUBA","PA","01/2022","54326","65352"
"150010","ABAETETUBA","PA","02/2022","55294","66032"
"150010","ABAETETUBA","PA","03/2022","55806","66382"
"150010","ABAETETUBA","PA","11/2022","61896","69898"
"150010","ABAETETUBA","PA","10/2022","61352","69525"
"150010","ABAETETUBA","PA","06/2021","51558","62473"
"150010","ABAETETUBA","PA","02/2021","51244","62099"
"150010","ABAETETUBA","PA","12/2021","53959","65039"
"150010","ABAETETUBA","PA","07/2021","51795","62784"
"150010","ABAETETUBA","PA","04/2021","51425","62326"
"150010","ABAETETUBA","PA","03/2021","51423","62331"
"150010","ABAETETUBA","PA","01/2021","51078","61901"
"150010","ABAETETUBA","PA","09/2021","52324","63403"
"150010","ABAETETUBA","PA","11/2021","53586","64717"
"150010","ABAETETUBA","PA","10/2021","52733","63864"
"150010","ABAETETUBA","PA","08/2021","52075","63101"
"150010","ABAETETUBA","PA","05/2021","51477","62383"
"150010","ABAETETUBA","PA","04/2020","51359","62347"
"150010","ABAETETUBA","PA","11/2020","50834","61639"
"150010","ABAETETUBA","PA","10/2020","51834","62841"
"150010","ABAETETUBA","PA","07/2020","51477","62469"
"150010","ABAETETUBA","PA","03/2020","51305","62290"
"150010","ABAETETUBA","PA","01/2020","51717","63115"
"150010","ABAETETUBA","PA","06/2020","51405","62410"
"150010","ABAETETUBA","PA","05/2020","51379","62376"
"150010","ABAETETUBA","PA","12/2020","50987","61813"
"150010","ABAETETUBA","PA","02/2020","51044","62085"
"150010","ABAETETUBA","PA","09/2020","51644","62661"
"150010","ABAETETUBA","PA","08/2020","51561","62565"
"150010","ABAETETUBA","PA","03/2019","50011","62430"
"150010","ABAETETUBA","PA","01/2019","49327","61761"
"150010","ABAETETUBA","PA","04/2019","50168","62350"
"150010","ABAETETUBA","PA","08/2019","51441","63283"
"150010","ABAETETUBA","PA","09/2019","50510","62061"
"150010","ABAETETUBA","PA","07/2019","51210","63119"
"150010","ABAETETUBA","PA","06/2019","50977","62973"
"150010","ABAETETUBA","PA","05/2019","50632","62716"
"150010","ABAETETUBA","PA","10/2019","50880","62407"
"150010","ABAETETUBA","PA","12/2019","51542","62944"
"150010","ABAETETUBA","PA","02/2019","49753","62186"
"150010","ABAETETUBA","PA","11/2019","51201","62656"
"150010","ABAETETUBA","PA","11/2018","49164","61896"
"150010","ABAETETUBA","PA","03/2018","46857","60447"
"150010","ABAETETUBA","PA","04/2018","47257","60768"
"150010","ABAETETUBA","PA","05/2018","47833","61187"
"150010","ABAETETUBA","PA","07/2018","48554","61809"
"150010","ABAETETUBA","PA","12/2018","48672","61161"
"150010","ABAETETUBA","PA","10/2018","48652","61483"
"150010","ABAETETUBA","PA","02/2018","47515","61225"
"150010","ABAETETUBA","PA","09/2018","48115","61062"
"150010","ABAETETUBA","PA","08/2018","47574","60578"
"150010","ABAETETUBA","PA","01/2018","47155","60960"
"150010","ABAETETUBA","PA","06/2018","48238","61591"
"150010","ABAETETUBA","PA","09/2017","45210","59133"
"150010","ABAETETUBA","PA","02/2017","46053","60423"
"150010","ABAETETUBA","PA","05/2017","46880","61269"
"150010","ABAETETUBA","PA","04/2017","46561","60953"
"150010","ABAETETUBA","PA","07/2017","47553","62038"
"150010","ABAETETUBA","PA","06/2017","47311","61732"
"150010","ABAETETUBA","PA","03/2017","46230","60654"
"150010","ABAETETUBA","PA","01/2017","45928","60251"
"150010","ABAETETUBA","PA","12/2017","46803","60631"
"150010","ABAETETUBA","PA","11/2017","46281","60167"
"150010","ABAETETUBA","PA","08/2017","47777","62313"
"150010","ABAETETUBA","PA","10/2017","45793","59712"
"150010","ABAETETUBA","PA","01/2016","45738","58902"
"150010","ABAETETUBA","PA","03/2016","46302","59720"
"150010","ABAETETUBA","PA","02/2016","45971","59271"
"150010","ABAETETUBA","PA","05/2016","46726","60375"
"150010","ABAETETUBA","PA","07/2016","46963","60824"
"150010","ABAETETUBA","PA","12/2016","45792","59948"
"150010","ABAETETUBA","PA","04/2016","46577","60122"
"150010","ABAETETUBA","PA","06/2016","46870","60589"
"150010","ABAETETUBA","PA","09/2016","46995","61123"
"150010","ABAETETUBA","PA","10/2016","47016","61227"
"150010","ABAETETUBA","PA","08/2016","46989","60967"
"150010","ABAETETUBA","PA","11/2016","47010","61256"
"150010","ABAETETUBA","PA","05/2015","47144","59544"
"150010","ABAETETUBA","PA","10/2015","46151","59190"
"150010","ABAETETUBA","PA","06/2015","47160","59634"
"150010","ABAETETUBA","PA","08/2015","46215","59092"
"150010","ABAETETUBA","PA","07/2015","46311","58957"
"150010","ABAETETUBA","PA","03/2015","46989","59274"
"150010","ABAETETUBA","PA","04/2015","47067","59426"
"150010","ABAETETUBA","PA","01/2015","46829","58992"
"150010","ABAETETUBA","PA","12/2015","46231","59290"
"150010","ABAETETUBA","PA","11/2015","46113","59167"
"150010","ABAETETUBA","PA","09/2015","46153","59143"
"150010","ABAETETUBA","PA","02/2015","46899","59096"
"150010","ABAETETUBA","PA","11/2014","48637","60448"
"150010","ABAETETUBA","PA","10/2014","48590","60340"
"150010","ABAETETUBA","PA","12/2014","48729","60637"
"150010","ABAETETUBA","PA","09/2014","48412","60140"
"150010","ABAETETUBA","PA","08/2014","48401","59935"
"150010","ABAETETUBA","PA","07/2014","48249","59616"
"150010","ABAETETUBA","PA","03/2014","47953","58689"
"150010","ABAETETUBA","PA","06/2014","48174","59409"
"150010","ABAETETUBA","PA","05/2014","48106","59205"
"150010","ABAETETUBA","PA","04/2014","48069","59002"
"150010","ABAETETUBA","PA","02/2014","47798","58287"
"150010","ABAETETUBA","PA","01/2014","47550","57907"
"150010","ABAETETUBA","PA","11/2013","47814","57794"
"150010","ABAETETUBA","PA","10/2013","47540","57178"
"150010","ABAETETUBA","PA","12/2013","47547","57830"
"150010","ABAETETUBA","PA","09/2013","47562","56887"
"150010","ABAETETUBA","PA","08/2013","47608","56643"
"150010","ABAETETUBA","PA","06/2013","47855","55940"
"150010","ABAETETUBA","PA","05/2013","48015","55633"
"150010","ABAETETUBA","PA","03/2013","48101","54643"
"150010","ABAETETUBA","PA","02/2013","48132","54643"
"150010","ABAETETUBA","PA","01/2013","48061","54186"
"150010","ABAETETUBA","PA","07/2013","47860","56475"
"150010","ABAETETUBA","PA","04/2013","48038","55317"
"150010","ABAETETUBA","PA","12/2012","48019","53970"
"150010","ABAETETUBA","PA","11/2012","48110","53538"
"150010","ABAETETUBA","PA","10/2012","48078","53221"
"150010","ABAETETUBA","PA","09/2012","47917","52679"
"150013","ABEL FIGUEIREDO","PA","09/2012","2197","2602"
"150013","ABEL FIGUEIREDO","PA","08/2026","2294","2807"
"150013","ABEL FIGUEIREDO","PA","07/2026","2291","2810"
"150013","ABEL FIGUEIREDO","PA","06/2026","2290","2809"
"150013","ABEL FIGUEIREDO","PA","05/2026","2300","2817"
"150013","ABEL FIGUEIREDO","PA","04/2026","2298","2821"
"150013","ABEL FIGUEIREDO","PA","03/2026","2305","2828"
"150013","ABEL FIGUEIREDO","PA","02/2026","2325","2854"
"150013","ABEL FIGUEIREDO","PA","01/2026","2304","2839"
"150013","ABEL FIGUEIREDO","PA","12/2025","2303","2841"
"150013","ABEL FIGUEIREDO","PA","06/2025","2341","2904"
"150013","ABEL FIGUEIREDO","PA","10/2025","2287","2836"
"150013","ABEL FIGUEIREDO","PA","03/2025","2321","2894"
"150013","ABEL FIGUEIREDO","PA","07/2025","2327","2891"
"150013","ABEL FIGUEIREDO","PA","05/2025","2330","2896"
"150013","ABEL FIGUEIREDO","PA","01/2025","2310","2892"
"150013","ABEL FIGUEIREDO","PA","11/2025","2310","2851"
"150013","ABEL FIGUEIREDO","PA","09/2025","2289","2851"
"150013","ABEL FIGUEIREDO","PA","02/2025","2320","2899"
"150013","ABEL FIGUEIREDO","PA","08/2025","2289","2863"
"150013","ABEL FIGUEIREDO","PA","04/2024","2425","2981"
"150013","ABEL FIGUEIREDO","PA","03/2024","2422","2991"
"150013","ABEL FIGUEIREDO","PA","07/2024","2330","2905"
"150013","ABEL FIGUEIREDO","PA","09/2024","2319","2879"
"150013","ABEL FIGUEIREDO","PA","06/2024","2385","2957"
"150013","ABEL FIGUEIREDO","PA","05/2024","2405","2966"
"150013","ABEL FIGUEIREDO","PA","10/2024","2323","2896"
"150013","ABEL FIGUEIREDO","PA","02/2024","2410","2989"
"150013","ABEL FIGUEIREDO","PA","12/2024","2332","2904"
"150013","ABEL FIGUEIREDO","PA","08/2024","2330","2907"
"150013","ABEL FIGUEIREDO","PA","01/2024","2438","2983"
"150013","ABEL FIGUEIREDO","PA","11/2024","2319","2902"
"150013","ABEL FIGUEIREDO","PA","08/2023","2575","3042"
"150013","ABEL FIGUEIREDO","PA","06/2023","2560","3043"
"150013","ABEL FIGUEIREDO","PA","01/2023","2593","3054"
"150013","ABEL FIGUEIREDO","PA","12/2023","2589","3059"
"150013","ABEL FIGUEIREDO","PA","09/2023","2581","3045"
"150013","ABEL FIGUEIREDO","PA","11/2023","2588","3055"
"150013","ABEL FIGUEIREDO","PA","02/2023","2617","3071"
"150013","ABEL FIGUEIREDO","PA","04/2023","2570","3058"
"150013","ABEL FIGUEIREDO","PA","07/2023","2560","3036"
"150013","ABEL FIGUEIREDO","PA","05/2023","2560","3067"
"150013","ABEL FIGUEIREDO","PA","10/2023","2582","3054"
"150013","ABEL FIGUEIREDO","PA","03/2023","2610","3084"
"150013","ABEL FIGUEIREDO","PA","12/2022","2592","3060"
"150013","ABEL FIGUEIREDO","PA","05/2022","2365","2952"
"150013","ABEL FIGUEIREDO","PA","09/2022","2527","3060"
"150013","ABEL FIGUEIREDO","PA","01/2022","2256","2857"
"150013","ABEL FIGUEIREDO","PA","03/2022","2302","2913"
"150013","ABEL FIGUEIREDO","PA","06/2022","2378","2985"
"150013","ABEL FIGUEIREDO","PA","07/2022","2408","3018"
"150013","ABEL FIGUEIREDO","PA","10/2022","2586","3081"
"150013","ABEL FIGUEIREDO","PA","04/2022","2343","2948"
"150013","ABEL FIGUEIREDO","PA","02/2022","2297","2903"
"150013","ABEL FIGUEIREDO","PA","11/2022","2621","3100"
"150013","ABEL FIGUEIREDO","PA","08/2022","2444","3014"
"150013","ABEL FIGUEIREDO","PA","01/2021","2228","2760"
"150013","ABEL FIGUEIREDO","PA","04/2021","2246","2802"
"150013","ABEL FIGUEIREDO","PA","09/2021","2242","2813"
"150013","ABEL FIGUEIREDO","PA","02/2021","2241","2776"
"150013","ABEL FIGUEIREDO","PA","06/2021","2254","2821"
"150013","ABEL FIGUEIREDO","PA","11/2021","2252","2842"
"150013","ABEL FIGUEIREDO","PA","07/2021","2254","2815"
"150013","ABEL FIGUEIREDO","PA","05/2021","2245","2814"
"150013","ABEL FIGUEIREDO","PA","10/2021","2249","2822"
"150013","ABEL FIGUEIREDO","PA","03/2021","2230","2782"
"150013","ABEL FIGUEIREDO","PA","12/2021","2251","2840"
"150013","ABEL FIGUEIREDO","PA","08/2021","2243","2807"
"150013","ABEL FIGUEIREDO","PA","06/2020","2252","2754"
"150013","ABEL FIGUEIREDO","PA","09/2020","2259","2772"
"150013","ABEL FIGUEIREDO","PA","03/2020","2248","2752"
"150013","ABEL FIGUEIREDO","PA","10/2020","2271","2782"
"150013","ABEL FIGUEIREDO","PA","07/2020","2253","2756"
"150013","ABEL FIGUEIREDO","PA","11/2020","2214","2730"
"150013","ABEL FIGUEIREDO","PA","04/2020","2257","2758"
"150013","ABEL FIGUEIREDO","PA","12/2020","2224","2747"
"150013","ABEL FIGUEIREDO","PA","02/2020","2238","2756"
"150013","ABEL FIGUEIREDO","PA","05/2020","2255","2756"
"150013","ABEL FIGUEIREDO","PA","08/2020","2260","2770"
"150013","ABEL FIGUEIREDO","PA","01/2020","2263","2821"
"150013","ABEL FIGUEIREDO","PA","09/2019","2225","2797"
"150013","ABEL FIGUEIREDO","PA","05/2019","2249","2835"
"150013","ABEL FIGUEIREDO","PA","08/2019","2289","2847"
"150013","ABEL FIGUEIREDO","PA","04/2019","2249","2824"
"150013","ABEL FIGUEIREDO","PA","03/2019","2260","2851"
"150013","ABEL FIGUEIREDO","PA","12/2019","2256","2812"
"150013","ABEL FIGUEIREDO","PA","06/2019","2271","2836"
"150013","ABEL FIGUEIREDO","PA","11/2019","2247","2809"
"150013","ABEL FIGUEIREDO","PA","02/2019","2246","2812"
"150013","ABEL FIGUEIREDO","PA","07/2019","2280","2844"
"150013","ABEL FIGUEIREDO","PA","10/2019","2247","2807"
"150013","ABEL FIGUEIREDO","PA","01/2019","2213","2776"
"150013","ABEL FIGUEIREDO","PA","12/2018","2213","2773"
"150013","ABEL FIGUEIREDO","PA","01/2018","2209","2769"
"150013","ABEL FIGUEIREDO","PA","09/2018","2251","2813"
"150013","ABEL FIGUEIREDO","PA","05/2018","2267","2818"
"150013","ABEL FIGUEIREDO","PA","07/2018","2286","2840"
"150013","ABEL FIGUEIREDO","PA","03/2018","2199","2739"
"150013","ABEL FIGUEIREDO","PA","02/2018","2228","2779"
"150013","ABEL FIGUEIREDO","PA","11/2018","2271","2835"
"150013","ABEL FIGUEIREDO","PA","04/2018","2231","2772"
"150013","ABEL FIGUEIREDO","PA","10/2018","2267","2824"
"150013","ABEL FIGUEIREDO","PA","06/2018","2272","2829"
"150013","ABEL FIGUEIREDO","PA","08/2018","2235","2788"
"150013","ABEL FIGUEIREDO","PA","10/2017","2180","2700"
"150013","ABEL FIGUEIREDO","PA","11/2017","2218","2775"
"150013","ABEL FIGUEIREDO","PA","09/2017","2160","2679"
"150013","ABEL FIGUEIREDO","PA","02/2017","2238","2748"
"150013","ABEL FIGUEIREDO","PA","08/2017","2265","2803"
"150013","ABEL FIGUEIREDO","PA","04/2017","2220","2743"
"150013","ABEL FIGUEIREDO","PA","05/2017","2234","2769"
"150013","ABEL FIGUEIREDO","PA","07/2017","2247","2795"
"150013","ABEL FIGUEIREDO","PA","01/2017","2232","2736"
"150013","ABEL FIGUEIREDO","PA","12/2017","2225","2793"
"150013","ABEL FIGUEIREDO","PA","03/2017","2242","2744"
"150013","ABEL FIGUEIREDO","PA","06/2017","2242","2786"
"150013","ABEL FIGUEIREDO","PA","08/2016","2297","2763"
"150013","ABEL FIGUEIREDO","PA","12/2016","2234","2737"
"150013","ABEL FIGUEIREDO","PA","07/2016","2299","2763"
"150013","ABEL FIGUEIREDO","PA","04/2016","2260","2716"
"150013","ABEL FIGUEIREDO","PA","01/2016","2210","2646"
"150013","ABEL FIGUEIREDO","PA","06/2016","2287","2755"
"150013","ABEL FIGUEIREDO","PA","09/2016","2301","2772"
"150013","ABEL FIGUEIREDO","PA","03/2016","2243","2681"
"150013","ABEL FIGUEIREDO","PA","02/2016","2225","2657"
"150013","ABEL FIGUEIREDO","PA","05/2016","2277","2727"
"150013","ABEL FIGUEIREDO","PA","10/2016","2302","2768"
"150013","ABEL FIGUEIREDO","PA","11/2016","2310","2780"
"150013","ABEL FIGUEIREDO","PA","06/2015","2248","2684"
"150013","ABEL FIGUEIREDO","PA","05/2015","2235","2679"
"150013","ABEL FIGUEIREDO","PA","12/2015","2247","2677"
"150013","ABEL FIGUEIREDO","PA","09/2015","2236","2668"
"150013","ABEL FIGUEIREDO","PA","01/2015","2181","2594"
"150013","ABEL FIGUEIREDO","PA","11/2015","2245","2671"
"150013","ABEL FIGUEIREDO","PA","10/2015","2243","2673"
"150013","ABEL FIGUEIREDO","PA","04/2015","2229","2671"
"150013","ABEL FIGUEIREDO","PA","07/2015","2210","2653"
"150013","ABEL FIGUEIREDO","PA","02/2015","2195","2613"
"150013","ABEL FIGUEIREDO","PA","08/2015","2226","2658"
"150013","ABEL FIGUEIREDO","PA","03/2015","2223","2654"
"150013","ABEL FIGUEIREDO","PA","08/2014","2286","2739"
"150013","ABEL FIGUEIREDO","PA","03/2014","2282","2684"
"150013","ABEL FIGUEIREDO","PA","02/2014","2242","2638"
"150013","ABEL FIGUEIREDO","PA","01/2014","2228","2617"
"150013","ABEL FIGUEIREDO","PA","12/2014","2337","2767"
"150013","ABEL FIGUEIREDO","PA","11/2014","2321","2755"
"150013","ABEL FIGUEIREDO","PA","10/2014","2305","2739"
"150013","ABEL FIGUEIREDO","PA","09/2014","2286","2735"
"150013","ABEL FIGUEIREDO","PA","07/2014","2287","2733"
"150013","ABEL FIGUEIREDO","PA","06/2014","2267","2716"
"150013","ABEL FIGUEIREDO","PA","05/2014","2269","2708"
"150013","ABEL FIGUEIREDO","PA","04/2014","2274","2694"
"150013","ABEL FIGUEIREDO","PA","11/2013","2225","2610"
"150013","ABEL FIGUEIREDO","PA","10/2013","2219","2606"
"150013","ABEL FIGUEIREDO","PA","12/2013","2222","2609"
"150013","ABEL FIGUEIREDO","PA","09/2013","2212","2598"
"150013","ABEL FIGUEIREDO","PA","08/2013","2179","2554"
"150013","ABEL FIGUEIREDO","PA","07/2013","2173","2554"
"150013","ABEL FIGUEIREDO","PA","02/2013","2193","2590"
"150013","ABEL FIGUEIREDO","PA","01/2013","2194","2590"
"150013","ABEL FIGUEIREDO","PA","06/2013","2173","2558"
"150013","ABEL FIGUEIREDO","PA","05/2013","2169","2558"
"150013","ABEL FIGUEIREDO","PA","04/2013","2177","2577"
"150013","ABEL FIGUEIREDO","PA","03/2013","2180","2557"
"150013","ABEL FIGUEIREDO","PA","12/2012","2198","2594"
"150013","ABEL FIGUEIREDO","PA","11/2012","2212","2605"
"150013","ABEL FIGUEIREDO","PA","10/2012","2202","2612"
"150013","ABEL FIGUEIREDO","PA","08/2012","2216","2607"
"150020","ACARÁ","PA","05/2019","19855","23183"
"150020","ACARÁ","PA","08/2026","23723","26827"
"150020","ACARÁ","PA","07/2026","23657","26764"
"150020","ACARÁ","PA","06/2026","23584","26705"
"150020","ACARÁ","PA","05/2026","23484","26659"
"150020","ACARÁ","PA","04/2026","23368","26588"
"150020","ACARÁ","PA","03/2026","23287","26565"
"150020","ACARÁ","PA","02/2026","23270","26585"
"150020","ACARÁ","PA","01/2026","23227","26549"
"150020","ACARÁ","PA","02/2025","22730","26131"
"150020","ACARÁ","PA","09/2025","23069","26419"
"150020","ACARÁ","PA","06/2025","23065","26381"
"150020","ACARÁ","PA","03/2025","22750","26141"
"150020","ACARÁ","PA","07/2025","22971","26389"
"150020","ACARÁ","PA","12/2025","23174","26511"
"150020","ACARÁ","PA","11/2025","23165","26504"
"150020","ACARÁ","PA","05/2025","22948","26297"
"150020","ACARÁ","PA","10/2025","23109","26446"
"150020","ACARÁ","PA","08/2025","22961","26345"
"150020","ACARÁ","PA","01/2025","22726","26152"
"150020","ACARÁ","PA","07/2024","22377","25832"
"150020","ACARÁ","PA","05/2024","22626","26110"
"150020","ACARÁ","PA","09/2024","22535","25925"
"150020","ACARÁ","PA","03/2024","22542","26027"
"150020","ACARÁ","PA","01/2024","22428","25869"
"150020","ACARÁ","PA","10/2024","22627","26005"
"150020","ACARÁ","PA","06/2024","22689","26103"
"150020","ACARÁ","PA","12/2024","22894","26263"
"150020","ACARÁ","PA","11/2024","22711","26108"
"150020","ACARÁ","PA","02/2024","22434","25935"
"150020","ACARÁ","PA","04/2024","22610","26099"
"150020","ACARÁ","PA","08/2024","22542","25947"
"150020","ACARÁ","PA","11/2023","23160","26069"
"150020","ACARÁ","PA","03/2023","22618","25483"
"150020","ACARÁ","PA","07/2023","22773","25707"
"150020","ACARÁ","PA","01/2023","22524","25361"
"150020","ACARÁ","PA","12/2023","23286","26181"
"150020","ACARÁ","PA","09/2023","22960","25884"
"150020","ACARÁ","PA","06/2023","22679","25606"
"150020","ACARÁ","PA","02/2023","22574","25408"
"150020","ACARÁ","PA","10/2023","23068","25967"
"150020","ACARÁ","PA","05/2023","22580","25511"
"150020","ACARÁ","PA","08/2023","22834","25780"
"150020","ACARÁ","PA","04/2023","22461","25369"
"150020","ACARÁ","PA","07/2022","21429","24489"
"150020","ACARÁ","PA","04/2022","20851","23859"
"150020","ACARÁ","PA","03/2022","20578","23604"
"150020","ACARÁ","PA","09/2022","21883","24869"
"150020","ACARÁ","PA","01/2022","20296","23316"
"150020","ACARÁ","PA","06/2022","21267","24232"
"150020","ACARÁ","PA","08/2022","21626","24679"
"150020","ACARÁ","PA","11/2022","22349","25164"
"150020","ACARÁ","PA","10/2022","22174","25051"
"150020","ACARÁ","PA","05/2022","20979","23997"
"150020","ACARÁ","PA","12/2022","22480","25332"
"150020","ACARÁ","PA","02/2022","20462","23514"
"150020","ACARÁ","PA","12/2021","20243","23276"
"150020","ACARÁ","PA","09/2021","20142","23140"
"150020","ACARÁ","PA","04/2021","20107","23125"
"150020","ACARÁ","PA","06/2021","20099","23102"
"150020","ACARÁ","PA","11/2021","20216","23226"
"150020","ACARÁ","PA","08/2021","20150","23144"
"150020","ACARÁ","PA","07/2021","20147","23132"
"150020","ACARÁ","PA","02/2021","20133","23176"
"150020","ACARÁ","PA","10/2021","20193","23200"
"150020","ACARÁ","PA","01/2021","20151","23197"
"150020","ACARÁ","PA","05/2021","20107","23112"
"150020","ACARÁ","PA","03/2021","20115","23149"
"150020","ACARÁ","PA","10/2020","20328","23374"
"150020","ACARÁ","PA","11/2020","20075","23067"
"150020","ACARÁ","PA","07/2020","20340","23331"
"150020","ACARÁ","PA","08/2020","20355","23354"
"150020","ACARÁ","PA","09/2020","20368","23370"
"150020","ACARÁ","PA","05/2020","20338","23325"
"150020","ACARÁ","PA","01/2020","20309","23360"
"150020","ACARÁ","PA","03/2020","20309","23297"
"150020","ACARÁ","PA","06/2020","20332","23328"
"150020","ACARÁ","PA","04/2020","20319","23306"
"150020","ACARÁ","PA","12/2020","20119","23149"
"150020","ACARÁ","PA","02/2020","20237","23223"
"150020","ACARÁ","PA","12/2019","20231","23287"
"150020","ACARÁ","PA","08/2019","20097","23310"
"150020","ACARÁ","PA","02/2019","19800","23249"
"150020","ACARÁ","PA","10/2019","19984","23128"
"150020","ACARÁ","PA","08/2012","14902","16850"
"150020","ACARÁ","PA","11/2019","20112","23208"
"150020","ACARÁ","PA","09/2019","19874","23065"
"150020","ACARÁ","PA","07/2019","20018","23283"
"150020","ACARÁ","PA","04/2019","19795","23153"
"150020","ACARÁ","PA","01/2019","19735","23173"
"150020","ACARÁ","PA","06/2019","19929","23252"
"150020","ACARÁ","PA","03/2019","19836","23275"
"150020","ACARÁ","PA","10/2018","19659","23166"
"150020","ACARÁ","PA","06/2018","19717","23061"
"150020","ACARÁ","PA","02/2018","19554","22829"
"150020","ACARÁ","PA","08/2018","19446","22893"
"150020","ACARÁ","PA","12/2018","19614","23078"
"150020","ACARÁ","PA","07/2018","19776","23173"
"150020","ACARÁ","PA","09/2018","19488","22989"
"150020","ACARÁ","PA","11/2018","19731","23263"
"150020","ACARÁ","PA","03/2018","19278","22604"
"150020","ACARÁ","PA","05/2018","19628","22962"
"150020","ACARÁ","PA","01/2018","19467","22705"
"150020","ACARÁ","PA","04/2018","19397","22771"
"150020","ACARÁ","PA","12/2017","19337","22586"
"150020","ACARÁ","PA","02/2017","19266","22386"
"150020","ACARÁ","PA","08/2017","19642","22907"
"150020","ACARÁ","PA","04/2017","19347","22531"
"150020","ACARÁ","PA","07/2017","19584","22847"
"150020","ACARÁ","PA","11/2017","19174","22429"
"150020","ACARÁ","PA","01/2017","19211","22316"
"150020","ACARÁ","PA","10/2017","19060","22327"
"150020","ACARÁ","PA","09/2017","18902","22162"
"150020","ACARÁ","PA","05/2017","19461","22651"
"150020","ACARÁ","PA","03/2017","19323","22475"
"150020","ACARÁ","PA","06/2017","19477","22715"
"150020","ACARÁ","PA","07/2016","19381","22441"
"150020","ACARÁ","PA","04/2016","19122","22187"
"150020","ACARÁ","PA","08/2016","19408","22469"
"150020","ACARÁ","PA","01/2016","19010","22101"
"150020","ACARÁ","PA","12/2016","19203","22299"
"150020","ACARÁ","PA","10/2016","19524","22620"
"150020","ACARÁ","PA","09/2016","19524","22608"
"150020","ACARÁ","PA","11/2016","19508","22604"
"150020","ACARÁ","PA","03/2016","19080","22140"
"150020","ACARÁ","PA","02/2016","19045","22136"
"150020","ACARÁ","PA","06/2016","19240","22288"
"150020","ACARÁ","PA","05/2016","19195","22277"
"150020","ACARÁ","PA","01/2015","18919","21829"
"150020","ACARÁ","PA","02/2015","18985","21895"
"150020","ACARÁ","PA","10/2015","19150","22103"
"150020","ACARÁ","PA","04/2015","19071","22022"
"150020","ACARÁ","PA","07/2015","19012","21969"
"150020","ACARÁ","PA","11/2015","19283","22279"
"150020","ACARÁ","PA","12/2015","19336","22345"
"150020","ACARÁ","PA","05/2015","19203","22122"
"150020","ACARÁ","PA","08/2015","19078","22015"
"150020","ACARÁ","PA","06/2015","19241","22157"
"150020","ACARÁ","PA","03/2015","19077","22023"
"150020","ACARÁ","PA","09/2015","19108","22063"
"150020","ACARÁ","PA","11/2014","19618","22408"
