Codigo,Municipio,Idade,Total
1503309,Igarapé-Miri (PA),6 anos,1261
1503309,Igarapé-Miri (PA),7 anos,1291
1503309,Igarapé-Miri (PA),15 anos,1424
1503309,Igarapé-Miri (PA),16 anos,1461
1503309,Igarapé-Miri (PA),17 anos,1363
1503309,Igarapé-Miri (PA),18 anos,1297
1503309,Igarapé-Miri (PA),24 anos,1167
1503309,Igarapé-Miri (PA),25 anos,1049
1503309,Igarapé-Miri (PA),34 anos,829
1503309,Igarapé-Miri (PA),40 anos,673
1503309,Igarapé-Miri (PA),44 anos,516
1503309,Igarapé-Miri (PA),45 anos,483
1503309,Igarapé-Miri (PA),49 anos,441
1503309,Igarapé-Miri (PA),50 anos,452
1503309,Igarapé-Miri (PA),54 anos,358
1503309,Igarapé-Miri (PA),55 anos,365
1503309,Igarapé-Miri (PA),59 anos,292
1503309,Igarapé-Miri (PA),60 anos,323
1503309,Igarapé-Miri (PA),64 anos,187
1503309,Igarapé-Miri (PA),70 anos ou mais,1961
1503408,Inhangapi (PA),Total,10037
1503408,Inhangapi (PA),Menos de 1 ano,182
1503408,Inhangapi (PA),3 anos,189
1503408,Inhangapi (PA),4 anos,180
1503408,Inhangapi (PA),6 anos,218
1503408,Inhangapi (PA),7 anos,218
1503408,Inhangapi (PA),15 anos,205
1503408,Inhangapi (PA),16 anos,247
1503408,Inhangapi (PA),17 anos,233
1503408,Inhangapi (PA),18 anos,231
1503408,Inhangapi (PA),24 anos,193
1503408,Inhangapi (PA),25 anos,179
1503408,Inhangapi (PA),34 anos,157
1503408,Inhangapi (PA),40 anos,132
1503408,Inhangapi (PA),44 anos,109
1503408,Inhangapi (PA),45 anos,116
1503408,Inhangapi (PA),49 anos,92
1503408,Inhangapi (PA),50 anos,68
1503408,Inhangapi (PA),54 anos,74
1503408,Inhangapi (PA),55 anos,75
1503408,Inhangapi (PA),59 anos,51
1503408,Inhangapi (PA),60 anos,62
1503408,Inhangapi (PA),64 anos,52
1503408,Inhangapi (PA),70 anos ou mais,362
1503457,Ipixuna do Pará (PA),Total,51309
1503457,Ipixuna do Pará (PA),Menos de 1 ano,1040
1503457,Ipixuna do Pará (PA),3 anos,1038
1503457,Ipixuna do Pará (PA),4 anos,1159
1503457,Ipixuna do Pará (PA),6 anos,1139
1503457,Ipixuna do Pará (PA),7 anos,1169
1503457,Ipixuna do Pará (PA),15 anos,1178
1503457,Ipixuna do Pará (PA),16 anos,865
1503457,Ipixuna do Pará (PA),17 anos,1068
1503457,Ipixuna do Pará (PA),18 anos,1095
1503457,Ipixuna do Pará (PA),24 anos,1237
1503457,Ipixuna do Pará (PA),25 anos,1274
1503457,Ipixuna do Pará (PA),34 anos,727
1503457,Ipixuna do Pará (PA),40 anos,931
1503457,Ipixuna do Pará (PA),44 anos,390
1503457,Ipixuna do Pará (PA),45 anos,440
1503457,Ipixuna do Pará (PA),49 anos,365
1503457,Ipixuna do Pará (PA),50 anos,471
1503457,Ipixuna do Pará (PA),54 anos,252
1503457,Ipixuna do Pará (PA),55 anos,259
1503457,Ipixuna do Pará (PA),59 anos,239
1503457,Ipixuna do Pará (PA),60 anos,301
1503457,Ipixuna do Pará (PA),64 anos,188
1503457,Ipixuna do Pará (PA),70 anos ou mais,754
1503507,Irituia (PA),Total,31364
1503507,Irituia (PA),Menos de 1 ano,597
1503507,Irituia (PA),3 anos,709
1503507,Irituia (PA),4 anos,679
1503507,Irituia (PA),6 anos,680
1503507,Irituia (PA),7 anos,739
1503507,Irituia (PA),15 anos,689
1503507,Irituia (PA),16 anos,717
1503507,Irituia (PA),17 anos,693
1503507,Irituia (PA),18 anos,658
1503507,Irituia (PA),24 anos,559
1503507,Irituia (PA),25 anos,585
1503507,Irituia (PA),34 anos,428
1503507,Irituia (PA),40 anos,351
1503507,Irituia (PA),44 anos,306
1503507,Irituia (PA),45 anos,250
1503507,Irituia (PA),49 anos,212
1503507,Irituia (PA),50 anos,221
1503507,Irituia (PA),54 anos,212
1503507,Irituia (PA),55 anos,217
1503507,Irituia (PA),59 anos,172
1503507,Irituia (PA),60 anos,193
1503507,Irituia (PA),64 anos,158
1503507,Irituia (PA),70 anos ou mais,1249
1503606,Itaituba (PA),Total,97493
1503606,Itaituba (PA),Menos de 1 ano,1770
1503606,Itaituba (PA),3 anos,1865
1503606,Itaituba (PA),4 anos,1883
1503606,Itaituba (PA),6 anos,1983
1503606,Itaituba (PA),7 anos,1956
1503606,Itaituba (PA),15 anos,2333
1503606,Itaituba (PA),16 anos,2247
1503606,Itaituba (PA),17 anos,2105
1503606,Itaituba (PA),18 anos,1973
1503606,Itaituba (PA),24 anos,1926
1503606,Itaituba (PA),25 anos,2019
1503606,Itaituba (PA),34 anos,1429
1503606,Itaituba (PA),40 anos,1312
1503606,Itaituba (PA),44 anos,1009
1503606,Itaituba (PA),45 anos,1045
1503606,Itaituba (PA),49 anos,816
1503606,Itaituba (PA),50 anos,927
1503606,Itaituba (PA),54 anos,726
1503606,Itaituba (PA),55 anos,693
1503606,Itaituba (PA),59 anos,521
1503606,Itaituba (PA),60 anos,537
1503606,Itaituba (PA),64 anos,367
1503606,Itaituba (PA),70 anos ou mais,2379
1503705,Itupiranga (PA),Total,51220
1503705,Itupiranga (PA),Menos de 1 ano,1128
1503705,Itupiranga (PA),3 anos,1200
1503705,Itupiranga (PA),4 anos,1171
1503705,Itupiranga (PA),6 anos,1223
1503705,Itupiranga (PA),7 anos,1179
1503705,Itupiranga (PA),15 anos,1251
1503705,Itupiranga (PA),16 anos,1145
1503705,Itupiranga (PA),17 anos,1094
1503705,Itupiranga (PA),18 anos,1026
1503705,Itupiranga (PA),24 anos,962
1503705,Itupiranga (PA),25 anos,958
1503705,Itupiranga (PA),34 anos,646
1503705,Itupiranga (PA),40 anos,605
1503705,Itupiranga (PA),44 anos,465
1503705,Itupiranga (PA),45 anos,446
1503705,Itupiranga (PA),49 anos,384
1503705,Itupiranga (PA),50 anos,446
1503705,Itupiranga (PA),54 anos,319
1503705,Itupiranga (PA),55 anos,346
1503705,Itupiranga (PA),59 anos,334
1503705,Itupiranga (PA),60 anos,328
1503705,Itupiranga (PA),64 anos,225
1503705,Itupiranga (PA),70 anos ou mais,1285
1503754,Jacareacanga (PA),Total,14103
1503754,Jacareacanga (PA),Menos de 1 ano,265
1503754,Jacareacanga (PA),3 anos,360
1503754,Jacareacanga (PA),4 anos,343
1503754,Jacareacanga (PA),6 anos,325
1503754,Jacareacanga (PA),7 anos,320
1503754,Jacareacanga (PA),15 anos,228
1503754,Jacareacanga (PA),16 anos,226
1503754,Jacareacanga (PA),17 anos,239
1503754,Jacareacanga (PA),18 anos,245
1503754,Jacareacanga (PA),24 anos,293
1503754,Jacareacanga (PA),25 anos,273
1503754,Jacareacanga (PA),34 anos,162
1503754,Jacareacanga (PA),40 anos,228
1503754,Jacareacanga (PA),44 anos,193
1503754,Jacareacanga (PA),45 anos,197
1503754,Jacareacanga (PA),49 anos,134
1503754,Jacareacanga (PA),50 anos,156
1503754,Jacareacanga (PA),54 anos,108
1503754,Jacareacanga (PA),55 anos,69
1503754,Jacareacanga (PA),59 anos,78
1503754,Jacareacanga (PA),60 anos,84
1503754,Jacareacanga (PA),64 anos,36
1503754,Jacareacanga (PA),70 anos ou mais,170
1503804,Jacundá (PA),Total,51360
1503804,Jacundá (PA),Menos de 1 ano,1011
1503804,Jacundá (PA),3 anos,1041
1503804,Jacundá (PA),4 anos,1017
1503804,Jacundá (PA),6 anos,1000
1503804,Jacundá (PA),7 anos,1034
1503804,Jacundá (PA),15 anos,1188
1503804,Jacundá (PA),16 anos,1182
1503804,Jacundá (PA),17 anos,1039
1503804,Jacundá (PA),18 anos,1129
1503804,Jacundá (PA),24 anos,1153
1503804,Jacundá (PA),25 anos,1080
1503804,Jacundá (PA),34 anos,767
1503804,Jacundá (PA),40 anos,881
1503804,Jacundá (PA),44 anos,482
1503804,Jacundá (PA),45 anos,547
1503804,Jacundá (PA),49 anos,395
1503804,Jacundá (PA),50 anos,364
1503804,Jacundá (PA),54 anos,307
1503804,Jacundá (PA),55 anos,320
1503804,Jacundá (PA),59 anos,257
1503804,Jacundá (PA),60 anos,237
1503804,Jacundá (PA),64 anos,171
1503804,Jacundá (PA),70 anos ou mais,1330
1503903,Juruti (PA),Total,47086
1503903,Juruti (PA),Menos de 1 ano,1237
1503903,Juruti (PA),3 anos,1265
1503903,Juruti (PA),4 anos,1209
1503903,Juruti (PA),6 anos,1279
1503903,Juruti (PA),7 anos,1272
1503903,Juruti (PA),15 anos,1168
1503903,Juruti (PA),16 anos,1084
1503903,Juruti (PA),17 anos,1019
1503903,Juruti (PA),18 anos,1044
1503903,Juruti (PA),24 anos,922
1503903,Juruti (PA),25 anos,853
1503903,Juruti (PA),34 anos,570
1503903,Juruti (PA),40 anos,456
1503903,Juruti (PA),44 anos,399
1503903,Juruti (PA),45 anos,342
1503903,Juruti (PA),49 anos,283
1503903,Juruti (PA),50 anos,302
1503903,Juruti (PA),54 anos,268
1503903,Juruti (PA),55 anos,272
1503903,Juruti (PA),59 anos,196
1503903,Juruti (PA),60 anos,224
1503903,Juruti (PA),64 anos,130
1503903,Juruti (PA),70 anos ou mais,1304
1504000,Limoeiro do Ajuru (PA),Total,25021
1504000,Limoeiro do Ajuru (PA),Menos de 1 ano,545
1504000,Limoeiro do Ajuru (PA),3 anos,617
1504000,Limoeiro do Ajuru (PA),4 anos,618
1504000,Limoeiro do Ajuru (PA),6 anos,608
1504000,Limoeiro do Ajuru (PA),7 anos,638
1504000,Limoeiro do Ajuru (PA),15 anos,613
1504000,Limoeiro do Ajuru (PA),16 anos,615
1504000,Limoeiro do Ajuru (PA),17 anos,577
1504000,Limoeiro do Ajuru (PA),18 anos,599
1504000,Limoeiro do Ajuru (PA),24 anos,498
1504000,Limoeiro do Ajuru (PA),25 anos,429
1504000,Limoeiro do Ajuru (PA),34 anos,312
1504000,Limoeiro do Ajuru (PA),40 anos,304
1504000,Limoeiro do Ajuru (PA),44 anos,204
1504000,Limoeiro do Ajuru (PA),45 anos,171
1504000,Limoeiro do Ajuru (PA),49 anos,145
1504000,Limoeiro do Ajuru (PA),50 anos,156
1504000,Limoeiro do Ajuru (PA),54 anos,136
1504000,Limoeiro do Ajuru (PA),55 anos,155
1504000,Limoeiro do Ajuru (PA),59 anos,94
1504000,Limoeiro do Ajuru (PA),60 anos,94
1504000,Limoeiro do Ajuru (PA),64 anos,85
1504000,Limoeiro do Ajuru (PA),70 anos ou mais,667
1504059,Mãe do Rio (PA),Total,27904
1504059,Mãe do Rio (PA),Menos de 1 ano,558
1504059,Mãe do Rio (PA),3 anos,562
1504059,Mãe do Rio (PA),4 anos,610
1504059,Mãe do Rio (PA),6 anos,577
1504059,Mãe do Rio (PA),7 anos,633
1504059,Mãe do Rio (PA),15 anos,597
1504059,Mãe do Rio (PA),16 anos,620
1504059,Mãe do Rio (PA),17 anos,594
1504059,Mãe do Rio (PA),18 anos,610
1504059,Mãe do Rio (PA),24 anos,546
1504059,Mãe do Rio (PA),25 anos,452
1504059,Mãe do Rio (PA),34 anos,416
1504059,Mãe do Rio (PA),40 anos,356
1504059,Mãe do Rio (PA),44 anos,318
1504059,Mãe do Rio (PA),45 anos,243
1504059,Mãe do Rio (PA),49 anos,186
1504059,Mãe do Rio (PA),50 anos,197
1504059,Mãe do Rio (PA),54 anos,202
1504059,Mãe do Rio (PA),55 anos,187
1504059,Mãe do Rio (PA),59 anos,138
1504059,Mãe do Rio (PA),60 anos,143
1504059,Mãe do Rio (PA),64 anos,145
1504059,Mãe do Rio (PA),70 anos ou mais,989
1504109,Magalhães Barata (PA),Total,8115
1504109,Magalhães Barata (PA),Menos de 1 ano,144
1504109,Magalhães Barata (PA),3 anos,148
1504109,Magalhães Barata (PA),4 anos,168
1504109,Magalhães Barata (PA),6 anos,178
1504109,Magalhães Barata (PA),7 anos,185
1504109,Magalhães Barata (PA),15 anos,210
1504109,Magalhães Barata (PA),16 anos,193
1504109,Magalhães Barata (PA),17 anos,198
1504109,Magalhães Barata (PA),18 anos,144
1504109,Magalhães Barata (PA),24 anos,144
1504109,Magalhães Barata (PA),25 anos,145
1504109,Magalhães Barata (PA),34 anos,95
1504109,Magalhães Barata (PA),40 anos,99
1504109,Magalhães Barata (PA),44 anos,73
1504109,Magalhães Barata (PA),45 anos,73
1504109,Magalhães Barata (PA),49 anos,71
1504109,Magalhães Barata (PA),50 anos,71
1504109,Magalhães Barata (PA),54 anos,68
1504109,Magalhães Barata (PA),55 anos,46
1504109,Magalhães Barata (PA),59 anos,46
1504109,Magalhães Barata (PA),60 anos,56
1504109,Magalhães Barata (PA),64 anos,52
1504109,Magalhães Barata (PA),70 anos ou mais,408
1504208,Marabá (PA),Total,233669
1504208,Marabá (PA),Menos de 1 ano,4878
1504208,Marabá (PA),3 anos,5012
1504208,Marabá (PA),4 anos,4934
1504208,Marabá (PA),6 anos,4811
1504208,Marabá (PA),7 anos,4904
1504208,Marabá (PA),15 anos,4975
1504208,Marabá (PA),16 anos,4750
1504208,Marabá (PA),17 anos,4814
1504208,Marabá (PA),18 anos,4800
1504208,Marabá (PA),24 anos,5156
1504208,Marabá (PA),25 anos,5053
1504208,Marabá (PA),34 anos,3617
1504208,Marabá (PA),40 anos,3107
1504208,Marabá (PA),44 anos,2380
1504208,Marabá (PA),45 anos,2341
1504208,Marabá (PA),49 anos,1798
1504208,Marabá (PA),50 anos,2051
1504208,Marabá (PA),54 anos,1485
1504208,Marabá (PA),55 anos,1469
1504208,Marabá (PA),59 anos,1104
1504208,Marabá (PA),60 anos,1148
1504208,Marabá (PA),64 anos,705
1504208,Marabá (PA),70 anos ou mais,5342
1504307,Maracanã (PA),Total,28376
1504307,Maracanã (PA),Menos de 1 ano,509
1504307,Maracanã (PA),3 anos,601
1504307,Maracanã (PA),4 anos,577
1504307,Maracanã (PA),6 anos,624
1504307,Maracanã (PA),7 anos,706
1504307,Maracanã (PA),15 anos,729
1504307,Maracanã (PA),16 anos,702
1504307,Maracanã (PA),17 anos,660
1504307,Maracanã (PA),18 anos,597
1504307,Maracanã (PA),24 anos,457
1504307,Maracanã (PA),25 anos,435
1504307,Maracanã (PA),34 anos,353
1504307,Maracanã (PA),40 anos,345
1504307,Maracanã (PA),44 anos,289
1504307,Maracanã (PA),45 anos,258
1504307,Maracanã (PA),49 anos,228
1504307,Maracanã (PA),50 anos,225
1504307,Maracanã (PA),54 anos,219
1504307,Maracanã (PA),55 anos,199
1504307,Maracanã (PA),59 anos,181
1504307,Maracanã (PA),60 anos,188
1504307,Maracanã (PA),64 anos,137
1504307,Maracanã (PA),70 anos ou mais,1328
1504406,Marapanim (PA),Total,26605
1504406,Marapanim (PA),Menos de 1 ano,444
1504406,Marapanim (PA),3 anos,433
1504406,Marapanim (PA),4 anos,469
1504406,Marapanim (PA),6 anos,525
1504406,Marapanim (PA),7 anos,552
1504406,Marapanim (PA),15 anos,660
1504406,Marapanim (PA),16 anos,650
1504406,Marapanim (PA),17 anos,608
1504406,Marapanim (PA),18 anos,516
1504406,Marapanim (PA),24 anos,397
1504406,Marapanim (PA),25 anos,442
1504406,Marapanim (PA),34 anos,357
1504406,Marapanim (PA),40 anos,358
1504406,Marapanim (PA),44 anos,257
1504406,Marapanim (PA),45 anos,227
1504406,Marapanim (PA),49 anos,235
1504406,Marapanim (PA),50 anos,247
1504406,Marapanim (PA),54 anos,222
1504406,Marapanim (PA),55 anos,219
1504406,Marapanim (PA),59 anos,176
1504406,Marapanim (PA),60 anos,182
1504406,Marapanim (PA),64 anos,151
1504406,Marapanim (PA),70 anos ou mais,1377
1504422,Marituba (PA),Total,108246
1504422,Marituba (PA),Menos de 1 ano,1814
1504422,Marituba (PA),3 anos,2073
1504422,Marituba (PA),4 anos,2022
1504422,Marituba (PA),6 anos,1965
1504422,Marituba (PA),7 anos,2078
1504422,Marituba (PA),15 anos,2087
1504422,Marituba (PA),16 anos,2000
1504422,Marituba (PA),17 anos,2050
1504422,Marituba (PA),18 anos,2019
1504422,Marituba (PA),24 anos,2393
1504422,Marituba (PA),25 anos,2349
1504422,Marituba (PA),34 anos,1891
1504422,Marituba (PA),40 anos,1919
1504422,Marituba (PA),44 anos,1173
1504422,Marituba (PA),45 anos,1239
1504422,Marituba (PA),49 anos,956
1504422,Marituba (PA),50 anos,1128
1504422,Marituba (PA),54 anos,722
1504422,Marituba (PA),55 anos,671
1504422,Marituba (PA),59 anos,526
1504422,Marituba (PA),60 anos,635
1504422,Marituba (PA),64 anos,310
1504422,Marituba (PA),70 anos ou mais,2269
1504455,Medicilândia (PA),Total,27328
1504455,Medicilândia (PA),Menos de 1 ano,483
1504455,Medicilândia (PA),3 anos,592
1504455,Medicilândia (PA),4 anos,552
1504455,Medicilândia (PA),6 anos,590
1504455,Medicilândia (PA),7 anos,554
1504455,Medicilândia (PA),15 anos,617
1504455,Medicilândia (PA),16 anos,631
1504455,Medicilândia (PA),17 anos,592
1504455,Medicilândia (PA),18 anos,585
1504455,Medicilândia (PA),24 anos,567
1504455,Medicilândia (PA),25 anos,515
1504455,Medicilândia (PA),34 anos,365
1504455,Medicilândia (PA),40 anos,374
1504455,Medicilândia (PA),44 anos,274
1504455,Medicilândia (PA),45 anos,292
1504455,Medicilândia (PA),49 anos,225
1504455,Medicilândia (PA),50 anos,252
1504455,Medicilândia (PA),54 anos,202
1504455,Medicilândia (PA),55 anos,197
1504455,Medicilândia (PA),59 anos,142
1504455,Medicilândia (PA),60 anos,145
1504455,Medicilândia (PA),64 anos,110
1504455,Medicilândia (PA),70 anos ou mais,611
1504505,Melgaço (PA),Total,24808
1504505,Melgaço (PA),Menos de 1 ano,757
1504505,Melgaço (PA),3 anos,726
1504505,Melgaço (PA),4 anos,762
1504505,Melgaço (PA),6 anos,732
1504505,Melgaço (PA),7 anos,736
1504505,Melgaço (PA),15 anos,668
1504505,Melgaço (PA),16 anos,643
1504505,Melgaço (PA),17 anos,600
1504505,Melgaço (PA),18 anos,583
1504505,Melgaço (PA),24 anos,430
1504505,Melgaço (PA),25 anos,468
1504505,Melgaço (PA),34 anos,269
1504505,Melgaço (PA),40 anos,294
1504505,Melgaço (PA),44 anos,145
1504505,Melgaço (PA),45 anos,170
1504505,Melgaço (PA),49 anos,107
1504505,Melgaço (PA),50 anos,122
1504505,Melgaço (PA),54 anos,98
1504505,Melgaço (PA),55 anos,121
1504505,Melgaço (PA),59 anos,83
1504505,Melgaço (PA),60 anos,77
1504505,Melgaço (PA),64 anos,44
1504505,Melgaço (PA),70 anos ou mais,414
1504604,Mocajuba (PA),Total,26731
1504604,Mocajuba (PA),Menos de 1 ano,510
1504604,Mocajuba (PA),3 anos,614
1504604,Mocajuba (PA),4 anos,665
1504604,Mocajuba (PA),6 anos,682
1504604,Mocajuba (PA),7 anos,649
1504604,Mocajuba (PA),15 anos,667
1504604,Mocajuba (PA),16 anos,625
1504604,Mocajuba (PA),17 anos,629
1504604,Mocajuba (PA),18 anos,584
1504604,Mocajuba (PA),24 anos,493
1504604,Mocajuba (PA),25 anos,483
1504604,Mocajuba (PA),34 anos,340
1504604,Mocajuba (PA),40 anos,295
1504604,Mocajuba (PA),44 anos,231
1504604,Mocajuba (PA),45 anos,204
1504604,Mocajuba (PA),49 anos,206
1504604,Mocajuba (PA),50 anos,152
1504604,Mocajuba (PA),54 anos,168
1504604,Mocajuba (PA),55 anos,173
1504604,Mocajuba (PA),59 anos,136
1504604,Mocajuba (PA),60 anos,136
1504604,Mocajuba (PA),64 anos,105
1504604,Mocajuba (PA),70 anos ou mais,987
1504703,Moju (PA),Total,70018
1504703,Moju (PA),Menos de 1 ano,1520
1504703,Moju (PA),3 anos,1746
1504703,Moju (PA),4 anos,1721
1504703,Moju (PA),6 anos,1730
1504703,Moju (PA),7 anos,1733
1504703,Moju (PA),15 anos,1750
1504703,Moju (PA),16 anos,1654
1504703,Moju (PA),17 anos,1686
1504703,Moju (PA),18 anos,1552
1504703,Moju (PA),24 anos,1293
1504703,Moju (PA),25 anos,1273
1504703,Moju (PA),34 anos,919
1504703,Moju (PA),40 anos,830
1504703,Moju (PA),44 anos,579
1504703,Moju (PA),45 anos,546
1504703,Moju (PA),49 anos,450
1504703,Moju (PA),50 anos,510
1504703,Moju (PA),54 anos,431
1504703,Moju (PA),55 anos,418
1504703,Moju (PA),59 anos,331
1504703,Moju (PA),60 anos,335
1504703,Moju (PA),64 anos,230
1504703,Moju (PA),70 anos ou mais,1647
1504802,Monte Alegre (PA),Total,55462
1504802,Monte Alegre (PA),Menos de 1 ano,988
1504802,Monte Alegre (PA),3 anos,1130
1504802,Monte Alegre (PA),4 anos,1130
1504802,Monte Alegre (PA),6 anos,1130
1504802,Monte Alegre (PA),7 anos,1311
1504802,Monte Alegre (PA),15 anos,1441
1504802,Monte Alegre (PA),16 anos,1459
1504802,Monte Alegre (PA),17 anos,1248
1504802,Monte Alegre (PA),18 anos,1115
1504802,Monte Alegre (PA),24 anos,886
1504802,Monte Alegre (PA),25 anos,896
1504802,Monte Alegre (PA),34 anos,773
1504802,Monte Alegre (PA),40 anos,687
1504802,Monte Alegre (PA),44 anos,547
1504802,Monte Alegre (PA),45 anos,536
1504802,Monte Alegre (PA),49 anos,458
1504802,Monte Alegre (PA),50 anos,441
1504802,Monte Alegre (PA),54 anos,409
1504802,Monte Alegre (PA),55 anos,399
1504802,Monte Alegre (PA),59 anos,345
1504802,Monte Alegre (PA),60 anos,362
1504802,Monte Alegre (PA),64 anos,243
1504802,Monte Alegre (PA),70 anos ou mais,2228
1504901,Muaná (PA),Total,34204
1504901,Muaná (PA),Menos de 1 ano,762
1504901,Muaná (PA),3 anos,798
1504901,Muaná (PA),4 anos,826
1504901,Muaná (PA),6 anos,787
1504901,Muaná (PA),7 anos,923
1504901,Muaná (PA),15 anos,848
1504901,Muaná (PA),16 anos,770
1504901,Muaná (PA),17 anos,771
1504901,Muaná (PA),18 anos,683
1504901,Muaná (PA),24 anos,686
1504901,Muaná (PA),25 anos,617
1504901,Muaná (PA),34 anos,443
1504901,Muaná (PA),40 anos,493
1504901,Muaná (PA),44 anos,306
1504901,Muaná (PA),45 anos,303
1504901,Muaná (PA),49 anos,256
1504901,Muaná (PA),50 anos,283
1504901,Muaná (PA),54 anos,228
1504901,Muaná (PA),55 anos,209
1504901,Muaná (PA),59 anos,164
1504901,Muaná (PA),60 anos,179
1504901,Muaná (PA),64 anos,132
1504901,Muaná (PA),70 anos ou mais,936
1504950,Nova Esperança do Piriá (PA),Total,20158
1504950,Nova Esperança do Piriá (PA),Menos de 1 ano,470
1504950,Nova Esperança do Piriá (PA),3 anos,521
1504950,Nova Esperança do Piriá (PA),4 anos,491
1504950,Nova Esperança do Piriá (PA),6 anos,514
1504950,Nova Esperança do Piriá (PA),7 anos,531
1504950,Nova Esperança do Piriá (PA),15 anos,510
1504950,Nova Esperança do Piriá (PA),16 anos,475
1504950,Nova Esperança do Piriá (PA),17 anos,483
1504950,Nova Esperança do Piriá (PA),18 anos,423
1504950,Nova Esperança do Piriá (PA),24 anos,393
1504950,Nova Esperança do Piriá (PA),25 anos,401
1504950,Nova Esperança do Piriá (PA),34 anos,256
1504950,Nova Esperança do Piriá (PA),40 anos,219
1504950,Nova Esperança do Piriá (PA),44 anos,155
1504950,Nova Esperança do Piriá (PA),45 anos,158
1504950,Nova Esperança do Piriá (PA),49 anos,131
1504950,Nova Esperança do Piriá (PA),50 anos,135
1504950,Nova Esperança do Piriá (PA),54 anos,107
1504950,Nova Esperança do Piriá (PA),55 anos,107
1504950,Nova Esperança do Piriá (PA),59 anos,79
1504950,Nova Esperança do Piriá (PA),60 anos,99
1504950,Nova Esperança do Piriá (PA),64 anos,77
1504950,Nova Esperança do Piriá (PA),70 anos ou mais,306
1504976,Nova Ipixuna (PA),Total,14645
1504976,Nova Ipixuna (PA),Menos de 1 ano,275
1504976,Nova Ipixuna (PA),3 anos,365
1504976,Nova Ipixuna (PA),4 anos,316
1504976,Nova Ipixuna (PA),6 anos,326
1504976,Nova Ipixuna (PA),7 anos,328
1504976,Nova Ipixuna (PA),15 anos,364
1504976,Nova Ipixuna (PA),16 anos,322
1504976,Nova Ipixuna (PA),17 anos,305
1504976,Nova Ipixuna (PA),18 anos,311
1504976,Nova Ipixuna (PA),24 anos,263
1504976,Nova Ipixuna (PA),25 anos,251
1504976,Nova Ipixuna (PA),34 anos,188
1504976,Nova Ipixuna (PA),40 anos,170
1504976,Nova Ipixuna (PA),44 anos,148
1504976,Nova Ipixuna (PA),45 anos,153
1504976,Nova Ipixuna (PA),49 anos,110
1504976,Nova Ipixuna (PA),50 anos,130
1504976,Nova Ipixuna (PA),54 anos,104
1504976,Nova Ipixuna (PA),55 anos,129
1504976,Nova Ipixuna (PA),59 anos,89
1504976,Nova Ipixuna (PA),60 anos,102
1504976,Nova Ipixuna (PA),64 anos,84
1504976,Nova Ipixuna (PA),70 anos ou mais,405
1505007,Nova Timboteua (PA),Total,13670
1505007,Nova Timboteua (PA),Menos de 1 ano,213
1505007,Nova Timboteua (PA),3 anos,212
1505007,Nova Timboteua (PA),4 anos,247
1505007,Nova Timboteua (PA),6 anos,253
1505007,Nova Timboteua (PA),7 anos,252
1505007,Nova Timboteua (PA),15 anos,302
1505007,Nova Timboteua (PA),16 anos,239
1505007,Nova Timboteua (PA),17 anos,291
1505007,Nova Timboteua (PA),18 anos,260
1505007,Nova Timboteua (PA),24 anos,266
1505007,Nova Timboteua (PA),25 anos,262
1505007,Nova Timboteua (PA),34 anos,199
1505007,Nova Timboteua (PA),40 anos,185
1505007,Nova Timboteua (PA),44 anos,148
1505007,Nova Timboteua (PA),45 anos,148
1505007,Nova Timboteua (PA),49 anos,118
1505007,Nova Timboteua (PA),50 anos,125
1505007,Nova Timboteua (PA),54 anos,119
1505007,Nova Timboteua (PA),55 anos,125
1505007,Nova Timboteua (PA),59 anos,74
1505007,Nova Timboteua (PA),60 anos,114
1505007,Nova Timboteua (PA),64 anos,76
1505007,Nova Timboteua (PA),70 anos ou mais,674
1505031,Novo Progresso (PA),Total,25124
1505031,Novo Progresso (PA),Menos de 1 ano,458
1505031,Novo Progresso (PA),3 anos,519
1505031,Novo Progresso (PA),4 anos,518
1505031,Novo Progresso (PA),6 anos,503
1505031,Novo Progresso (PA),7 anos,469
1505031,Novo Progresso (PA),15 anos,529
1505031,Novo Progresso (PA),16 anos,495
1505031,Novo Progresso (PA),17 anos,484
1505031,Novo Progresso (PA),18 anos,448
1505031,Novo Progresso (PA),24 anos,491
1505031,Novo Progresso (PA),25 anos,466
1505031,Novo Progresso (PA),34 anos,410
1505031,Novo Progresso (PA),40 anos,397
1505031,Novo Progresso (PA),44 anos,350
1505031,Novo Progresso (PA),45 anos,364
1505031,Novo Progresso (PA),49 anos,262
1505031,Novo Progresso (PA),50 anos,266
1505031,Novo Progresso (PA),54 anos,171
1505031,Novo Progresso (PA),55 anos,223
1505031,Novo Progresso (PA),59 anos,120
1505031,Novo Progresso (PA),60 anos,150
1505031,Novo Progresso (PA),64 anos,70
1505031,Novo Progresso (PA),70 anos ou mais,289
1505064,Novo Repartimento (PA),Total,62050
1505064,Novo Repartimento (PA),Menos de 1 ano,1345
1505064,Novo Repartimento (PA),3 anos,1468
1505064,Novo Repartimento (PA),4 anos,1463
1505064,Novo Repartimento (PA),6 anos,1461
1505064,Novo Repartimento (PA),7 anos,1523
1505064,Novo Repartimento (PA),15 anos,1534
1505064,Novo Repartimento (PA),16 anos,1422
1505064,Novo Repartimento (PA),17 anos,1305
1505064,Novo Repartimento (PA),18 anos,1194
1505064,Novo Repartimento (PA),24 anos,1158
1505064,Novo Repartimento (PA),25 anos,1163
1505064,Novo Repartimento (PA),34 anos,866
