Codigo,Municipio,Idade,Total
1501808,Breves (PA),3 anos,2503
1501808,Breves (PA),4 anos,2471
1501808,Breves (PA),6 anos,2460
1501808,Breves (PA),7 anos,2570
1501808,Breves (PA),15 anos,2355
1501808,Breves (PA),16 anos,2330
1501808,Breves (PA),17 anos,2126
1501808,Breves (PA),18 anos,2049
1501808,Breves (PA),24 anos,1555
1501808,Breves (PA),25 anos,1653
1501808,Breves (PA),34 anos,1097
1501808,Breves (PA),40 anos,967
1501808,Breves (PA),44 anos,717
1501808,Breves (PA),45 anos,701
1501808,Breves (PA),49 anos,572
1501808,Breves (PA),50 anos,578
1501808,Breves (PA),54 anos,524
1501808,Breves (PA),55 anos,558
1501808,Breves (PA),59 anos,417
1501808,Breves (PA),60 anos,412
1501808,Breves (PA),64 anos,295
1501808,Breves (PA),70 anos ou mais,2504
1501907,Bujaru (PA),Total,25695
1501907,Bujaru (PA),Menos de 1 ano,462
1501907,Bujaru (PA),3 anos,605
1501907,Bujaru (PA),4 anos,644
1501907,Bujaru (PA),6 anos,631
1501907,Bujaru (PA),7 anos,687
1501907,Bujaru (PA),15 anos,629
1501907,Bujaru (PA),16 anos,572
1501907,Bujaru (PA),17 anos,635
1501907,Bujaru (PA),18 anos,569
1501907,Bujaru (PA),24 anos,470
1501907,Bujaru (PA),25 anos,435
1501907,Bujaru (PA),34 anos,344
1501907,Bujaru (PA),40 anos,336
1501907,Bujaru (PA),44 anos,288
1501907,Bujaru (PA),45 anos,226
1501907,Bujaru (PA),49 anos,166
1501907,Bujaru (PA),50 anos,191
1501907,Bujaru (PA),54 anos,154
1501907,Bujaru (PA),55 anos,168
1501907,Bujaru (PA),59 anos,126
1501907,Bujaru (PA),60 anos,135
1501907,Bujaru (PA),64 anos,100
1501907,Bujaru (PA),70 anos ou mais,793
1501956,Cachoeira do Piriá (PA),Total,26484
1501956,Cachoeira do Piriá (PA),Menos de 1 ano,573
1501956,Cachoeira do Piriá (PA),3 anos,750
1501956,Cachoeira do Piriá (PA),4 anos,708
1501956,Cachoeira do Piriá (PA),6 anos,755
1501956,Cachoeira do Piriá (PA),7 anos,826
1501956,Cachoeira do Piriá (PA),15 anos,542
1501956,Cachoeira do Piriá (PA),16 anos,511
1501956,Cachoeira do Piriá (PA),17 anos,532
1501956,Cachoeira do Piriá (PA),18 anos,517
1501956,Cachoeira do Piriá (PA),24 anos,524
1501956,Cachoeira do Piriá (PA),25 anos,472
1501956,Cachoeira do Piriá (PA),34 anos,318
1501956,Cachoeira do Piriá (PA),40 anos,357
1501956,Cachoeira do Piriá (PA),44 anos,233
1501956,Cachoeira do Piriá (PA),45 anos,216
1501956,Cachoeira do Piriá (PA),49 anos,178
1501956,Cachoeira do Piriá (PA),50 anos,190
1501956,Cachoeira do Piriá (PA),54 anos,156
1501956,Cachoeira do Piriá (PA),55 anos,143
1501956,Cachoeira do Piriá (PA),59 anos,108
1501956,Cachoeira do Piriá (PA),60 anos,109
1501956,Cachoeira do Piriá (PA),64 anos,68
1501956,Cachoeira do Piriá (PA),70 anos ou mais,387
1502004,Cachoeira do Arari (PA),Total,20443
1502004,Cachoeira do Arari (PA),Menos de 1 ano,414
1502004,Cachoeira do Arari (PA),3 anos,432
1502004,Cachoeira do Arari (PA),4 anos,431
1502004,Cachoeira do Arari (PA),6 anos,443
1502004,Cachoeira do Arari (PA),7 anos,424
1502004,Cachoeira do Arari (PA),15 anos,479
1502004,Cachoeira do Arari (PA),16 anos,453
1502004,Cachoeira do Arari (PA),17 anos,441
1502004,Cachoeira do Arari (PA),18 anos,436
1502004,Cachoeira do Arari (PA),24 anos,391
1502004,Cachoeira do Arari (PA),25 anos,416
1502004,Cachoeira do Arari (PA),34 anos,273
1502004,Cachoeira do Arari (PA),40 anos,263
1502004,Cachoeira do Arari (PA),44 anos,260
1502004,Cachoeira do Arari (PA),45 anos,248
1502004,Cachoeira do Arari (PA),49 anos,166
1502004,Cachoeira do Arari (PA),50 anos,167
1502004,Cachoeira do Arari (PA),54 anos,143
1502004,Cachoeira do Arari (PA),55 anos,137
1502004,Cachoeira do Arari (PA),59 anos,105
1502004,Cachoeira do Arari (PA),60 anos,116
1502004,Cachoeira do Arari (PA),64 anos,86
1502004,Cachoeira do Arari (PA),70 anos ou mais,821
1502103,Cametá (PA),Total,120896
1502103,Cametá (PA),Menos de 1 ano,2540
1502103,Cametá (PA),3 anos,2893
1502103,Cametá (PA),4 anos,2757
1502103,Cametá (PA),6 anos,2683
1502103,Cametá (PA),7 anos,2821
1502103,Cametá (PA),15 anos,2853
1502103,Cametá (PA),16 anos,2859
1502103,Cametá (PA),17 anos,2777
1502103,Cametá (PA),18 anos,2819
1502103,Cametá (PA),24 anos,2365
1502103,Cametá (PA),25 anos,2327
1502103,Cametá (PA),34 anos,1583
1502103,Cametá (PA),40 anos,1266
1502103,Cametá (PA),44 anos,1028
1502103,Cametá (PA),45 anos,909
1502103,Cametá (PA),49 anos,862
1502103,Cametá (PA),50 anos,774
1502103,Cametá (PA),54 anos,771
1502103,Cametá (PA),55 anos,787
1502103,Cametá (PA),59 anos,642
1502103,Cametá (PA),60 anos,621
1502103,Cametá (PA),64 anos,473
1502103,Cametá (PA),70 anos ou mais,4112
1502152,Canaã dos Carajás (PA),Total,26716
1502152,Canaã dos Carajás (PA),Menos de 1 ano,557
1502152,Canaã dos Carajás (PA),3 anos,574
1502152,Canaã dos Carajás (PA),4 anos,585
1502152,Canaã dos Carajás (PA),6 anos,536
1502152,Canaã dos Carajás (PA),7 anos,557
1502152,Canaã dos Carajás (PA),15 anos,530
1502152,Canaã dos Carajás (PA),16 anos,580
1502152,Canaã dos Carajás (PA),17 anos,512
1502152,Canaã dos Carajás (PA),18 anos,534
1502152,Canaã dos Carajás (PA),24 anos,595
1502152,Canaã dos Carajás (PA),25 anos,579
1502152,Canaã dos Carajás (PA),34 anos,423
1502152,Canaã dos Carajás (PA),40 anos,345
1502152,Canaã dos Carajás (PA),44 anos,283
1502152,Canaã dos Carajás (PA),45 anos,273
1502152,Canaã dos Carajás (PA),49 anos,213
1502152,Canaã dos Carajás (PA),50 anos,196
1502152,Canaã dos Carajás (PA),54 anos,161
1502152,Canaã dos Carajás (PA),55 anos,139
1502152,Canaã dos Carajás (PA),59 anos,111
1502152,Canaã dos Carajás (PA),60 anos,96
1502152,Canaã dos Carajás (PA),64 anos,82
1502152,Canaã dos Carajás (PA),70 anos ou mais,423
1502202,Capanema (PA),Total,63639
1502202,Capanema (PA),Menos de 1 ano,1025
1502202,Capanema (PA),3 anos,1116
1502202,Capanema (PA),4 anos,1056
1502202,Capanema (PA),6 anos,1152
1502202,Capanema (PA),7 anos,1218
1502202,Capanema (PA),15 anos,1310
1502202,Capanema (PA),16 anos,1346
1502202,Capanema (PA),17 anos,1343
1502202,Capanema (PA),18 anos,1317
1502202,Capanema (PA),24 anos,1235
1502202,Capanema (PA),25 anos,1150
1502202,Capanema (PA),34 anos,976
1502202,Capanema (PA),40 anos,859
1502202,Capanema (PA),44 anos,695
1502202,Capanema (PA),45 anos,694
1502202,Capanema (PA),49 anos,610
1502202,Capanema (PA),50 anos,614
1502202,Capanema (PA),54 anos,478
1502202,Capanema (PA),55 anos,555
1502202,Capanema (PA),59 anos,405
1502202,Capanema (PA),60 anos,401
1502202,Capanema (PA),64 anos,289
1502202,Capanema (PA),70 anos ou mais,2658
1502301,Capitão Poço (PA),Total,51893
1502301,Capitão Poço (PA),Menos de 1 ano,922
1502301,Capitão Poço (PA),3 anos,1026
1502301,Capitão Poço (PA),4 anos,1024
1502301,Capitão Poço (PA),6 anos,1141
1502301,Capitão Poço (PA),7 anos,1264
1502301,Capitão Poço (PA),15 anos,1254
1502301,Capitão Poço (PA),16 anos,1294
1502301,Capitão Poço (PA),17 anos,1210
1502301,Capitão Poço (PA),18 anos,1198
1502301,Capitão Poço (PA),24 anos,947
1502301,Capitão Poço (PA),25 anos,890
1502301,Capitão Poço (PA),34 anos,734
1502301,Capitão Poço (PA),40 anos,676
1502301,Capitão Poço (PA),44 anos,521
1502301,Capitão Poço (PA),45 anos,514
1502301,Capitão Poço (PA),49 anos,386
1502301,Capitão Poço (PA),50 anos,429
1502301,Capitão Poço (PA),54 anos,317
1502301,Capitão Poço (PA),55 anos,330
1502301,Capitão Poço (PA),59 anos,291
1502301,Capitão Poço (PA),60 anos,257
1502301,Capitão Poço (PA),64 anos,227
1502301,Capitão Poço (PA),70 anos ou mais,1737
1502400,Castanhal (PA),Total,173149
1502400,Castanhal (PA),Menos de 1 ano,2984
1502400,Castanhal (PA),3 anos,3168
1502400,Castanhal (PA),4 anos,3055
1502400,Castanhal (PA),6 anos,3063
1502400,Castanhal (PA),7 anos,3207
1502400,Castanhal (PA),15 anos,3670
1502400,Castanhal (PA),16 anos,3679
1502400,Castanhal (PA),17 anos,3540
1502400,Castanhal (PA),18 anos,3672
1502400,Castanhal (PA),24 anos,3594
1502400,Castanhal (PA),25 anos,3602
1502400,Castanhal (PA),34 anos,2662
1502400,Castanhal (PA),40 anos,2498
1502400,Castanhal (PA),44 anos,1928
1502400,Castanhal (PA),45 anos,1899
1502400,Castanhal (PA),49 anos,1595
1502400,Castanhal (PA),50 anos,1617
1502400,Castanhal (PA),54 anos,1248
1502400,Castanhal (PA),55 anos,1253
1502400,Castanhal (PA),59 anos,876
1502400,Castanhal (PA),60 anos,983
1502400,Castanhal (PA),64 anos,674
1502400,Castanhal (PA),70 anos ou mais,5220
1502509,Chaves (PA),Total,21005
1502509,Chaves (PA),Menos de 1 ano,520
1502509,Chaves (PA),3 anos,535
1502509,Chaves (PA),4 anos,600
1502509,Chaves (PA),6 anos,523
1502509,Chaves (PA),7 anos,579
1502509,Chaves (PA),15 anos,489
1502509,Chaves (PA),16 anos,472
1502509,Chaves (PA),17 anos,457
1502509,Chaves (PA),18 anos,437
1502509,Chaves (PA),24 anos,391
1502509,Chaves (PA),25 anos,342
1502509,Chaves (PA),34 anos,245
1502509,Chaves (PA),40 anos,249
1502509,Chaves (PA),44 anos,191
1502509,Chaves (PA),45 anos,177
1502509,Chaves (PA),49 anos,149
1502509,Chaves (PA),50 anos,133
1502509,Chaves (PA),54 anos,143
1502509,Chaves (PA),55 anos,140
1502509,Chaves (PA),59 anos,106
1502509,Chaves (PA),60 anos,111
1502509,Chaves (PA),64 anos,81
1502509,Chaves (PA),70 anos ou mais,565
1502608,Colares (PA),Total,11381
1502608,Colares (PA),Menos de 1 ano,223
1502608,Colares (PA),3 anos,255
1502608,Colares (PA),4 anos,237
1502608,Colares (PA),6 anos,211
1502608,Colares (PA),7 anos,246
1502608,Colares (PA),15 anos,268
1502608,Colares (PA),16 anos,249
1502608,Colares (PA),17 anos,292
1502608,Colares (PA),18 anos,238
1502608,Colares (PA),24 anos,182
1502608,Colares (PA),25 anos,202
1502608,Colares (PA),34 anos,123
1502608,Colares (PA),40 anos,138
1502608,Colares (PA),44 anos,127
1502608,Colares (PA),45 anos,105
1502608,Colares (PA),49 anos,98
1502608,Colares (PA),50 anos,78
1502608,Colares (PA),54 anos,87
1502608,Colares (PA),55 anos,83
1502608,Colares (PA),59 anos,78
1502608,Colares (PA),60 anos,79
1502608,Colares (PA),64 anos,52
1502608,Colares (PA),70 anos ou mais,539
1502707,Conceição do Araguaia (PA),Total,45557
1502707,Conceição do Araguaia (PA),Menos de 1 ano,762
1502707,Conceição do Araguaia (PA),3 anos,810
1502707,Conceição do Araguaia (PA),4 anos,838
1502707,Conceição do Araguaia (PA),6 anos,874
1502707,Conceição do Araguaia (PA),7 anos,903
1502707,Conceição do Araguaia (PA),15 anos,1025
1502707,Conceição do Araguaia (PA),16 anos,1001
1502707,Conceição do Araguaia (PA),17 anos,941
1502707,Conceição do Araguaia (PA),18 anos,898
1502707,Conceição do Araguaia (PA),24 anos,738
1502707,Conceição do Araguaia (PA),25 anos,779
1502707,Conceição do Araguaia (PA),34 anos,646
1502707,Conceição do Araguaia (PA),40 anos,647
1502707,Conceição do Araguaia (PA),44 anos,525
1502707,Conceição do Araguaia (PA),45 anos,501
1502707,Conceição do Araguaia (PA),49 anos,398
1502707,Conceição do Araguaia (PA),50 anos,424
1502707,Conceição do Araguaia (PA),54 anos,414
1502707,Conceição do Araguaia (PA),55 anos,383
1502707,Conceição do Araguaia (PA),59 anos,297
1502707,Conceição do Araguaia (PA),60 anos,327
1502707,Conceição do Araguaia (PA),64 anos,269
1502707,Conceição do Araguaia (PA),70 anos ou mais,1887
1502756,Concórdia do Pará (PA),Total,28216
1502756,Concórdia do Pará (PA),Menos de 1 ano,634
1502756,Concórdia do Pará (PA),3 anos,648
1502756,Concórdia do Pará (PA),4 anos,711
1502756,Concórdia do Pará (PA),6 anos,645
1502756,Concórdia do Pará (PA),7 anos,675
1502756,Concórdia do Pará (PA),15 anos,651
1502756,Concórdia do Pará (PA),16 anos,672
1502756,Concórdia do Pará (PA),17 anos,666
1502756,Concórdia do Pará (PA),18 anos,676
1502756,Concórdia do Pará (PA),24 anos,581
1502756,Concórdia do Pará (PA),25 anos,555
1502756,Concórdia do Pará (PA),34 anos,417
1502756,Concórdia do Pará (PA),40 anos,334
1502756,Concórdia do Pará (PA),44 anos,281
1502756,Concórdia do Pará (PA),45 anos,205
1502756,Concórdia do Pará (PA),49 anos,173
1502756,Concórdia do Pará (PA),50 anos,165
1502756,Concórdia do Pará (PA),54 anos,150
1502756,Concórdia do Pará (PA),55 anos,166
1502756,Concórdia do Pará (PA),59 anos,141
1502756,Concórdia do Pará (PA),60 anos,170
1502756,Concórdia do Pará (PA),64 anos,115
1502756,Concórdia do Pará (PA),70 anos ou mais,848
1502764,Cumaru do Norte (PA),Total,10466
1502764,Cumaru do Norte (PA),Menos de 1 ano,196
1502764,Cumaru do Norte (PA),3 anos,237
1502764,Cumaru do Norte (PA),4 anos,231
1502764,Cumaru do Norte (PA),6 anos,222
1502764,Cumaru do Norte (PA),7 anos,238
1502764,Cumaru do Norte (PA),15 anos,186
1502764,Cumaru do Norte (PA),16 anos,198
1502764,Cumaru do Norte (PA),17 anos,160
1502764,Cumaru do Norte (PA),18 anos,158
1502764,Cumaru do Norte (PA),24 anos,192
1502764,Cumaru do Norte (PA),25 anos,221
1502764,Cumaru do Norte (PA),34 anos,183
1502764,Cumaru do Norte (PA),40 anos,151
1502764,Cumaru do Norte (PA),44 anos,172
1502764,Cumaru do Norte (PA),45 anos,161
1502764,Cumaru do Norte (PA),49 anos,118
1502764,Cumaru do Norte (PA),50 anos,123
1502764,Cumaru do Norte (PA),54 anos,78
1502764,Cumaru do Norte (PA),55 anos,64
1502764,Cumaru do Norte (PA),59 anos,61
1502764,Cumaru do Norte (PA),60 anos,52
1502764,Cumaru do Norte (PA),64 anos,50
1502764,Cumaru do Norte (PA),70 anos ou mais,109
1502772,Curionópolis (PA),Total,18288
1502772,Curionópolis (PA),Menos de 1 ano,343
1502772,Curionópolis (PA),3 anos,364
1502772,Curionópolis (PA),4 anos,372
1502772,Curionópolis (PA),6 anos,388
1502772,Curionópolis (PA),7 anos,356
1502772,Curionópolis (PA),15 anos,430
1502772,Curionópolis (PA),16 anos,435
1502772,Curionópolis (PA),17 anos,408
1502772,Curionópolis (PA),18 anos,399
1502772,Curionópolis (PA),24 anos,295
1502772,Curionópolis (PA),25 anos,306
1502772,Curionópolis (PA),34 anos,219
1502772,Curionópolis (PA),40 anos,167
1502772,Curionópolis (PA),44 anos,176
1502772,Curionópolis (PA),45 anos,189
1502772,Curionópolis (PA),49 anos,172
1502772,Curionópolis (PA),50 anos,202
1502772,Curionópolis (PA),54 anos,152
1502772,Curionópolis (PA),55 anos,164
1502772,Curionópolis (PA),59 anos,134
1502772,Curionópolis (PA),60 anos,128
1502772,Curionópolis (PA),64 anos,81
1502772,Curionópolis (PA),70 anos ou mais,745
1502806,Curralinho (PA),Total,28549
1502806,Curralinho (PA),Menos de 1 ano,805
1502806,Curralinho (PA),3 anos,850
1502806,Curralinho (PA),4 anos,859
1502806,Curralinho (PA),6 anos,835
1502806,Curralinho (PA),7 anos,812
1502806,Curralinho (PA),15 anos,745
1502806,Curralinho (PA),16 anos,716
1502806,Curralinho (PA),17 anos,680
1502806,Curralinho (PA),18 anos,657
1502806,Curralinho (PA),24 anos,494
1502806,Curralinho (PA),25 anos,494
1502806,Curralinho (PA),34 anos,309
1502806,Curralinho (PA),40 anos,265
1502806,Curralinho (PA),44 anos,197
1502806,Curralinho (PA),45 anos,211
1502806,Curralinho (PA),49 anos,152
1502806,Curralinho (PA),50 anos,167
1502806,Curralinho (PA),54 anos,123
1502806,Curralinho (PA),55 anos,134
1502806,Curralinho (PA),59 anos,98
1502806,Curralinho (PA),60 anos,113
1502806,Curralinho (PA),64 anos,87
1502806,Curralinho (PA),70 anos ou mais,696
1502855,Curuá (PA),Total,12254
1502855,Curuá (PA),Menos de 1 ano,255
1502855,Curuá (PA),3 anos,333
1502855,Curuá (PA),4 anos,359
1502855,Curuá (PA),6 anos,354
1502855,Curuá (PA),7 anos,350
1502855,Curuá (PA),15 anos,285
1502855,Curuá (PA),16 anos,270
1502855,Curuá (PA),17 anos,287
1502855,Curuá (PA),18 anos,246
1502855,Curuá (PA),24 anos,240
1502855,Curuá (PA),25 anos,188
1502855,Curuá (PA),34 anos,133
1502855,Curuá (PA),40 anos,114
1502855,Curuá (PA),44 anos,113
1502855,Curuá (PA),45 anos,104
1502855,Curuá (PA),49 anos,81
1502855,Curuá (PA),50 anos,83
1502855,Curuá (PA),54 anos,87
1502855,Curuá (PA),55 anos,66
1502855,Curuá (PA),59 anos,41
1502855,Curuá (PA),60 anos,48
1502855,Curuá (PA),64 anos,51
1502855,Curuá (PA),70 anos ou mais,340
1502905,Curuçá (PA),Total,34294
1502905,Curuçá (PA),Menos de 1 ano,600
1502905,Curuçá (PA),3 anos,688
1502905,Curuçá (PA),4 anos,690
1502905,Curuçá (PA),6 anos,743
1502905,Curuçá (PA),7 anos,802
1502905,Curuçá (PA),15 anos,787
1502905,Curuçá (PA),16 anos,755
1502905,Curuçá (PA),17 anos,729
1502905,Curuçá (PA),18 anos,699
1502905,Curuçá (PA),24 anos,595
1502905,Curuçá (PA),25 anos,563
1502905,Curuçá (PA),34 anos,444
1502905,Curuçá (PA),40 anos,445
1502905,Curuçá (PA),44 anos,335
1502905,Curuçá (PA),45 anos,321
1502905,Curuçá (PA),49 anos,293
1502905,Curuçá (PA),50 anos,343
1502905,Curuçá (PA),54 anos,264
1502905,Curuçá (PA),55 anos,229
1502905,Curuçá (PA),59 anos,202
1502905,Curuçá (PA),60 anos,229
1502905,Curuçá (PA),64 anos,192
1502905,Curuçá (PA),70 anos ou mais,1692
1502939,Dom Eliseu (PA),Total,51319
1502939,Dom Eliseu (PA),Menos de 1 ano,1016
1502939,Dom Eliseu (PA),3 anos,1037
1502939,Dom Eliseu (PA),4 anos,1114
1502939,Dom Eliseu (PA),6 anos,1128
1502939,Dom Eliseu (PA),7 anos,1141
1502939,Dom Eliseu (PA),15 anos,1128
1502939,Dom Eliseu (PA),16 anos,1013
1502939,Dom Eliseu (PA),17 anos,1044
1502939,Dom Eliseu (PA),18 anos,1065
1502939,Dom Eliseu (PA),24 anos,1082
1502939,Dom Eliseu (PA),25 anos,1153
1502939,Dom Eliseu (PA),34 anos,739
1502939,Dom Eliseu (PA),40 anos,767
1502939,Dom Eliseu (PA),44 anos,505
1502939,Dom Eliseu (PA),45 anos,516
1502939,Dom Eliseu (PA),49 anos,418
1502939,Dom Eliseu (PA),50 anos,441
1502939,Dom Eliseu (PA),54 anos,315
1502939,Dom Eliseu (PA),55 anos,320
1502939,Dom Eliseu (PA),59 anos,225
1502939,Dom Eliseu (PA),60 anos,272
1502939,Dom Eliseu (PA),64 anos,148
1502939,Dom Eliseu (PA),70 anos ou mais,966
1502954,Eldorado do Carajás (PA),Total,31786
1502954,Eldorado do Carajás (PA),Menos de 1 ano,649
1502954,Eldorado do Carajás (PA),3 anos,723
1502954,Eldorado do Carajás (PA),4 anos,708
1502954,Eldorado do Carajás (PA),6 anos,686
1502954,Eldorado do Carajás (PA),7 anos,738
1502954,Eldorado do Carajás (PA),15 anos,753
1502954,Eldorado do Carajás (PA),16 anos,697
1502954,Eldorado do Carajás (PA),17 anos,681
1502954,Eldorado do Carajás (PA),18 anos,647
1502954,Eldorado do Carajás (PA),24 anos,608
1502954,Eldorado do Carajás (PA),25 anos,527
1502954,Eldorado do Carajás (PA),34 anos,409
1502954,Eldorado do Carajás (PA),40 anos,391
1502954,Eldorado do Carajás (PA),44 anos,342
1502954,Eldorado do Carajás (PA),45 anos,320
1502954,Eldorado do Carajás (PA),49 anos,277
1502954,Eldorado do Carajás (PA),50 anos,312
1502954,Eldorado do Carajás (PA),54 anos,225
1502954,Eldorado do Carajás (PA),55 anos,228
1502954,Eldorado do Carajás (PA),59 anos,174
1502954,Eldorado do Carajás (PA),60 anos,174
1502954,Eldorado do Carajás (PA),64 anos,144
1502954,Eldorado do Carajás (PA),70 anos ou mais,695
1503002,Faro (PA),Total,8177
1503002,Faro (PA),Menos de 1 ano,177
1503002,Faro (PA),3 anos,216
1503002,Faro (PA),4 anos,218
1503002,Faro (PA),6 anos,231
1503002,Faro (PA),7 anos,183
1503002,Faro (PA),15 anos,204
1503002,Faro (PA),16 anos,210
1503002,Faro (PA),17 anos,220
1503002,Faro (PA),18 anos,174
1503002,Faro (PA),24 anos,136
1503002,Faro (PA),25 anos,145
1503002,Faro (PA),34 anos,96
1503002,Faro (PA),40 anos,89
1503002,Faro (PA),44 anos,51
1503002,Faro (PA),45 anos,84
1503002,Faro (PA),49 anos,53
1503002,Faro (PA),50 anos,80
1503002,Faro (PA),54 anos,63
1503002,Faro (PA),55 anos,57
1503002,Faro (PA),59 anos,47
1503002,Faro (PA),60 anos,47
1503002,Faro (PA),64 anos,26
1503002,Faro (PA),70 anos ou mais,274
1503044,Floresta do Araguaia (PA),Total,17768
1503044,Floresta do Araguaia (PA),Menos de 1 ano,376
1503044,Floresta do Araguaia (PA),3 anos,348
1503044,Floresta do Araguaia (PA),4 anos,383
1503044,Floresta do Araguaia (PA),6 anos,372
1503044,Floresta do Araguaia (PA),7 anos,376
1503044,Floresta do Araguaia (PA),15 anos,444
1503044,Floresta do Araguaia (PA),16 anos,385
1503044,Floresta do Araguaia (PA),17 anos,362
1503044,Floresta do Araguaia (PA),18 anos,377
1503044,Floresta do Araguaia (PA),24 anos,325
1503044,Floresta do Araguaia (PA),25 anos,319
1503044,Floresta do Araguaia (PA),34 anos,290
1503044,Floresta do Araguaia (PA),40 anos,239
1503044,Floresta do Araguaia (PA),44 anos,197
1503044,Floresta do Araguaia (PA),45 anos,167
1503044,Floresta do Araguaia (PA),49 anos,145
1503044,Floresta do Araguaia (PA),50 anos,171
1503044,Floresta do Araguaia (PA),54 anos,143
1503044,Floresta do Araguaia (PA),55 anos,118
1503044,Floresta do Araguaia (PA),59 anos,126
1503044,Floresta do Araguaia (PA),60 anos,107
1503044,Floresta do Araguaia (PA),64 anos,69
1503044,Floresta do Araguaia (PA),70 anos ou mais,476
1503077,Garrafão do Norte (PA),Total,25034
1503077,Garrafão do Norte (PA),Menos de 1 ano,495
1503077,Garrafão do Norte (PA),3 anos,574
1503077,Garrafão do Norte (PA),4 anos,614
1503077,Garrafão do Norte (PA),6 anos,647
1503077,Garrafão do Norte (PA),7 anos,623
1503077,Garrafão do Norte (PA),15 anos,640
1503077,Garrafão do Norte (PA),16 anos,639
1503077,Garrafão do Norte (PA),17 anos,597
1503077,Garrafão do Norte (PA),18 anos,623
1503077,Garrafão do Norte (PA),24 anos,434
1503077,Garrafão do Norte (PA),25 anos,430
1503077,Garrafão do Norte (PA),34 anos,344
1503077,Garrafão do Norte (PA),40 anos,299
1503077,Garrafão do Norte (PA),44 anos,222
1503077,Garrafão do Norte (PA),45 anos,213
1503077,Garrafão do Norte (PA),49 anos,173
1503077,Garrafão do Norte (PA),50 anos,173
1503077,Garrafão do Norte (PA),54 anos,140
1503077,Garrafão do Norte (PA),55 anos,149
1503077,Garrafão do Norte (PA),59 anos,124
1503077,Garrafão do Norte (PA),60 anos,107
1503077,Garrafão do Norte (PA),64 anos,104
1503077,Garrafão do Norte (PA),70 anos ou mais,685
1503093,Goianésia do Pará (PA),Total,30436
1503093,Goianésia do Pará (PA),Menos de 1 ano,636
1503093,Goianésia do Pará (PA),3 anos,716
1503093,Goianésia do Pará (PA),4 anos,690
1503093,Goianésia do Pará (PA),6 anos,589
1503093,Goianésia do Pará (PA),7 anos,668
1503093,Goianésia do Pará (PA),15 anos,646
1503093,Goianésia do Pará (PA),16 anos,615
1503093,Goianésia do Pará (PA),17 anos,657
1503093,Goianésia do Pará (PA),18 anos,672
1503093,Goianésia do Pará (PA),24 anos,612
1503093,Goianésia do Pará (PA),25 anos,660
1503093,Goianésia do Pará (PA),34 anos,438
1503093,Goianésia do Pará (PA),40 anos,404
1503093,Goianésia do Pará (PA),44 anos,259
1503093,Goianésia do Pará (PA),45 anos,357
1503093,Goianésia do Pará (PA),49 anos,228
1503093,Goianésia do Pará (PA),50 anos,266
1503093,Goianésia do Pará (PA),54 anos,195
1503093,Goianésia do Pará (PA),55 anos,229
1503093,Goianésia do Pará (PA),59 anos,144
1503093,Goianésia do Pará (PA),60 anos,145
1503093,Goianésia do Pará (PA),64 anos,108
1503093,Goianésia do Pará (PA),70 anos ou mais,617
1503101,Gurupá (PA),Total,29062
1503101,Gurupá (PA),Menos de 1 ano,717
1503101,Gurupá (PA),3 anos,861
1503101,Gurupá (PA),4 anos,748
1503101,Gurupá (PA),6 anos,804
1503101,Gurupá (PA),7 anos,817
1503101,Gurupá (PA),15 anos,762
1503101,Gurupá (PA),16 anos,739
1503101,Gurupá (PA),17 anos,632
1503101,Gurupá (PA),18 anos,622
1503101,Gurupá (PA),24 anos,533
1503101,Gurupá (PA),25 anos,536
1503101,Gurupá (PA),34 anos,321
1503101,Gurupá (PA),40 anos,290
1503101,Gurupá (PA),44 anos,212
1503101,Gurupá (PA),45 anos,236
1503101,Gurupá (PA),49 anos,193
1503101,Gurupá (PA),50 anos,192
1503101,Gurupá (PA),54 anos,170
1503101,Gurupá (PA),55 anos,153
1503101,Gurupá (PA),59 anos,108
1503101,Gurupá (PA),60 anos,135
1503101,Gurupá (PA),64 anos,82
1503101,Gurupá (PA),70 anos ou mais,709
1503200,Igarapé-Açu (PA),Total,35887
1503200,Igarapé-Açu (PA),Menos de 1 ano,590
1503200,Igarapé-Açu (PA),3 anos,668
1503200,Igarapé-Açu (PA),4 anos,622
1503200,Igarapé-Açu (PA),6 anos,687
1503200,Igarapé-Açu (PA),7 anos,736
1503200,Igarapé-Açu (PA),15 anos,830
1503200,Igarapé-Açu (PA),16 anos,857
1503200,Igarapé-Açu (PA),17 anos,808
1503200,Igarapé-Açu (PA),18 anos,817
1503200,Igarapé-Açu (PA),24 anos,669
1503200,Igarapé-Açu (PA),25 anos,684
1503200,Igarapé-Açu (PA),34 anos,507
1503200,Igarapé-Açu (PA),40 anos,486
1503200,Igarapé-Açu (PA),44 anos,371
1503200,Igarapé-Açu (PA),45 anos,353
1503200,Igarapé-Açu (PA),49 anos,308
1503200,Igarapé-Açu (PA),50 anos,326
1503200,Igarapé-Açu (PA),54 anos,268
1503200,Igarapé-Açu (PA),55 anos,228
1503200,Igarapé-Açu (PA),59 anos,242
1503200,Igarapé-Açu (PA),60 anos,225
1503200,Igarapé-Açu (PA),64 anos,159
1503200,Igarapé-Açu (PA),70 anos ou mais,1453
1503309,Igarapé-Miri (PA),Total,58077
1503309,Igarapé-Miri (PA),Menos de 1 ano,1238
1503309,Igarapé-Miri (PA),3 anos,1294
1503309,Igarapé-Miri (PA),4 anos,1373
