Codigo,Municipio,Brancos,Pretos,Amarelos,Pardos,Indigenas,NoData,Ano,RI
150770,SÃO SEBASTIÃO DA BOA VISTA,480,112,34,21934,7,1,2018,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,473,111,35,22276,7,1,2019,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,473,116,36,22362,7,0,2020,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,495,126,39,23197,8,0,2021,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,545,156,57,25027,8,0,2022,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,588,158,64,25772,8,0,2023,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,591,153,61,25743,8,0,2024,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,542,154,21,19236,10,22,2012,Marajó
150770,SÃO SEBASTIÃO DA BOA VISTA,466,114,33,21226,8,114,2015,Marajó
150775,SAPUCAIA,484,244,9,2628,0,23,2012,Araguaia
150775,SAPUCAIA,555,259,12,2729,1,47,2013,Araguaia
150775,SAPUCAIA,600,264,9,2872,1,37,2014,Araguaia
150775,SAPUCAIA,477,206,11,3088,2,0,2025,Araguaia
150775,SAPUCAIA,487,229,14,3145,2,0,2024,Araguaia
150775,SAPUCAIA,431,214,18,2926,2,0,2023,Araguaia
150775,SAPUCAIA,443,211,20,2785,0,0,2022,Araguaia
150775,SAPUCAIA,404,185,16,2367,0,0,2021,Araguaia
150775,SAPUCAIA,352,166,12,2030,0,0,2020,Araguaia
150775,SAPUCAIA,371,170,12,2067,0,0,2019,Araguaia
150775,SAPUCAIA,360,179,10,2038,0,0,2018,Araguaia
150775,SAPUCAIA,438,170,10,2237,0,5,2017,Araguaia
150775,SAPUCAIA,499,197,8,2397,0,17,2016,Araguaia
150775,SAPUCAIA,530,220,8,2681,0,30,2015,Araguaia
150780,SENADOR JOSÉ PORFÍRIO,1602,874,190,14280,144,0,2023,Xingu
150780,SENADOR JOSÉ PORFÍRIO,1807,843,179,14144,142,1,2024,Xingu
150780,SENADOR JOSÉ PORFÍRIO,1424,831,182,13476,150,0,2022,Xingu
150780,SENADOR JOSÉ PORFÍRIO,1088,753,186,11866,133,2,2021,Xingu
150780,SENADOR JOSÉ PORFÍRIO,977,711,182,11512,128,2,2020,Xingu
150780,SENADOR JOSÉ PORFÍRIO,977,726,185,11727,126,2,2019,Xingu
150780,SENADOR JOSÉ PORFÍRIO,991,721,156,11491,139,3,2018,Xingu
150780,SENADOR JOSÉ PORFÍRIO,741,607,128,10595,142,7,2017,Xingu
150780,SENADOR JOSÉ PORFÍRIO,721,596,124,9930,142,9,2016,Xingu
150780,SENADOR JOSÉ PORFÍRIO,670,612,121,8994,132,24,2015,Xingu
150780,SENADOR JOSÉ PORFÍRIO,755,678,129,9127,136,38,2014,Xingu
150780,SENADOR JOSÉ PORFÍRIO,772,694,117,8465,124,40,2013,Xingu
150780,SENADOR JOSÉ PORFÍRIO,767,707,116,8286,127,9,2012,Xingu
150780,SENADOR JOSÉ PORFÍRIO,2466,1074,199,14576,156,1,2025,Xingu
150790,SOURE,180,317,43,14087,1,42,2012,Marajó
150790,SOURE,190,324,42,15132,1,213,2013,Marajó
150790,SOURE,214,349,50,16357,3,161,2014,Marajó
150790,SOURE,188,346,54,15449,3,106,2015,Marajó
150790,SOURE,186,359,50,15363,3,69,2016,Marajó
150790,SOURE,281,410,52,15217,5,34,2017,Marajó
150790,SOURE,435,536,61,14835,4,11,2018,Marajó
150790,SOURE,530,598,67,14996,5,8,2019,Marajó
150790,SOURE,546,602,69,14831,5,9,2020,Marajó
150790,SOURE,614,678,71,15665,7,8,2021,Marajó
150790,SOURE,709,743,81,16451,7,5,2022,Marajó
150790,SOURE,808,830,94,16890,8,3,2023,Marajó
150790,SOURE,914,969,91,16880,6,3,2024,Marajó
150790,SOURE,1159,1237,85,17244,7,2,2025,Marajó
150795,TAILÂNDIA,4339,2509,632,48427,58,5,2023,Tocantins
150795,TAILÂNDIA,4066,2353,558,48784,51,3,2025,Tocantins
150795,TAILÂNDIA,4194,2420,596,48173,54,5,2024,Tocantins
150795,TAILÂNDIA,3121,2501,590,35435,55,138,2012,Tocantins
150795,TAILÂNDIA,3964,2542,723,38817,76,367,2013,Tocantins
150795,TAILÂNDIA,4145,2483,628,41599,63,327,2014,Tocantins
150795,TAILÂNDIA,3958,2245,568,41009,54,220,2015,Tocantins
150795,TAILÂNDIA,3853,2205,524,41185,50,142,2016,Tocantins
150795,TAILÂNDIA,3546,2134,539,39967,49,41,2017,Tocantins
150795,TAILÂNDIA,3040,1919,567,37768,46,4,2018,Tocantins
150795,TAILÂNDIA,2926,1893,572,37858,34,8,2019,Tocantins
150795,TAILÂNDIA,2916,1838,562,37458,34,10,2020,Tocantins
150795,TAILÂNDIA,3316,1994,593,39290,37,8,2021,Tocantins
150795,TAILÂNDIA,4022,2409,650,45470,48,8,2022,Tocantins
150796,TERRA ALTA,618,173,42,8726,19,0,2025,Guamá
150796,TERRA ALTA,556,162,50,9074,33,2,2024,Guamá
150796,TERRA ALTA,521,158,40,9775,41,2,2023,Guamá
150796,TERRA ALTA,439,138,38,9801,42,2,2022,Guamá
150796,TERRA ALTA,309,100,33,9115,39,2,2021,Guamá
150796,TERRA ALTA,253,88,30,8950,10,3,2020,Guamá
150796,TERRA ALTA,248,88,34,9018,8,3,2019,Guamá
150796,TERRA ALTA,249,96,29,8801,9,5,2018,Guamá
150796,TERRA ALTA,259,97,15,8823,7,17,2017,Guamá
150796,TERRA ALTA,251,91,6,8537,8,52,2016,Guamá
150796,TERRA ALTA,283,111,4,8397,10,75,2015,Guamá
150796,TERRA ALTA,332,129,2,8456,15,120,2014,Guamá
150796,TERRA ALTA,349,155,1,7599,24,17,2012,Guamá
150796,TERRA ALTA,364,152,1,7975,18,129,2013,Guamá
150797,TERRA SANTA,380,69,30,14643,26,0,2025,Baixo Amazonas
150797,TERRA SANTA,390,67,34,14531,22,0,2024,Baixo Amazonas
150797,TERRA SANTA,191,28,20,12012,4,0,2020,Baixo Amazonas
150797,TERRA SANTA,190,26,12,12337,4,1,2019,Baixo Amazonas
150797,TERRA SANTA,174,21,10,12014,3,2,2018,Baixo Amazonas
150797,TERRA SANTA,212,23,5,12392,1,3,2017,Baixo Amazonas
150797,TERRA SANTA,228,23,6,12281,3,11,2016,Baixo Amazonas
150797,TERRA SANTA,236,21,8,12159,3,30,2015,Baixo Amazonas
150797,TERRA SANTA,287,24,11,12610,4,69,2014,Baixo Amazonas
150797,TERRA SANTA,384,57,34,14352,24,0,2023,Baixo Amazonas
150797,TERRA SANTA,348,53,28,13903,7,0,2022,Baixo Amazonas
150797,TERRA SANTA,242,34,31,12635,6,0,2021,Baixo Amazonas
150797,TERRA SANTA,267,26,9,12206,4,101,2013,Baixo Amazonas
150797,TERRA SANTA,272,21,7,11744,3,126,2012,Baixo Amazonas
150800,TOMÉ-AÇU,3354,2767,163,45697,351,0,2025,Rio Capim
150800,TOMÉ-AÇU,1411,1150,42,41949,82,279,2012,Rio Capim
150800,TOMÉ-AÇU,1623,1783,51,43041,93,535,2013,Rio Capim
150800,TOMÉ-AÇU,1675,1941,58,44232,108,405,2014,Rio Capim
150800,TOMÉ-AÇU,1565,2021,63,41438,127,202,2015,Rio Capim
150800,TOMÉ-AÇU,1433,2070,58,40163,137,133,2016,Rio Capim
150800,TOMÉ-AÇU,1308,1949,57,39240,148,78,2017,Rio Capim
150800,TOMÉ-AÇU,1209,1754,65,37928,162,8,2018,Rio Capim
150800,TOMÉ-AÇU,1256,1865,73,38970,164,5,2019,Rio Capim
150800,TOMÉ-AÇU,1263,1832,78,37859,142,6,2020,Rio Capim
150800,TOMÉ-AÇU,1433,1924,79,39075,147,6,2021,Rio Capim
150800,TOMÉ-AÇU,2219,2327,129,43698,213,7,2022,Rio Capim
150800,TOMÉ-AÇU,2753,2506,158,46077,247,5,2023,Rio Capim
150800,TOMÉ-AÇU,3064,2588,168,45775,305,2,2024,Rio Capim
150803,TRACUATEUA,568,265,75,24078,11,1,2025,Rio Caeté
150803,TRACUATEUA,546,257,78,24521,11,1,2024,Rio Caeté
150803,TRACUATEUA,490,258,84,24560,10,2,2023,Rio Caeté
150803,TRACUATEUA,445,245,73,24256,11,1,2022,Rio Caeté
150803,TRACUATEUA,384,202,61,22732,9,1,2021,Rio Caeté
150803,TRACUATEUA,326,191,53,21916,6,1,2020,Rio Caeté
150803,TRACUATEUA,324,194,46,22352,6,1,2019,Rio Caeté
150803,TRACUATEUA,318,184,44,22096,7,0,2018,Rio Caeté
150803,TRACUATEUA,334,186,45,22652,7,69,2017,Rio Caeté
150803,TRACUATEUA,326,177,45,23118,5,98,2016,Rio Caeté
150803,TRACUATEUA,329,192,44,22891,5,139,2015,Rio Caeté
150803,TRACUATEUA,337,209,49,24451,5,245,2014,Rio Caeté
150803,TRACUATEUA,259,200,52,23788,5,269,2013,Rio Caeté
150803,TRACUATEUA,198,238,44,22750,6,297,2012,Rio Caeté
150805,TRAIRÃO,1236,343,15,7477,24,47,2012,Tapajós
150805,TRAIRÃO,1237,334,24,7808,23,68,2013,Tapajós
150805,TRAIRÃO,1234,331,24,8230,22,70,2014,Tapajós
150805,TRAIRÃO,1076,305,22,7855,21,37,2015,Tapajós
150805,TRAIRÃO,1009,312,27,8042,23,20,2016,Tapajós
150805,TRAIRÃO,1009,302,25,8471,22,10,2017,Tapajós
150805,TRAIRÃO,1017,308,25,9097,58,3,2018,Tapajós
150805,TRAIRÃO,1011,308,29,9412,66,1,2019,Tapajós
150805,TRAIRÃO,965,295,27,9155,61,0,2020,Tapajós
150805,TRAIRÃO,1019,312,31,9600,64,0,2021,Tapajós
150805,TRAIRÃO,1141,350,41,10473,64,0,2022,Tapajós
150805,TRAIRÃO,1205,378,46,10905,137,0,2023,Tapajós
150805,TRAIRÃO,1286,378,57,10779,155,1,2024,Tapajós
150805,TRAIRÃO,1427,386,62,10920,154,0,2025,Tapajós
150808,TUCUMÃ,3374,718,62,15135,12,20,2012,Araguaia
150808,TUCUMÃ,3502,744,66,15746,4,172,2013,Araguaia
150808,TUCUMÃ,3581,749,68,16317,9,159,2014,Araguaia
150808,TUCUMÃ,3155,650,71,15166,10,91,2015,Araguaia
150808,TUCUMÃ,2926,620,62,14266,8,56,2016,Araguaia
150808,TUCUMÃ,2893,638,59,14389,14,13,2017,Araguaia
150808,TUCUMÃ,2590,603,64,13537,14,1,2018,Araguaia
150808,TUCUMÃ,2655,624,79,14079,14,1,2019,Araguaia
150808,TUCUMÃ,2438,623,80,13231,14,3,2020,Araguaia
150808,TUCUMÃ,2748,718,89,15299,18,4,2021,Araguaia
150808,TUCUMÃ,3113,807,102,17734,15,3,2022,Araguaia
150808,TUCUMÃ,3216,829,109,18570,21,4,2023,Araguaia
150808,TUCUMÃ,3298,820,106,19467,67,3,2024,Araguaia
150808,TUCUMÃ,3412,845,112,19762,136,0,2025,Araguaia
150810,TUCURUÍ,6420,2225,212,47073,772,7,2025,Lago Tucuruí
150810,TUCURUÍ,6248,2334,125,48419,489,286,2012,Lago Tucuruí
150810,TUCURUÍ,6424,2233,230,47962,776,7,2024,Lago Tucuruí
150810,TUCURUÍ,6854,2387,249,51210,762,9,2023,Lago Tucuruí
150810,TUCURUÍ,6747,2394,250,50037,720,7,2022,Lago Tucuruí
150810,TUCURUÍ,6131,2187,189,46831,620,8,2021,Lago Tucuruí
150810,TUCURUÍ,5780,2057,180,45404,591,9,2020,Lago Tucuruí
150810,TUCURUÍ,5929,2137,175,46640,603,14,2019,Lago Tucuruí
150810,TUCURUÍ,5823,2165,175,46802,574,18,2018,Lago Tucuruí
150810,TUCURUÍ,6051,2345,160,47301,574,140,2017,Lago Tucuruí
150810,TUCURUÍ,6161,2360,154,47028,531,326,2016,Lago Tucuruí
150810,TUCURUÍ,6642,2457,171,48767,538,450,2015,Lago Tucuruí
150810,TUCURUÍ,7133,2670,181,51587,558,634,2014,Lago Tucuruí
150810,TUCURUÍ,6625,2528,149,50796,542,671,2013,Lago Tucuruí
150812,ULIANÓPOLIS,2412,1449,85,14378,35,1,2025,Rio Capim
150812,ULIANÓPOLIS,2374,1387,87,14801,35,3,2024,Rio Capim
150812,ULIANÓPOLIS,2400,1478,88,15455,30,4,2023,Rio Capim
150812,ULIANÓPOLIS,2279,1447,95,14792,32,6,2022,Rio Capim
150812,ULIANÓPOLIS,1895,1256,55,12827,25,4,2021,Rio Capim
150812,ULIANÓPOLIS,1688,1175,51,11975,22,2,2020,Rio Capim
150812,ULIANÓPOLIS,1698,1195,54,12491,18,2,2019,Rio Capim
150812,ULIANÓPOLIS,1475,1006,69,12643,19,5,2018,Rio Capim
150812,ULIANÓPOLIS,1136,710,86,13835,19,16,2017,Rio Capim
150812,ULIANÓPOLIS,1008,640,91,14518,15,46,2016,Rio Capim
150812,ULIANÓPOLIS,987,704,108,14616,12,86,2015,Rio Capim
150812,ULIANÓPOLIS,1001,744,133,14878,10,134,2014,Rio Capim
150812,ULIANÓPOLIS,983,716,132,14429,11,137,2013,Rio Capim
150812,ULIANÓPOLIS,798,590,142,13663,9,63,2012,Rio Capim
150815,URUARÁ,2035,823,94,24523,13,348,2013,Xingu
150815,URUARÁ,2555,1039,109,25644,19,277,2014,Xingu
150815,URUARÁ,2547,1095,142,23665,24,167,2015,Xingu
150815,URUARÁ,2752,1189,185,23262,21,106,2016,Xingu
150815,URUARÁ,2932,1335,188,22850,21,38,2017,Xingu
150815,URUARÁ,3019,1444,190,22727,20,6,2018,Xingu
150815,URUARÁ,3198,1535,179,23310,20,5,2019,Xingu
150815,URUARÁ,3226,1484,184,22929,17,7,2020,Xingu
150815,URUARÁ,3428,1543,191,23868,18,6,2021,Xingu
150815,URUARÁ,3731,1670,205,25402,20,3,2022,Xingu
150815,URUARÁ,3889,1721,238,26089,26,1,2023,Xingu
150815,URUARÁ,3812,1661,240,25721,25,0,2024,Xingu
150815,URUARÁ,4017,1851,232,25996,33,0,2025,Xingu
150815,URUARÁ,1949,773,65,22735,15,94,2012,Xingu
150820,VIGIA,2133,556,58,29354,74,119,2014,Guamá
150820,VIGIA,1607,546,54,27827,93,32,2012,Guamá
150820,VIGIA,1842,542,53,28391,90,147,2013,Guamá
150820,VIGIA,3351,697,165,32976,43,1,2025,Guamá
150820,VIGIA,3239,679,168,32914,49,1,2024,Guamá
150820,VIGIA,3200,761,185,34991,62,4,2023,Guamá
150820,VIGIA,3124,774,181,34306,61,7,2022,Guamá
150820,VIGIA,2503,620,82,30339,51,3,2021,Guamá
150820,VIGIA,2147,548,79,29296,45,8,2020,Guamá
150820,VIGIA,2233,579,83,30301,48,4,2019,Guamá
150820,VIGIA,2220,598,75,29470,53,1,2018,Guamá
150820,VIGIA,2286,642,70,29253,55,27,2017,Guamá
150820,VIGIA,2380,676,63,29405,58,53,2016,Guamá
150820,VIGIA,2256,612,57,29329,65,65,2015,Guamá
150830,VISEU,992,514,43,44628,24,36,2012,Rio Caeté
150830,VISEU,1005,507,47,46048,22,206,2013,Rio Caeté
150830,VISEU,1030,505,48,47503,22,155,2014,Rio Caeté
150830,VISEU,996,496,49,46774,23,97,2015,Rio Caeté
150830,VISEU,921,459,54,45675,22,51,2016,Rio Caeté
150830,VISEU,890,442,56,44301,23,17,2017,Rio Caeté
150830,VISEU,845,390,54,41710,20,2,2018,Rio Caeté
150830,VISEU,815,375,61,41741,20,2,2019,Rio Caeté
150830,VISEU,822,367,74,41565,20,2,2020,Rio Caeté
150830,VISEU,823,352,74,42453,19,1,2021,Rio Caeté
150830,VISEU,842,371,105,44668,16,1,2022,Rio Caeté
150830,VISEU,874,384,94,44269,15,1,2023,Rio Caeté
150830,VISEU,957,416,90,44096,16,1,2024,Rio Caeté
150830,VISEU,1293,697,92,43259,16,1,2025,Rio Caeté
150835,VITÓRIA DO XINGU,1067,525,15,5756,43,29,2012,Xingu
150835,VITÓRIA DO XINGU,1081,494,36,5583,39,14,2013,Xingu
150835,VITÓRIA DO XINGU,1151,516,56,5996,69,15,2014,Xingu
150835,VITÓRIA DO XINGU,1027,480,52,5783,63,5,2015,Xingu
150835,VITÓRIA DO XINGU,963,440,55,5948,66,4,2016,Xingu
150835,VITÓRIA DO XINGU,981,452,57,6169,63,2,2017,Xingu
150835,VITÓRIA DO XINGU,955,421,53,5849,56,1,2018,Xingu
150835,VITÓRIA DO XINGU,1047,453,66,6333,47,2,2019,Xingu
150835,VITÓRIA DO XINGU,1000,433,68,6019,43,3,2020,Xingu
150835,VITÓRIA DO XINGU,1206,569,85,7246,75,1,2021,Xingu
150835,VITÓRIA DO XINGU,1482,702,97,9050,201,2,2022,Xingu
150835,VITÓRIA DO XINGU,1568,705,98,9787,301,1,2023,Xingu
150835,VITÓRIA DO XINGU,1622,734,75,10147,371,0,2024,Xingu
150835,VITÓRIA DO XINGU,1646,701,66,10074,398,0,2025,Xingu
150840,XINGUARA,3062,1154,168,23532,34,5,2025,Araguaia
150840,XINGUARA,2699,1012,170,23980,33,5,2024,Araguaia
150840,XINGUARA,2648,1022,174,24001,34,1,2023,Araguaia
150840,XINGUARA,2566,992,128,22611,30,4,2022,Araguaia
150840,XINGUARA,2252,913,64,19534,29,3,2021,Araguaia
150840,XINGUARA,2128,876,56,17889,26,5,2020,Araguaia
150840,XINGUARA,2196,894,61,18450,26,6,2019,Araguaia
150840,XINGUARA,2175,868,64,18021,27,5,2018,Araguaia
150840,XINGUARA,2425,979,66,18165,31,48,2017,Araguaia
150840,XINGUARA,2560,1027,60,18228,31,60,2016,Araguaia
150840,XINGUARA,2665,1060,63,17126,27,70,2015,Araguaia
150840,XINGUARA,3428,1409,69,18430,38,144,2014,Araguaia
150840,XINGUARA,3283,1389,62,16292,41,290,2013,Araguaia
150840,XINGUARA,3055,1493,50,14119,54,70,2012,Araguaia
