Codigo,Municipio_x,0-3_cadunico,4-6_cadunico,7-15_cadunico,16-17_cadunico,18-24_cadunico,25-34_cadunico,35-39_cadunico,40-44_cadunico,45-49_cadunico,50-54_cadunico,55-59_cadunico,60-64_cadunico,64+_cadunico,Total_cadunico,Ano,RI,Municipio_y,0-3_geral,4-6_geral,7-15_geral,16-17_geral,18-24_geral,25-34_geral,35-39_geral,40-44_geral,45-49_geral,50-54_geral,55-59_geral,60-64_geral,64+_geral,Total_geral
150275,CONCÓRDIA DO PARÁ,1649.0,1653.0,5031.0,1190.0,3478.0,3790.0,1659.0,1402.0,1178.0,1015.0,775.0,494.0,843.0,24157.0,2022,Rio Capim,Concórdia do Pará (PA),1977.0,1604.0,4829.0,1145.0,3440.0,4290.0,2133.0,1786.0,1459.0,1221.0,967.0,582.0,1939.0,26881.0
150276,CUMARU DO NORTE,,,1623.0,339.0,730.0,881.0,398.0,320.0,321.0,227.0,180.0,155.0,225.0,5399.0,2010,Araguaia,Cumaru do Norte (PA),898.0,659.0,1888.0,358.0,1220.0,2005.0,746.0,743.0,656.0,473.0,338.0,230.0,252.0,10466.0
150276,CUMARU DO NORTE,544.0,491.0,1540.0,300.0,922.0,954.0,414.0,397.0,341.0,271.0,275.0,205.0,409.0,7063.0,2022,Araguaia,Cumaru do Norte (PA),1226.0,890.0,2505.0,454.0,1802.0,2359.0,1088.0,972.0,782.0,684.0,580.0,309.0,640.0,14036.0
150277,CURIONÓPOLIS,,,3848.0,847.0,2342.0,2090.0,811.0,605.0,630.0,590.0,561.0,442.0,955.0,13721.0,2010,Carajás,Curionópolis (PA),1421.0,1118.0,3624.0,843.0,2460.0,2655.0,959.0,919.0,968.0,883.0,716.0,527.0,1194.0,18288.0
150277,CURIONÓPOLIS,1199.0,1028.0,3125.0,636.0,1898.0,1987.0,796.0,705.0,649.0,541.0,611.0,567.0,1407.0,15149.0,2022,Carajás,Curionópolis (PA),1543.0,1082.0,3495.0,726.0,2387.0,3141.0,1478.0,1284.0,1081.0,835.0,845.0,650.0,1769.0,19950.0
150280,CURRALINHO,,,7171.0,1391.0,3825.0,3723.0,1351.0,1084.0,764.0,602.0,475.0,354.0,473.0,21213.0,2010,Marajó,Curralinho (PA),3263.0,2514.0,7153.0,1396.0,3954.0,4078.0,1457.0,1038.0,881.0,689.0,587.0,454.0,1070.0,28549.0
150280,CURRALINHO,2226.0,2166.0,6573.0,1585.0,4959.0,5014.0,1784.0,1547.0,1177.0,916.0,621.0,341.0,501.0,29410.0,2022,Marajó,Curralinho (PA),2986.0,2384.0,7026.0,1553.0,5030.0,5481.0,2299.0,1957.0,1491.0,1180.0,845.0,554.0,1746.0,33903.0
150285,CURUÁ,,,3164.0,619.0,1523.0,1455.0,540.0,395.0,384.0,312.0,249.0,128.0,104.0,8873.0,2010,Baixo Amazonas,Curuá (PA),1157.0,1053.0,2900.0,557.0,1619.0,1797.0,633.0,551.0,491.0,410.0,304.0,229.0,553.0,12254.0
150285,CURUÁ,834.0,777.0,2501.0,644.0,1844.0,1993.0,854.0,798.0,566.0,442.0,468.0,334.0,630.0,12685.0,2022,Baixo Amazonas,Curuá (PA),1130.0,823.0,2657.0,648.0,1787.0,2156.0,1059.0,981.0,684.0,572.0,558.0,338.0,962.0,14117.0
150290,CURUÇÁ,,,6901.0,1425.0,4011.0,3870.0,1537.0,1229.0,1137.0,945.0,747.0,485.0,628.0,22915.0,2010,Guamá,Curuçá (PA),2570.0,2159.0,7047.0,1484.0,4490.0,5114.0,1979.0,1830.0,1555.0,1421.0,1096.0,1025.0,2520.0,34294.0
150290,CURUÇÁ,2094.0,1910.0,5967.0,1486.0,4733.0,5060.0,2204.0,1903.0,1667.0,1458.0,1247.0,875.0,1361.0,31965.0,2022,Guamá,Curuçá (PA),2250.0,1875.0,6410.0,1458.0,4890.0,6194.0,3300.0,3014.0,2594.0,2326.0,1830.0,1346.0,4254.0,41262.0
150293,DOM ELISEU,,,6826.0,1400.0,3295.0,3892.0,1484.0,1250.0,1080.0,881.0,712.0,563.0,1142.0,22525.0,2010,Rio Capim,Dom Eliseu (PA),4155.0,3417.0,10455.0,2057.0,7555.0,9315.0,3478.0,2909.0,2326.0,1783.0,1295.0,963.0,1609.0,51319.0
150293,DOM ELISEU,1629.0,1701.0,5013.0,1183.0,3465.0,3506.0,1736.0,1587.0,1261.0,1120.0,1083.0,929.0,2303.0,26516.0,2022,Rio Capim,Dom Eliseu (PA),3839.0,3334.0,10216.0,2343.0,8073.0,9106.0,5144.0,4819.0,3079.0,2534.0,1986.0,1431.0,3470.0,58484.0
150295,ELDORADO DO CARAJÁS,,,5295.0,1087.0,2454.0,2587.0,1102.0,858.0,756.0,607.0,455.0,343.0,869.0,16413.0,2010,Carajás,Eldorado do Carajás (PA),2794.0,2152.0,6869.0,1378.0,4366.0,4815.0,1815.0,1724.0,1583.0,1247.0,983.0,797.0,1262.0,31786.0
150295,ELDORADO DO CARAJÁS,1298.0,1326.0,4301.0,1006.0,2838.0,2845.0,1331.0,1240.0,1036.0,958.0,1022.0,872.0,2223.0,22296.0,2022,Carajás,Eldorado do Carajás (PA),2158.0,1562.0,5125.0,1166.0,3332.0,4018.0,2146.0,1919.0,1520.0,1444.0,1276.0,846.0,2195.0,28192.0
150300,FARO,,,1739.0,337.0,1058.0,921.0,309.0,252.0,186.0,160.0,133.0,102.0,96.0,5293.0,2010,Baixo Amazonas,Faro (PA),804.0,681.0,1826.0,430.0,1051.0,1133.0,459.0,339.0,339.0,281.0,237.0,170.0,426.0,8177.0
150300,FARO,565.0,549.0,1561.0,396.0,1384.0,1502.0,617.0,494.0,408.0,326.0,265.0,204.0,297.0,8568.0,2022,Baixo Amazonas,Faro (PA),711.0,515.0,1557.0,414.0,1168.0,1329.0,622.0,549.0,463.0,391.0,315.0,217.0,647.0,8728.0
150304,FLORESTA DO ARAGUAIA,,,3004.0,667.0,1840.0,1890.0,859.0,632.0,529.0,405.0,275.0,271.0,565.0,10937.0,2010,Araguaia,Floresta do Araguaia (PA),1403.0,1095.0,3648.0,747.0,2290.0,3024.0,1193.0,1023.0,838.0,730.0,560.0,421.0,794.0,17768.0
150304,FLORESTA DO ARAGUAIA,977.0,927.0,2616.0,553.0,1738.0,2119.0,962.0,848.0,733.0,598.0,604.0,418.0,884.0,13977.0,2022,Araguaia,Floresta do Araguaia (PA),1218.0,961.0,2858.0,662.0,2095.0,2865.0,1350.0,1365.0,1107.0,955.0,831.0,490.0,1405.0,17898.0
150307,GARRAFÃO DO NORTE,,,5949.0,1333.0,3275.0,3137.0,1304.0,1027.0,875.0,603.0,491.0,332.0,927.0,19253.0,2010,Rio Capim,Garrafão do Norte (PA),2067.0,1896.0,5812.0,1236.0,3484.0,3830.0,1437.0,1233.0,937.0,736.0,651.0,543.0,1170.0,25034.0
150307,GARRAFÃO DO NORTE,1267.0,1172.0,4117.0,1031.0,2714.0,3098.0,1346.0,1192.0,1074.0,931.0,735.0,456.0,692.0,19825.0,2022,Rio Capim,Garrafão do Norte (PA),1718.0,1282.0,4221.0,1077.0,3164.0,4008.0,1838.0,1684.0,1430.0,1229.0,992.0,604.0,1837.0,24703.0
150309,GOIANÉSIA DO PARÁ,,,5651.0,1221.0,3367.0,3662.0,1458.0,1113.0,927.0,701.0,614.0,528.0,977.0,20219.0,2010,Lago Tucuruí,Goianésia do Pará (PA),2589.0,1934.0,6138.0,1272.0,4444.0,5664.0,1919.0,1590.0,1337.0,1071.0,884.0,570.0,1022.0,30436.0
150309,GOIANÉSIA DO PARÁ,1255.0,1179.0,3897.0,928.0,2459.0,2707.0,1442.0,1411.0,1128.0,923.0,871.0,709.0,1574.0,20483.0,2022,Lago Tucuruí,Goianésia do Pará (PA),1904.0,1400.0,4532.0,1026.0,3043.0,3813.0,2126.0,2090.0,1662.0,1382.0,1135.0,719.0,1944.0,26362.0
150310,GURUPÁ,,,6481.0,1405.0,3623.0,3335.0,1266.0,1030.0,794.0,638.0,492.0,334.0,456.0,19854.0,2010,Marajó,Gurupá (PA),3065.0,2402.0,7138.0,1371.0,4035.0,4150.0,1590.0,1188.0,990.0,785.0,616.0,543.0,1183.0,29062.0
150310,GURUPÁ,2419.0,2347.0,6783.0,1593.0,5127.0,5144.0,1849.0,1524.0,1215.0,936.0,667.0,446.0,673.0,30723.0,2022,Marajó,Gurupá (PA),2859.0,2184.0,6449.0,1429.0,4708.0,5029.0,2109.0,1786.0,1470.0,1127.0,884.0,626.0,1749.0,31786.0
150320,IGARAPÉ-AÇU,,,6174.0,1450.0,3136.0,3238.0,1311.0,1131.0,933.0,706.0,498.0,379.0,570.0,19526.0,2010,Guamá,Igarapé-Açu (PA),2527.0,1953.0,7137.0,1665.0,5028.0,5804.0,2274.0,2007.0,1638.0,1391.0,1230.0,951.0,2276.0,35887.0
150320,IGARAPÉ-AÇU,1345.0,1516.0,4880.0,1118.0,3782.0,4369.0,1981.0,1844.0,1533.0,1428.0,1179.0,896.0,1414.0,27285.0,2022,Guamá,Igarapé-Açu (PA),2099.0,1668.0,5426.0,1169.0,4182.0,5718.0,2788.0,2611.0,2224.0,2008.0,1666.0,1199.0,3528.0,35797.0
150330,IGARAPÉ-MIRI,,,11456.0,2630.0,7677.0,7642.0,2958.0,2247.0,1883.0,1444.0,1084.0,841.0,1224.0,41086.0,2010,Tocantins,Igarapé-Miri (PA),5181.0,3920.0,11969.0,2824.0,8555.0,9420.0,3353.0,2784.0,2225.0,1964.0,1646.0,1223.0,2997.0,58077.0
150330,IGARAPÉ-MIRI,3092.0,3086.0,10564.0,2433.0,6538.0,8352.0,3677.0,3212.0,2622.0,1966.0,1569.0,981.0,1978.0,50070.0,2022,Tocantins,Igarapé-Miri (PA),4251.0,3515.0,11607.0,2621.0,7978.0,11005.0,5028.0,4584.0,3674.0,2951.0,2349.0,1564.0,4651.0,64831.0
150340,INHANGAPI,,,1715.0,336.0,1086.0,1115.0,448.0,367.0,334.0,257.0,212.0,141.0,264.0,6275.0,2010,Guamá,Inhangapi (PA),767.0,610.0,1992.0,480.0,1467.0,1542.0,609.0,566.0,460.0,379.0,329.0,258.0,577.0,10037.0
150340,INHANGAPI,555.0,480.0,1533.0,298.0,1041.0,1277.0,518.0,492.0,417.0,344.0,318.0,244.0,406.0,7923.0,2022,Guamá,Inhangapi (PA),720.0,544.0,1704.0,347.0,1237.0,1672.0,789.0,680.0,607.0,499.0,441.0,324.0,920.0,10325.0
150345,IPIXUNA DO PARÁ,,,6161.0,1210.0,3294.0,3164.0,1167.0,1034.0,844.0,696.0,551.0,417.0,714.0,19252.0,2010,Rio Capim,Ipixuna do Pará (PA),4107.0,3490.0,11538.0,1933.0,8009.0,9609.0,3339.0,2675.0,1732.0,1404.0,1131.0,925.0,1414.0,51309.0
150345,IPIXUNA DO PARÁ,2068.0,1970.0,5728.0,1293.0,3656.0,3693.0,1612.0,1493.0,1245.0,1083.0,919.0,703.0,1342.0,26805.0,2022,Rio Capim,Ipixuna do Pará (PA),2502.0,1918.0,5807.0,1290.0,3731.0,4596.0,2222.0,1955.0,1611.0,1362.0,1100.0,738.0,2057.0,30329.0
150350,IRITUIA,,,6068.0,1371.0,3645.0,3388.0,1405.0,1222.0,974.0,746.0,615.0,436.0,600.0,20470.0,2010,Rio Capim,Irituia (PA),2622.0,2060.0,6714.0,1410.0,4137.0,4791.0,1904.0,1612.0,1160.0,1043.0,1061.0,890.0,1951.0,31364.0
150350,IRITUIA,1612.0,1473.0,4843.0,1171.0,3709.0,4201.0,1852.0,1681.0,1483.0,1241.0,1028.0,639.0,1099.0,26032.0,2022,Rio Capim,Irituia (PA),2002.0,1479.0,5250.0,1209.0,3524.0,4629.0,2259.0,2182.0,1926.0,1590.0,1410.0,861.0,3090.0,30955.0
150360,ITAITUBA,,,17050.0,4053.0,10237.0,9416.0,3551.0,2896.0,2441.0,2017.0,1671.0,1230.0,3157.0,57719.0,2010,Tapajós,Itaituba (PA),7210.0,5833.0,20100.0,4352.0,13257.0,16848.0,6238.0,5680.0,4917.0,4034.0,2987.0,2135.0,3897.0,97493.0
150360,ITAITUBA,5154.0,5285.0,15103.0,3273.0,10688.0,11314.0,4757.0,3990.0,2983.0,2617.0,2412.0,2418.0,6369.0,76363.0,2022,Tapajós,Itaituba (PA),9321.0,7114.0,19747.0,4303.0,16171.0,21658.0,9865.0,8500.0,6672.0,5811.0,5019.0,3331.0,8005.0,123314.0
150370,ITUPIRANGA,,,9441.0,2100.0,5390.0,5491.0,2125.0,1630.0,1557.0,1277.0,1057.0,798.0,1422.0,32288.0,2010,Lago Tucuruí,Itupiranga (PA),4638.0,3640.0,11221.0,2239.0,6800.0,8061.0,2936.0,2521.0,2143.0,1923.0,1692.0,1231.0,2169.0,51220.0
150370,ITUPIRANGA,2897.0,2357.0,7580.0,1777.0,4814.0,4834.0,2379.0,2079.0,1660.0,1334.0,1256.0,1155.0,2569.0,36691.0,2022,Lago Tucuruí,Itupiranga (PA),3430.0,2709.0,8873.0,2010.0,6246.0,7374.0,4123.0,3660.0,2904.0,2406.0,1883.0,1312.0,3648.0,49754.0
150375,JACAREACANGA,,,3555.0,652.0,1574.0,1403.0,518.0,458.0,383.0,276.0,220.0,155.0,198.0,9392.0,2010,Tapajós,Jacareacanga (PA),1336.0,1031.0,2668.0,465.0,1888.0,2342.0,961.0,1075.0,834.0,600.0,347.0,250.0,306.0,14103.0
150375,JACAREACANGA,1726.0,1691.0,4339.0,886.0,2595.0,2254.0,852.0,682.0,526.0,469.0,383.0,272.0,640.0,17315.0,2022,Tapajós,Jacareacanga (PA),2825.0,2158.0,5300.0,1070.0,3355.0,3433.0,1475.0,1227.0,1022.0,828.0,686.0,378.0,948.0,24042.0
150380,JACUNDÁ,,,7456.0,1501.0,3804.0,4160.0,1702.0,1381.0,1156.0,853.0,644.0,519.0,1085.0,24261.0,2010,Lago Tucuruí,Jacundá (PA),3979.0,3116.0,9992.0,2221.0,7993.0,9221.0,3506.0,3042.0,2145.0,1678.0,1359.0,956.0,2149.0,51360.0
150380,JACUNDÁ,2023.0,1811.0,5523.0,1291.0,3376.0,3583.0,1913.0,1787.0,1514.0,1325.0,1254.0,1021.0,2388.0,28809.0,2022,Lago Tucuruí,Jacundá (PA),2452.0,1983.0,6306.0,1514.0,4144.0,5374.0,3008.0,2989.0,2375.0,1976.0,1664.0,1135.0,3342.0,37707.0
150390,JURUTI,,,9775.0,1989.0,5169.0,4789.0,1858.0,1398.0,1114.0,953.0,836.0,626.0,856.0,29363.0,2010,Baixo Amazonas,Juruti (PA),4922.0,3797.0,11176.0,2103.0,6438.0,7091.0,2475.0,1986.0,1618.0,1417.0,1188.0,820.0,2051.0,47086.0
150390,JURUTI,2427.0,2600.0,8148.0,1823.0,4587.0,4672.0,2086.0,1797.0,1380.0,1032.0,849.0,641.0,1363.0,33405.0,2022,Baixo Amazonas,Juruti (PA),4457.0,3352.0,10308.0,2267.0,6629.0,7724.0,3811.0,3224.0,2497.0,1914.0,1556.0,1043.0,3104.0,50881.0
150400,LIMOEIRO DO AJURU,,,5535.0,1151.0,3641.0,3521.0,1330.0,1087.0,826.0,617.0,528.0,311.0,488.0,19035.0,2010,Tocantins,Limoeiro do Ajuru (PA),2334.0,1879.0,5909.0,1192.0,3740.0,3800.0,1424.0,1136.0,850.0,718.0,576.0,434.0,1022.0,25021.0
150400,LIMOEIRO DO AJURU,1866.0,1539.0,4606.0,1174.0,4236.0,4809.0,1726.0,1418.0,1186.0,987.0,704.0,435.0,515.0,25201.0,2022,Tocantins,Limoeiro do Ajuru (PA),2457.0,1738.0,5235.0,1245.0,4431.0,5129.0,2092.0,1952.0,1437.0,1246.0,931.0,564.0,1635.0,29569.0
150405,MÃE DO RIO,,,6235.0,1407.0,3635.0,3647.0,1500.0,1262.0,925.0,733.0,660.0,577.0,1412.0,21993.0,2010,Rio Capim,Mãe do Rio (PA),2199.0,1763.0,5622.0,1214.0,3930.0,4620.0,1859.0,1576.0,1073.0,989.0,848.0,642.0,1569.0,27904.0
150405,MÃE DO RIO,1730.0,1570.0,4910.0,1267.0,3516.0,3581.0,1646.0,1466.0,1361.0,1127.0,877.0,626.0,1518.0,25195.0,2022,Rio Capim,Mãe do Rio (PA),2106.0,1793.0,5506.0,1342.0,4412.0,5684.0,2636.0,2504.0,2105.0,1722.0,1321.0,844.0,2774.0,34353.0
150410,MAGALHÃES BARATA,,,1568.0,354.0,980.0,970.0,395.0,324.0,255.0,265.0,215.0,156.0,237.0,5719.0,2010,Guamá,Magalhães Barata (PA),639.0,512.0,1747.0,391.0,1011.0,1179.0,399.0,410.0,352.0,313.0,278.0,274.0,610.0,8115.0
150410,MAGALHÃES BARATA,358.0,303.0,1222.0,260.0,753.0,903.0,480.0,484.0,372.0,328.0,282.0,268.0,429.0,6442.0,2022,Guamá,Magalhães Barata (PA),487.0,348.0,1379.0,293.0,831.0,1129.0,600.0,588.0,509.0,434.0,388.0,304.0,945.0,8115.0
150420,MARABÁ,,,31698.0,6677.0,17162.0,16852.0,7061.0,5566.0,4488.0,3401.0,2415.0,1925.0,4692.0,101937.0,2010,Carajás,Marabá (PA),19679.0,14774.0,44035.0,9564.0,34568.0,43974.0,15622.0,13111.0,10705.0,8433.0,6319.0,4315.0,8552.0,233669.0
150420,MARABÁ,9160.0,9157.0,28328.0,6532.0,16904.0,17588.0,9300.0,8292.0,6680.0,5733.0,5297.0,4927.0,12026.0,139924.0,2022,Carajás,Marabá (PA),18242.0,14279.0,43571.0,9831.0,33779.0,45106.0,23265.0,20124.0,15586.0,12613.0,10511.0,7043.0,16667.0,266533.0
150430,MARACANÃ,,,5877.0,1384.0,3761.0,3610.0,1448.0,1210.0,1017.0,821.0,727.0,483.0,613.0,20951.0,2010,Guamá,Maracanã (PA),2157.0,1826.0,6326.0,1362.0,3481.0,4025.0,1589.0,1424.0,1233.0,1080.0,979.0,824.0,2058.0,28376.0
150430,MARACANÃ,1495.0,1393.0,4718.0,1166.0,3755.0,4104.0,1760.0,1572.0,1452.0,1205.0,1057.0,767.0,1185.0,25629.0,2022,Guamá,Maracanã (PA),1548.0,1147.0,4178.0,1014.0,2949.0,3820.0,1905.0,1814.0,1582.0,1355.0,1261.0,832.0,2921.0,25971.0
150440,MARAPANIM,,,4666.0,1022.0,2732.0,2836.0,1151.0,953.0,735.0,613.0,548.0,357.0,336.0,15949.0,2010,Guamá,Marapanim (PA),1861.0,1528.0,5608.0,1258.0,3200.0,3911.0,1618.0,1398.0,1177.0,1133.0,999.0,808.0,2101.0,26605.0
150440,MARAPANIM,1138.0,1111.0,3600.0,847.0,2755.0,3055.0,1358.0,1316.0,1146.0,985.0,831.0,586.0,946.0,19674.0,2022,Guamá,Marapanim (PA),1455.0,1261.0,3933.0,857.0,2731.0,3981.0,1974.0,2047.0,1764.0,1537.0,1267.0,983.0,3100.0,26573.0
150442,MARITUBA,,,15150.0,3325.0,8702.0,9358.0,4386.0,3652.0,2525.0,1734.0,1314.0,1093.0,2560.0,53799.0,2010,Guajará,Marituba (PA),7711.0,5982.0,19534.0,4050.0,15237.0,22281.0,8794.0,6960.0,5053.0,4017.0,2857.0,2040.0,3715.0,108246.0
150442,MARITUBA,4596.0,4598.0,14337.0,3187.0,9135.0,10815.0,5526.0,5472.0,4663.0,4051.0,3249.0,2685.0,5506.0,77820.0,2022,Guajará,Marituba (PA),6640.0,5263.0,16612.0,3762.0,13673.0,19191.0,9709.0,9181.0,7537.0,6450.0,4857.0,3008.0,7413.0,111785.0
150445,MEDICILÂNDIA,,,4434.0,892.0,2581.0,2898.0,1193.0,940.0,823.0,633.0,449.0,312.0,553.0,15708.0,2010,Xingu,Medicilândia (PA),2105.0,1705.0,5479.0,1223.0,3837.0,4696.0,1771.0,1621.0,1339.0,1078.0,838.0,578.0,1058.0,27328.0
150445,MEDICILÂNDIA,1665.0,1395.0,4209.0,1006.0,3236.0,3616.0,1657.0,1655.0,1246.0,1001.0,835.0,577.0,1190.0,23288.0,2022,Xingu,Medicilândia (PA),2072.0,1491.0,4599.0,1019.0,3186.0,4152.0,2074.0,2048.0,1629.0,1370.0,1225.0,753.0,1976.0,27094.0
150450,MELGAÇO,,,6113.0,1113.0,2905.0,2488.0,877.0,698.0,513.0,443.0,317.0,251.0,398.0,16116.0,2010,Marajó,Melgaço (PA),2963.0,2271.0,6402.0,1243.0,3506.0,3659.0,1259.0,920.0,664.0,502.0,478.0,293.0,645.0,24808.0
150450,MELGAÇO,1958.0,2012.0,6035.0,1329.0,3931.0,3537.0,1188.0,1030.0,778.0,584.0,448.0,311.0,572.0,23713.0,2022,Marajó,Melgaço (PA),3064.0,2279.0,6747.0,1439.0,4209.0,3987.0,1636.0,1325.0,1032.0,786.0,552.0,391.0,1061.0,27881.0
150460,MOCAJUBA,,,6527.0,1417.0,3758.0,3659.0,1256.0,1011.0,833.0,585.0,540.0,349.0,1081.0,21016.0,2010,Tocantins,Mocajuba (PA),2283.0,2042.0,6149.0,1254.0,3753.0,3886.0,1487.0,1298.0,960.0,832.0,704.0,598.0,1475.0,26731.0
150460,MOCAJUBA,2131.0,1870.0,5731.0,1529.0,4769.0,5167.0,1957.0,1606.0,1309.0,1034.0,746.0,492.0,928.0,29269.0,2022,Tocantins,Mocajuba (PA),1885.0,1438.0,4677.0,1175.0,3868.0,4483.0,1958.0,1771.0,1433.0,1255.0,964.0,610.0,2137.0,27198.0
150470,MOJU,,,14104.0,3113.0,7948.0,7182.0,2773.0,2265.0,1805.0,1366.0,1133.0,810.0,1234.0,43733.0,2010,Tocantins,Moju (PA),6560.0,5177.0,15898.0,3340.0,9978.0,11138.0,4109.0,3281.0,2638.0,2107.0,1794.0,1269.0,2725.0,70018.0
150470,MOJU,3723.0,4051.0,12604.0,3018.0,9513.0,10115.0,3868.0,3241.0,2673.0,2287.0,1794.0,1247.0,2681.0,60815.0,2022,Tocantins,Moju (PA),6349.0,5013.0,15117.0,3368.0,11032.0,14291.0,6427.0,5690.0,4673.0,3823.0,2952.0,1836.0,4935.0,84094.0
150475,MOJUÍ DOS CAMPOS,,,173.0,45.0,97.0,125.0,57.0,48.0,47.0,33.0,28.0,24.0,22.0,699.0,2010,Baixo Amazonas,,,,,,,,,,,,,,,
150475,MOJUÍ DOS CAMPOS,1226.0,1117.0,3367.0,844.0,2369.0,2672.0,1232.0,1213.0,1042.0,889.0,866.0,624.0,1125.0,18586.0,2022,Baixo Amazonas,Mojuí dos Campos (PA),1696.0,1225.0,3805.0,884.0,2724.0,3479.0,1740.0,1642.0,1429.0,1253.0,1174.0,772.0,2071.0,23501.0
150480,MONTE ALEGRE,,,12189.0,2852.0,7272.0,6643.0,2953.0,2518.0,2118.0,1591.0,1241.0,978.0,1232.0,41587.0,2010,Baixo Amazonas,Monte Alegre (PA),4108.0,3476.0,12411.0,2707.0,6630.0,8384.0,3515.0,2913.0,2444.0,2118.0,1857.0,1440.0,3454.0,55462.0
150480,MONTE ALEGRE,3213.0,2951.0,9129.0,2187.0,6078.0,7371.0,3302.0,3109.0,2736.0,2178.0,1740.0,1123.0,2043.0,47160.0,2022,Baixo Amazonas,Monte Alegre (PA),4184.0,3231.0,9937.0,2382.0,7166.0,8962.0,4320.0,4245.0,3680.0,3044.0,2567.0,1786.0,5493.0,60012.0
150490,MUANÁ,,,6546.0,1350.0,3435.0,3849.0,1569.0,1272.0,879.0,700.0,524.0,324.0,320.0,20768.0,2010,Marajó,Muaná (PA),3073.0,2484.0,7644.0,1541.0,4835.0,5560.0,2082.0,1628.0,1308.0,1079.0,878.0,660.0,1427.0,34204.0
150490,MUANÁ,2236.0,1991.0,6149.0,1510.0,4655.0,5214.0,2146.0,1931.0,1517.0,1284.0,820.0,593.0,1073.0,31119.0,2022,Marajó,Muaná (PA),3405.0,2722.0,8124.0,1870.0,6259.0,7449.0,3489.0,3162.0,2310.0,1942.0,1430.0,1070.0,2867.0,45368.0
150495,NOVA ESPERANÇA DO PIRIÁ,,,4301.0,904.0,2645.0,2659.0,967.0,775.0,617.0,456.0,359.0,238.0,296.0,14217.0,2010,Rio Capim,Nova Esperança do Piriá (PA),2003.0,1502.0,4722.0,958.0,2844.0,3327.0,1203.0,934.0,704.0,549.0,453.0,400.0,558.0,20158.0
150495,NOVA ESPERANÇA DO PIRIÁ,1296.0,1251.0,3758.0,878.0,2741.0,3147.0,1389.0,1191.0,968.0,836.0,572.0,360.0,434.0,18821.0,2022,Rio Capim,Nova Esperança do Piriá (PA),1679.0,1257.0,3954.0,883.0,2561.0,3334.0,1544.0,1429.0,1101.0,956.0,652.0,414.0,1136.0,20478.0
150497,NOVA IPIXUNA,,,2634.0,580.0,1607.0,1806.0,726.0,549.0,507.0,401.0,336.0,305.0,601.0,10052.0,2010,Lago Tucuruí,Nova Ipixuna (PA),1205.0,972.0,3063.0,627.0,1920.0,2360.0,880.0,755.0,651.0,585.0,504.0,396.0,726.0,14645.0
150497,NOVA IPIXUNA,544.0,569.0,1790.0,466.0,1144.0,1194.0,651.0,613.0,498.0,438.0,413.0,338.0,809.0,9467.0,2022,Lago Tucuruí,Nova Ipixuna (PA),972.0,771.0,2226.0,527.0,1541.0,1934.0,1093.0,1027.0,895.0,751.0,670.0,482.0,1289.0,13955.0
150500,NOVA TIMBOTEUA,,,1854.0,415.0,1103.0,1427.0,613.0,535.0,494.0,362.0,344.0,233.0,236.0,7616.0,2010,Rio Caeté,Nova Timboteua (PA),877.0,755.0,2473.0,530.0,1763.0,2293.0,925.0,825.0,655.0,608.0,506.0,433.0,1024.0,13670.0
150500,NOVA TIMBOTEUA,462.0,476.0,1453.0,352.0,1129.0,1314.0,649.0,677.0,578.0,541.0,490.0,362.0,550.0,9033.0,2022,Rio Caeté,Nova Timboteua (PA),628.0,549.0,1716.0,434.0,1300.0,1847.0,1030.0,988.0,910.0,784.0,694.0,479.0,1602.0,12806.0
150503,NOVO PROGRESSO,,,3057.0,654.0,1747.0,1507.0,706.0,650.0,604.0,445.0,308.0,272.0,618.0,10568.0,2010,Tapajós,Novo Progresso (PA),1916.0,1551.0,4784.0,979.0,3204.0,4423.0,1923.0,1809.0,1546.0,1126.0,781.0,511.0,570.0,25124.0
150503,NOVO PROGRESSO,1183.0,1194.0,3363.0,707.0,2055.0,2134.0,932.0,877.0,604.0,589.0,564.0,705.0,1736.0,16643.0,2022,Tapajós,Novo Progresso (PA),2623.0,1988.0,5376.0,1177.0,4083.0,5832.0,2846.0,2453.0,1966.0,1719.0,1465.0,933.0,1765.0,33638.0
150506,NOVO REPARTIMENTO,,,11945.0,2457.0,6389.0,6329.0,2661.0,2098.0,1742.0,1331.0,1018.0,770.0,1219.0,37959.0,2010,Lago Tucuruí,Novo Repartimento (PA),5604.0,4352.0,13732.0,2727.0,8252.0,10204.0,3724.0,3164.0,2665.0,2175.0,1835.0,1354.0,2260.0,62050.0
150506,NOVO REPARTIMENTO,2994.0,2789.0,8697.0,1929.0,5293.0,5893.0,2755.0,2478.0,1892.0,1429.0,1290.0,1072.0,2288.0,40799.0,2022,Lago Tucuruí,Novo Repartimento (PA),4688.0,3516.0,11136.0,2451.0,7580.0,9496.0,4622.0,4244.0,3304.0,2718.0,2437.0,1599.0,4097.0,60732.0
150510,ÓBIDOS,,,9479.0,1901.0,5282.0,5574.0,2321.0,1933.0,1640.0,1234.0,975.0,778.0,1619.0,32736.0,2010,Baixo Amazonas,Óbidos (PA),4476.0,3564.0,10545.0,2159.0,5950.0,7530.0,2938.0,2493.0,2066.0,1775.0,1616.0,1248.0,2966.0,49333.0
