Codigo,Municipio_cad,Branca_cadunico,Preta_cadunico,Amarela_cadunico,Parda_cadunico,Indigena_cadunico,NoData_cadunico,RI_cad,Municipio_ibge,Branca_geral,Preta_geral,Amarela_geral,Parda_geral,Indigena_geral,Total_geral,RI_ibge,Ano
150445,MEDICILÂNDIA,1380.0,683.0,64.0,15698.0,17.0,254.0,Xingu,Medicilândia (PA),6574.0,2948.0,584,17140.0,82,27328.0,Xingu,2010.0
150445,MEDICILÂNDIA,2299.0,723.0,183.0,20061.0,18.0,4.0,Xingu,Medicilândia (PA),5461.0,2625.0,70,18920.0,18,27094.0,Xingu,2022.0
150450,MELGAÇO,970.0,740.0,922.0,17279.0,65.0,101.0,Marajó,Melgaço (PA),3751.0,1348.0,194,19514.0,1,24808.0,Marajó,2010.0
150450,MELGAÇO,1198.0,1455.0,4402.0,16636.0,21.0,1.0,Marajó,Melgaço (PA),3830.0,3075.0,14,20950.0,11,27881.0,Marajó,2022.0
150460,MOCAJUBA,2030.0,1267.0,55.0,21256.0,37.0,279.0,Tocantins,Mocajuba (PA),5996.0,1704.0,294,18714.0,23,26731.0,Tocantins,2010.0
150460,MOCAJUBA,3447.0,1717.0,121.0,23932.0,50.0,2.0,Tocantins,Mocajuba (PA),5067.0,3168.0,6,18910.0,47,27198.0,Tocantins,2022.0
150470,MOJU,5457.0,3879.0,178.0,41917.0,273.0,740.0,Tocantins,Moju (PA),11449.0,6615.0,714,50981.0,259,70018.0,Tocantins,2010.0
150470,MOJU,6019.0,4541.0,373.0,49690.0,190.0,2.0,Tocantins,Moju (PA),11124.0,11077.0,74,61588.0,230,84094.0,Tocantins,2022.0
150475,MOJUÍ DOS CAMPOS,93.0,23.0,4.0,708.0,0.0,1.0,Baixo Amazonas,,,,,,,,,2010.0
150475,MOJUÍ DOS CAMPOS,1591.0,340.0,50.0,16584.0,19.0,2.0,Baixo Amazonas,Mojuí dos Campos (PA),3500.0,1301.0,26,18630.0,44,23501.0,Baixo Amazonas,2022.0
150480,MONTE ALEGRE,1464.0,321.0,43.0,45743.0,7.0,383.0,Baixo Amazonas,Monte Alegre (PA),10886.0,2350.0,523,41635.0,68,55462.0,Baixo Amazonas,2010.0
150480,MONTE ALEGRE,1835.0,381.0,98.0,44826.0,18.0,2.0,Baixo Amazonas,Monte Alegre (PA),10163.0,3569.0,101,46122.0,57,60012.0,Baixo Amazonas,2022.0
150490,MUANÁ,3660.0,1615.0,130.0,19265.0,3.0,172.0,Marajó,Muaná (PA),6993.0,2114.0,214,24880.0,3,34204.0,Marajó,2010.0
150490,MUANÁ,3904.0,1477.0,202.0,25526.0,9.0,1.0,Marajó,Muaná (PA),6048.0,2149.0,4,37166.0,1,45368.0,Marajó,2022.0
150495,NOVA ESPERANÇA DO PIRIÁ,314.0,355.0,25.0,16098.0,17.0,159.0,Rio Capim,Nova Esperança do Piriá (PA),3052.0,1043.0,137,15913.0,13,20158.0,Rio Capim,2010.0
150495,NOVA ESPERANÇA DO PIRIÁ,664.0,284.0,45.0,17809.0,17.0,2.0,Rio Capim,Nova Esperança do Piriá (PA),3195.0,1417.0,24,15810.0,32,20478.0,Rio Capim,2022.0
150497,NOVA IPIXUNA,1054.0,554.0,36.0,9727.0,16.0,68.0,Lago Tucuruí,Nova Ipixuna (PA),2773.0,1249.0,104,10489.0,30,14645.0,Lago Tucuruí,2010.0
150497,NOVA IPIXUNA,1208.0,582.0,44.0,7623.0,8.0,2.0,Lago Tucuruí,Nova Ipixuna (PA),2057.0,2235.0,10,9641.0,8,13955.0,Lago Tucuruí,2022.0
150500,NOVA TIMBOTEUA,808.0,388.0,163.0,7139.0,46.0,27.0,Rio Caeté,Nova Timboteua (PA),2716.0,596.0,48,10310.0,-,13670.0,Rio Caeté,2010.0
150500,NOVA TIMBOTEUA,902.0,252.0,82.0,7785.0,11.0,1.0,Rio Caeté,Nova Timboteua (PA),2135.0,850.0,13,9804.0,3,12806.0,Rio Caeté,2022.0
150503,NOVO PROGRESSO,3932.0,1206.0,29.0,6506.0,240.0,34.0,Tapajós,Novo Progresso (PA),10594.0,2065.0,177,12180.0,108,25124.0,Tapajós,2010.0
150503,NOVO PROGRESSO,4028.0,1334.0,131.0,10547.0,599.0,4.0,Tapajós,Novo Progresso (PA),9787.0,2721.0,65,20994.0,71,33638.0,Tapajós,2022.0
150506,NOVO REPARTIMENTO,4485.0,2146.0,251.0,36698.0,50.0,312.0,Lago Tucuruí,Novo Repartimento (PA),13051.0,5135.0,705,42456.0,703,62050.0,Lago Tucuruí,2010.0
150506,NOVO REPARTIMENTO,3621.0,1401.0,353.0,34529.0,888.0,7.0,Lago Tucuruí,Novo Repartimento (PA),10802.0,6568.0,134,42108.0,1119,60732.0,Lago Tucuruí,2022.0
150510,ÓBIDOS,4373.0,2001.0,108.0,31130.0,20.0,328.0,Baixo Amazonas,Óbidos (PA),9643.0,3633.0,391,35066.0,600,49333.0,Baixo Amazonas,2010.0
150510,ÓBIDOS,5866.0,3142.0,195.0,31822.0,15.0,5.0,Baixo Amazonas,Óbidos (PA),7840.0,6399.0,15,37106.0,868,52229.0,Baixo Amazonas,2022.0
150520,OEIRAS DO PARÁ,750.0,350.0,30.0,23715.0,15.0,155.0,Tocantins,Oeiras do Pará (PA),3883.0,1100.0,202,23408.0,2,28595.0,Tocantins,2010.0
150520,OEIRAS DO PARÁ,1225.0,550.0,81.0,28939.0,16.0,0.0,Tocantins,Oeiras do Pará (PA),2839.0,3985.0,9,26996.0,15,33844.0,Tocantins,2022.0
150530,ORIXIMINÁ,2401.0,3582.0,16.0,33437.0,1512.0,148.0,Baixo Amazonas,Oriximiná (PA),9924.0,6674.0,416,42712.0,3068,62794.0,Baixo Amazonas,2010.0
150530,ORIXIMINÁ,1560.0,3233.0,31.0,39062.0,1928.0,1.0,Baixo Amazonas,Oriximiná (PA),9451.0,9028.0,38,45975.0,3802,68294.0,Baixo Amazonas,2022.0
150540,OURÉM,388.0,281.0,15.0,13522.0,9.0,118.0,Rio Capim,Ourém (PA),2403.0,1086.0,78,12728.0,16,16311.0,Rio Capim,2010.0
150540,OURÉM,473.0,311.0,23.0,13933.0,3.0,0.0,Rio Capim,Ourém (PA),2407.0,2015.0,16,13378.0,39,17855.0,Rio Capim,2022.0
150543,OURILÂNDIA DO NORTE,2289.0,774.0,34.0,11631.0,627.0,176.0,Araguaia,Ourilândia do Norte (PA),6101.0,1545.0,371,17768.0,1574,27359.0,Araguaia,2010.0
150543,OURILÂNDIA DO NORTE,3029.0,993.0,88.0,17154.0,1513.0,4.0,Araguaia,Ourilândia do Norte (PA),7164.0,3135.0,13,20686.0,1468,32467.0,Araguaia,2022.0
150548,PACAJÁ,1709.0,600.0,46.0,23889.0,14.0,190.0,Xingu,Pacajá (PA),6961.0,4452.0,577,27972.0,17,39979.0,Xingu,2010.0
150548,PACAJÁ,2181.0,1047.0,108.0,31385.0,24.0,10.0,Xingu,Pacajá (PA),6988.0,4249.0,16,29811.0,33,41097.0,Xingu,2022.0
150549,PALESTINA DO PARÁ,939.0,601.0,73.0,5320.0,6.0,47.0,Carajás,Palestina do Pará (PA),1331.0,637.0,59,5441.0,7,7475.0,Carajás,2010.0
150549,PALESTINA DO PARÁ,835.0,500.0,32.0,4647.0,6.0,0.0,Carajás,Palestina do Pará (PA),1252.0,875.0,5,4748.0,5,6885.0,Carajás,2022.0
150550,PARAGOMINAS,4928.0,3722.0,194.0,56389.0,841.0,987.0,Rio Capim,Paragominas (PA),20584.0,9127.0,919,66262.0,927,97819.0,Rio Capim,2010.0
150550,PARAGOMINAS,6015.0,3165.0,220.0,56757.0,950.0,8.0,Rio Capim,Paragominas (PA),21410.0,10702.0,167,71824.0,1328,105550.0,Rio Capim,2022.0
150553,PARAUAPEBAS,6997.0,2980.0,162.0,67844.0,1033.0,417.0,Carajás,Parauapebas (PA),35811.0,12111.0,1751,103054.0,1181,153908.0,Carajás,2010.0
150553,PARAUAPEBAS,14099.0,5837.0,782.0,98030.0,1233.0,23.0,Carajás,Parauapebas (PA),56707.0,26734.0,351,182069.0,1965,267836.0,Carajás,2022.0
150555,PAU DARCO,313.0,137.0,6.0,4535.0,226.0,66.0,Araguaia,Pau D'Arco (PA),1202.0,481.0,44,4031.0,275,6033.0,Araguaia,2010.0
150555,PAU DARCO,628.0,204.0,77.0,4781.0,271.0,0.0,Araguaia,Pau D'Arco (PA),1245.0,608.0,6,4612.0,460,6931.0,Araguaia,2022.0
150560,PEIXE-BOI,978.0,135.0,47.0,5285.0,3.0,37.0,Rio Caeté,Peixe-Boi (PA),1903.0,562.0,47,5340.0,2,7854.0,Rio Caeté,2010.0
150560,PEIXE-BOI,865.0,49.0,19.0,5057.0,24.0,0.0,Rio Caeté,Peixe-Boi (PA),1596.0,459.0,10,6217.0,3,8285.0,Rio Caeté,2022.0
150563,PIÇARRA,1118.0,604.0,108.0,7558.0,22.0,89.0,Carajás,Piçarra (PA),2675.0,1276.0,130,8614.0,2,12697.0,Carajás,2010.0
150563,PIÇARRA,887.0,645.0,102.0,7051.0,10.0,1.0,Carajás,Piçarra (PA),2148.0,1680.0,25,8964.0,5,12832.0,Carajás,2022.0
150565,PLACAS,2327.0,1687.0,88.0,7938.0,13.0,75.0,Xingu,Placas (PA),5114.0,2271.0,184,16339.0,26,23934.0,Xingu,2010.0
150565,PLACAS,3026.0,1649.0,111.0,10873.0,21.0,5.0,Xingu,Placas (PA),4260.0,2321.0,43,12023.0,21,18668.0,Xingu,2022.0
150570,PONTA DE PEDRAS,868.0,312.0,25.0,18663.0,17.0,106.0,Marajó,Ponta de Pedras (PA),4705.0,1617.0,94,19578.0,5,25999.0,Marajó,2010.0
150570,PONTA DE PEDRAS,929.0,378.0,49.0,21756.0,25.0,4.0,Marajó,Ponta de Pedras (PA),4073.0,2179.0,11,18699.0,22,24984.0,Marajó,2022.0
150580,PORTEL,1966.0,761.0,104.0,35165.0,48.0,288.0,Marajó,Portel (PA),8120.0,3475.0,258,40302.0,17,52172.0,Marajó,2010.0
150580,PORTEL,2406.0,1196.0,256.0,43598.0,27.0,6.0,Marajó,Portel (PA),8481.0,4200.0,14,49781.0,26,62503.0,Marajó,2022.0
150590,PORTO DE MOZ,561.0,206.0,9.0,20802.0,2.0,117.0,Xingu,Porto de Moz (PA),4424.0,2715.0,132,26681.0,4,33956.0,Xingu,2010.0
150590,PORTO DE MOZ,796.0,234.0,94.0,28928.0,10.0,4.0,Xingu,Porto de Moz (PA),4650.0,2239.0,11,33604.0,93,40597.0,Xingu,2022.0
150600,PRAINHA,661.0,184.0,16.0,28494.0,11.0,118.0,Baixo Amazonas,Prainha (PA),3701.0,694.0,64,24888.0,2,29349.0,Baixo Amazonas,2010.0
150600,PRAINHA,835.0,172.0,31.0,33121.0,8.0,1.0,Baixo Amazonas,Prainha (PA),3653.0,2975.0,26,28900.0,23,35577.0,Baixo Amazonas,2022.0
150610,PRIMAVERA,1397.0,284.0,20.0,6734.0,14.0,31.0,Rio Caeté,Primavera (PA),2255.0,387.0,164,7461.0,1,10268.0,Rio Caeté,2010.0
150610,PRIMAVERA,1388.0,270.0,17.0,7452.0,4.0,0.0,Rio Caeté,Primavera (PA),1631.0,529.0,8,8679.0,3,10851.0,Rio Caeté,2022.0
150611,QUATIPURU,928.0,295.0,46.0,8350.0,14.0,31.0,Rio Caeté,Quatipuru (PA),3218.0,539.0,21,8630.0,3,12411.0,Rio Caeté,2010.0
150611,QUATIPURU,1353.0,264.0,38.0,8009.0,12.0,0.0,Rio Caeté,Quatipuru (PA),2228.0,627.0,4,8653.0,12,11524.0,Rio Caeté,2022.0
150613,REDENÇÃO,4089.0,1974.0,283.0,28550.0,125.0,233.0,Araguaia,Redenção (PA),19957.0,6331.0,908,48092.0,268,75556.0,Araguaia,2010.0
150613,REDENÇÃO,6021.0,2061.0,340.0,36913.0,286.0,5.0,Araguaia,Redenção (PA),21094.0,10490.0,104,53606.0,299,85597.0,Araguaia,2022.0
150616,RIO MARIA,953.0,611.0,23.0,7149.0,7.0,84.0,Araguaia,Rio Maria (PA),5313.0,1750.0,327,10290.0,17,17697.0,Araguaia,2010.0
150616,RIO MARIA,2219.0,821.0,31.0,8829.0,19.0,2.0,Araguaia,Rio Maria (PA),4363.0,2080.0,76,11829.0,36,18384.0,Araguaia,2022.0
150618,RONDON DO PARÁ,2351.0,1326.0,45.0,22036.0,11.0,434.0,Rio Capim,Rondon do Pará (PA),10426.0,3470.0,263,32645.0,160,46964.0,Rio Capim,2010.0
150618,RONDON DO PARÁ,2828.0,1049.0,55.0,18755.0,8.0,3.0,Rio Capim,Rondon do Pará (PA),11241.0,4035.0,12,37745.0,108,53143.0,Rio Capim,2022.0
150619,RURÓPOLIS,2718.0,870.0,992.0,13202.0,13.0,268.0,Tapajós,Rurópolis (PA),8669.0,2512.0,309,28547.0,49,40087.0,Tapajós,2010.0
150619,RURÓPOLIS,2780.0,897.0,817.0,16240.0,14.0,1.0,Tapajós,Rurópolis (PA),7287.0,3601.0,40,24772.0,69,35769.0,Tapajós,2022.0
150620,SALINÓPOLIS,367.0,124.0,20.0,21473.0,5.0,56.0,Rio Caeté,Salinópolis (PA),6301.0,887.0,128,30060.0,45,37421.0,Rio Caeté,2010.0
150620,SALINÓPOLIS,932.0,217.0,160.0,25372.0,14.0,2.0,Rio Caeté,Salinópolis (PA),7388.0,2191.0,36,35086.0,71,44772.0,Rio Caeté,2022.0
150630,SALVATERRA,1108.0,1604.0,44.0,13769.0,11.0,146.0,Marajó,Salvaterra (PA),2628.0,2550.0,153,14842.0,10,20183.0,Marajó,2010.0
150630,SALVATERRA,787.0,1209.0,27.0,16683.0,4.0,1.0,Marajó,Salvaterra (PA),2598.0,5136.0,10,16364.0,21,24129.0,Marajó,2022.0
150635,SANTA BÁRBARA DO PARÁ,559.0,135.0,15.0,13881.0,3.0,129.0,Guajará,Santa Bárbara do Pará (PA),2719.0,1312.0,72,13026.0,12,17141.0,Guajará,2010.0
150635,SANTA BÁRBARA DO PARÁ,1197.0,393.0,45.0,14494.0,12.0,3.0,Guajará,Santa Bárbara do Pará (PA),3409.0,2076.0,17,15561.0,24,21087.0,Guajará,2022.0
150640,SANTA CRUZ DO ARARI,75.0,974.0,10.0,3462.0,26.0,31.0,Marajó,Santa Cruz do Arari (PA),1000.0,1373.0,128,5653.0,1,8155.0,Marajó,2010.0
150640,SANTA CRUZ DO ARARI,297.0,1053.0,44.0,5428.0,4.0,1.0,Marajó,Santa Cruz do Arari (PA),977.0,1945.0,10,4509.0,4,7445.0,Marajó,2022.0
150650,SANTA IZABEL DO PARÁ,1741.0,746.0,37.0,34551.0,12.0,221.0,Guamá,Santa Izabel do Pará (PA),10845.0,4502.0,630,43211.0,44,59466.0,Guamá,2010.0
150650,SANTA IZABEL DO PARÁ,1892.0,724.0,75.0,33517.0,12.0,6.0,Guamá,Santa Izabel do Pará (PA),11585.0,7236.0,279,53832.0,86,73019.0,Guamá,2022.0
150655,SANTA LUZIA DO PARÁ,1551.0,1178.0,48.0,14887.0,73.0,54.0,Rio Caeté,Santa Luzia do Pará (PA),3726.0,900.0,42,14196.0,560,19424.0,Rio Caeté,2010.0
150655,SANTA LUZIA DO PARÁ,1290.0,501.0,47.0,15016.0,281.0,1.0,Rio Caeté,Santa Luzia do Pará (PA),3369.0,1547.0,24,14694.0,736,20370.0,Rio Caeté,2022.0
150658,SANTA MARIA DAS BARREIRAS,1703.0,1079.0,228.0,10312.0,83.0,43.0,Araguaia,Santa Maria das Barreiras (PA),4114.0,1591.0,266,11125.0,110,17206.0,Araguaia,2010.0
150658,SANTA MARIA DAS BARREIRAS,2390.0,933.0,148.0,11027.0,71.0,1.0,Araguaia,Santa Maria das Barreiras (PA),3582.0,1694.0,26,11146.0,100,16548.0,Araguaia,2022.0
150660,SANTA MARIA DO PARÁ,1077.0,408.0,44.0,16211.0,55.0,88.0,Guamá,Santa Maria do Pará (PA),4648.0,722.0,138,17391.0,127,23026.0,Guamá,2010.0
150660,SANTA MARIA DO PARÁ,1432.0,392.0,50.0,15680.0,110.0,1.0,Guamá,Santa Maria do Pará (PA),4867.0,1455.0,59,17848.0,395,24624.0,Guamá,2022.0
150670,SANTANA DO ARAGUAIA,1931.0,1381.0,107.0,14295.0,81.0,217.0,Araguaia,Santana do Araguaia (PA),11814.0,6464.0,1494,36315.0,66,56153.0,Araguaia,2010.0
150670,SANTANA DO ARAGUAIA,3161.0,1388.0,146.0,19499.0,112.0,4.0,Araguaia,Santana do Araguaia (PA),6971.0,4312.0,84,20900.0,145,32413.0,Araguaia,2022.0
150680,SANTARÉM,19014.0,5282.0,812.0,170776.0,1346.0,1686.0,Baixo Amazonas,Santarém (PA),59895.0,15257.0,2730,214071.0,2627,294580.0,Baixo Amazonas,2010.0
150680,SANTARÉM,22746.0,6494.0,1211.0,207460.0,3747.0,35.0,Baixo Amazonas,Santarém (PA),56124.0,23988.0,389,240817.0,10602,331942.0,Baixo Amazonas,2022.0
150690,SANTARÉM NOVO,121.0,21.0,5.0,5779.0,2.0,29.0,Rio Caeté,Santarém Novo (PA),730.0,287.0,26,5098.0,-,6141.0,Rio Caeté,2010.0
150690,SANTARÉM NOVO,230.0,49.0,23.0,6743.0,4.0,1.0,Rio Caeté,Santarém Novo (PA),866.0,383.0,9,4854.0,4,6116.0,Rio Caeté,2022.0
150700,SANTO ANTÔNIO DO TAUÁ,1680.0,280.0,52.0,16005.0,15.0,213.0,Guamá,Santo Antônio do Tauá (PA),5717.0,1212.0,238,19468.0,39,26674.0,Guamá,2010.0
150700,SANTO ANTÔNIO DO TAUÁ,1536.0,261.0,85.0,19386.0,5.0,1.0,Guamá,Santo Antônio do Tauá (PA),5109.0,1935.0,50,20328.0,39,27461.0,Guamá,2022.0
150710,SÃO CAETANO DE ODIVELAS,561.0,183.0,8.0,12220.0,2.0,157.0,Guamá,São Caetano de Odivelas (PA),3183.0,381.0,34,13292.0,1,16891.0,Guamá,2010.0
150710,SÃO CAETANO DE ODIVELAS,904.0,205.0,21.0,12283.0,1.0,0.0,Guamá,São Caetano de Odivelas (PA),2879.0,950.0,12,12819.0,6,16666.0,Guamá,2022.0
150715,SÃO DOMINGOS DO ARAGUAIA,1083.0,585.0,39.0,14349.0,9.0,212.0,Carajás,São Domingos do Araguaia (PA),5244.0,2313.0,395,15165.0,13,23130.0,Carajás,2010.0
150715,SÃO DOMINGOS DO ARAGUAIA,1841.0,745.0,113.0,13439.0,22.0,4.0,Carajás,São Domingos do Araguaia (PA),3910.0,2204.0,31,14889.0,57,21092.0,Carajás,2022.0
150720,SÃO DOMINGOS DO CAPIM,732.0,848.0,21.0,24543.0,5.0,300.0,Guamá,São Domingos do Capim (PA),3595.0,1777.0,116,24358.0,-,29846.0,Guamá,2010.0
150720,SÃO DOMINGOS DO CAPIM,522.0,463.0,81.0,25009.0,6.0,5.0,Guamá,São Domingos do Capim (PA),3564.0,3116.0,15,23897.0,7,30599.0,Guamá,2022.0
150730,SÃO FÉLIX DO XINGU,2510.0,1625.0,55.0,25606.0,1234.0,251.0,Araguaia,São Félix do Xingu (PA),22846.0,11018.0,1329,54853.0,1294,91340.0,Araguaia,2010.0
150730,SÃO FÉLIX DO XINGU,5025.0,2562.0,269.0,34378.0,1646.0,7.0,Araguaia,São Félix do Xingu (PA),12033.0,6152.0,72,44722.0,2439,65418.0,Araguaia,2022.0
150740,SÃO FRANCISCO DO PARÁ,936.0,109.0,13.0,10581.0,13.0,142.0,Guamá,São Francisco do Pará (PA),2584.0,643.0,59,11773.0,1,15060.0,Guamá,2010.0
150740,SÃO FRANCISCO DO PARÁ,908.0,125.0,26.0,11095.0,7.0,1.0,Guamá,São Francisco do Pará (PA),2535.0,819.0,21,11495.0,24,14894.0,Guamá,2022.0
150745,SÃO GERALDO DO ARAGUAIA,2302.0,3480.0,75.0,12377.0,211.0,305.0,Carajás,São Geraldo do Araguaia (PA),5669.0,2507.0,309,16797.0,305,25587.0,Carajás,2010.0
150745,SÃO GERALDO DO ARAGUAIA,2152.0,2351.0,177.0,12121.0,187.0,2.0,Carajás,São Geraldo do Araguaia (PA),4524.0,3002.0,24,16241.0,463,24255.0,Carajás,2022.0
150746,SÃO JOÃO DA PONTA,255.0,30.0,5.0,4282.0,3.0,50.0,Guamá,São João da Ponta (PA),452.0,64.0,4,4744.0,1,5265.0,Guamá,2010.0
150746,SÃO JOÃO DA PONTA,404.0,79.0,10.0,4976.0,1.0,2.0,Guamá,São João da Ponta (PA),429.0,125.0,2,3873.0,1,4430.0,Guamá,2022.0
150747,SÃO JOÃO DE PIRABAS,2078.0,665.0,37.0,13501.0,22.0,100.0,Rio Caeté,São João de Pirabas (PA),3814.0,1100.0,94,15637.0,2,20647.0,Rio Caeté,2010.0
150747,SÃO JOÃO DE PIRABAS,1620.0,496.0,38.0,14467.0,14.0,0.0,Rio Caeté,São João de Pirabas (PA),3527.0,989.0,9,16160.0,4,20689.0,Rio Caeté,2022.0
150750,SÃO JOÃO DO ARAGUAIA,569.0,401.0,8.0,8093.0,5.0,138.0,Carajás,São João do Araguaia (PA),2258.0,1317.0,151,9418.0,11,13155.0,Carajás,2010.0
150750,SÃO JOÃO DO ARAGUAIA,744.0,533.0,57.0,11150.0,3.0,0.0,Carajás,São João do Araguaia (PA),2014.0,1851.0,13,9761.0,25,13664.0,Carajás,2022.0
150760,SÃO MIGUEL DO GUAMÁ,1944.0,624.0,32.0,33751.0,9.0,553.0,Guamá,São Miguel do Guamá (PA),5988.0,2873.0,240,42447.0,19,51567.0,Guamá,2010.0
150760,SÃO MIGUEL DO GUAMÁ,1537.0,732.0,141.0,34919.0,15.0,5.0,Guamá,São Miguel do Guamá (PA),5750.0,5638.0,45,41427.0,33,52894.0,Guamá,2022.0
150770,SÃO SEBASTIÃO DA BOA VISTA,474.0,122.0,23.0,20343.0,9.0,166.0,Marajó,São Sebastião da Boa Vista (PA),4154.0,420.0,40,18290.0,-,22904.0,Marajó,2010.0
150770,SÃO SEBASTIÃO DA BOA VISTA,545.0,156.0,57.0,25027.0,8.0,0.0,Marajó,São Sebastião da Boa Vista (PA),5030.0,1568.0,30,18992.0,23,25643.0,Marajó,2022.0
150775,SAPUCAIA,555.0,259.0,12.0,2729.0,1.0,47.0,Araguaia,Sapucaia (PA),1333.0,277.0,39,3391.0,7,5047.0,Araguaia,2010.0
150775,SAPUCAIA,443.0,211.0,20.0,2785.0,0.0,0.0,Araguaia,Sapucaia (PA),1099.0,437.0,8,4298.0,5,5847.0,Araguaia,2022.0
150780,SENADOR JOSÉ PORFÍRIO,772.0,694.0,117.0,8465.0,124.0,40.0,Xingu,Senador José Porfírio (PA),1785.0,1063.0,59,9700.0,438,13045.0,Xingu,2010.0
150780,SENADOR JOSÉ PORFÍRIO,1424.0,831.0,182.0,13476.0,150.0,0.0,Xingu,Senador José Porfírio (PA),3289.0,2664.0,39,15763.0,821,22576.0,Xingu,2022.0
150790,SOURE,190.0,324.0,42.0,15132.0,1.0,213.0,Marajó,Soure (PA),3483.0,2944.0,270,16262.0,42,23001.0,Marajó,2010.0
150790,SOURE,709.0,743.0,81.0,16451.0,7.0,5.0,Marajó,Soure (PA),2750.0,4458.0,12,16958.0,26,24204.0,Marajó,2022.0
150795,TAILÂNDIA,3964.0,2542.0,723.0,38817.0,76.0,367.0,Tocantins,Tailândia (PA),18306.0,7454.0,1527,51946.0,64,79297.0,Tocantins,2010.0
150795,TAILÂNDIA,4022.0,2409.0,650.0,45470.0,48.0,8.0,Tocantins,Tailândia (PA),13465.0,8663.0,155,50123.0,85,72493.0,Tocantins,2022.0
150796,TERRA ALTA,364.0,152.0,1.0,7975.0,18.0,129.0,Guamá,Terra Alta (PA),2148.0,293.0,33,7785.0,3,10262.0,Guamá,2010.0
150796,TERRA ALTA,439.0,138.0,38.0,9801.0,42.0,2.0,Guamá,Terra Alta (PA),1797.0,665.0,19,7917.0,2,10400.0,Guamá,2022.0
150797,TERRA SANTA,267.0,26.0,9.0,12206.0,4.0,101.0,Baixo Amazonas,Terra Santa (PA),3410.0,530.0,94,12888.0,27,16949.0,Baixo Amazonas,2010.0
150797,TERRA SANTA,348.0,53.0,28.0,13903.0,7.0,0.0,Baixo Amazonas,Terra Santa (PA),2975.0,637.0,6,15137.0,26,18782.0,Baixo Amazonas,2022.0
150800,TOMÉ-AÇU,1623.0,1783.0,51.0,43041.0,93.0,535.0,Rio Capim,Tomé-Açu (PA),10977.0,4414.0,770,40057.0,300,56518.0,Rio Capim,2010.0
150800,TOMÉ-AÇU,2219.0,2327.0,129.0,43698.0,213.0,7.0,Rio Capim,Tomé-Açu (PA),10838.0,7803.0,502,47913.0,529,67585.0,Rio Capim,2022.0
150803,TRACUATEUA,259.0,200.0,52.0,23788.0,5.0,269.0,Rio Caeté,Tracuateua (PA),2790.0,568.0,56,24040.0,1,27455.0,Rio Caeté,2010.0
150803,TRACUATEUA,445.0,245.0,73.0,24256.0,11.0,1.0,Rio Caeté,Tracuateua (PA),2569.0,1006.0,8,24993.0,19,28595.0,Rio Caeté,2022.0
150805,TRAIRÃO,1237.0,334.0,24.0,7808.0,23.0,68.0,Tapajós,Trairão (PA),4007.0,1615.0,401,10520.0,332,16875.0,Tapajós,2010.0
150805,TRAIRÃO,1141.0,350.0,41.0,10473.0,64.0,0.0,Tapajós,Trairão (PA),3098.0,1250.0,7,10543.0,344,15242.0,Tapajós,2022.0
150808,TUCUMÃ,3502.0,744.0,66.0,15746.0,4.0,172.0,Araguaia,Tucumã (PA),11229.0,2521.0,603,19277.0,58,33690.0,Araguaia,2010.0
150808,TUCUMÃ,3113.0,807.0,102.0,17734.0,15.0,3.0,Araguaia,Tucumã (PA),10783.0,3276.0,62,25388.0,39,39550.0,Araguaia,2022.0
150810,TUCURUÍ,6625.0,2528.0,149.0,50796.0,542.0,671.0,Lago Tucuruí,Tucuruí (PA),24275.0,8349.0,811,63132.0,561,97128.0,Lago Tucuruí,2010.0
150810,TUCURUÍ,6747.0,2394.0,250.0,50037.0,720.0,7.0,Lago Tucuruí,Tucuruí (PA),20702.0,10284.0,88,59425.0,805,91306.0,Lago Tucuruí,2022.0
150812,ULIANÓPOLIS,983.0,716.0,132.0,14429.0,11.0,137.0,Rio Capim,Ulianópolis (PA),9732.0,4422.0,446,28724.0,17,43341.0,Rio Capim,2010.0
150812,ULIANÓPOLIS,2279.0,1447.0,95.0,14792.0,32.0,6.0,Rio Capim,Ulianópolis (PA),8860.0,3435.0,49,25592.0,35,37972.0,Rio Capim,2022.0
150815,URUARÁ,2035.0,823.0,94.0,24523.0,13.0,348.0,Xingu,Uruará (PA),11896.0,3325.0,459,29071.0,38,44789.0,Xingu,2010.0
150815,URUARÁ,3731.0,1670.0,205.0,25402.0,20.0,3.0,Xingu,Uruará (PA),9503.0,4409.0,11,29535.0,100,43558.0,Xingu,2022.0
150820,VIGIA,1842.0,542.0,53.0,28391.0,90.0,147.0,Guamá,Vigia (PA),11119.0,1877.0,229,34645.0,19,47889.0,Guamá,2010.0
150820,VIGIA,3124.0,774.0,181.0,34306.0,61.0,7.0,Guamá,Vigia (PA),10924.0,3632.0,24,36224.0,25,50832.0,Guamá,2022.0
150830,VISEU,1005.0,507.0,47.0,46048.0,22.0,206.0,Rio Caeté,Viseu (PA),8954.0,3131.0,602,43983.0,46,56716.0,Rio Caeté,2010.0
150830,VISEU,842.0,371.0,105.0,44668.0,16.0,1.0,Rio Caeté,Viseu (PA),6782.0,3385.0,24,48435.0,66,58692.0,Rio Caeté,2022.0
150835,VITÓRIA DO XINGU,1081.0,494.0,36.0,5583.0,39.0,14.0,Xingu,Vitória do Xingu (PA),3016.0,1061.0,306,8919.0,129,13431.0,Xingu,2010.0
